#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   1  16   1.1e-58   7.4e-55  184.6   5.6     1   126     1   133     1   138 0.95 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   2  16   1.2e-51   7.6e-48  161.4  12.9   123   234   194   305   178   331 0.90 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   3  16   1.3e-50   8.2e-47  157.9   2.5   236   339   357   461   344   507 0.87 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   4  16   1.9e-07    0.0012   14.8   0.0   350   377   537   564   518   572 0.83 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   5  16   1.7e-41   1.1e-37  127.7   9.6   376   489   609   759   606   762 0.82 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   6  16   5.5e-69   3.6e-65  218.8  10.1   490   649   794   987   780   995 0.84 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   7  16   6.3e-39   4.1e-35  119.1   0.6   647   728  1023  1105  1017  1111 0.95 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   8  16     3e-69     2e-65  219.7   0.4   719   860  1187  1335  1182  1345 0.93 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   9  16   4.4e-11   2.8e-07   26.9   0.3   856   890  1358  1392  1340  1397 0.91 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  10  16   4.4e-27   2.9e-23   79.9   0.5   907   969  1483  1545  1464  1552 0.92 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  11  16   3.3e-39   2.1e-35  120.1   4.8   976  1046  1642  1712  1626  1722 0.89 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  12  16   1.7e-13   1.1e-09   34.8   0.1  1045  1083  1798  1836  1789  1839 0.92 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
