#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   1  21     3e-77     2e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   2  21   0.00036       2.3    3.6   0.0   183   206   290   313   268   320 0.77 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   3  21   3.6e-24   2.4e-20   69.9   0.0   208   277   417   490   411   501 0.89 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   4  21     0.013        85   -1.6   0.1   277   302   528   559   525   562 0.71 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   5  21   2.4e-25   1.6e-21   73.8   0.0   298   378   587   670   582   681 0.89 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   6  21   1.9e-49   1.2e-45  153.7   8.4   393   555   785   983   775   991 0.80 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   7  21   5.1e-17   3.3e-13   46.2   0.2   554   605  1041  1092  1033  1095 0.86 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   8  21   3.5e-05      0.23    6.9   0.0   606   625  1163  1182  1160  1187 0.90 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   9  21   1.4e-08   9.2e-05   18.2   0.0   635   670  1292  1330  1286  1347 0.90 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  10  21     3e-75     2e-71  239.3   0.0   682   975  1399  1813  1395  1818 0.76 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  11  21   2.7e-44   1.8e-40  136.6   0.1   972  1083  1886  2019  1885  2025 0.88 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
