#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   1  10   4.7e-12   3.1e-08   31.4   0.1     2    32    12    42    11    47 0.94 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   2  10   1.7e-13   1.1e-09   36.2   0.1    32    78    63   109    59   111 0.90 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   3  10   1.5e-60   9.5e-57  191.5   2.1    59   200   159   314   155   318 0.90 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   4  10   2.1e-33   1.4e-29  101.8   0.0   201   282   356   437   352   440 0.97 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   5  10   2.2e-16   1.4e-12   45.7   0.1   283   324   472   513   468   517 0.92 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   6  10   1.7e-32   1.1e-28   98.9   1.4   324   401   568   646   565   652 0.94 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   7  10   5.2e-23   3.4e-19   67.6   0.0   402   455   690   744   686   747 0.96 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   8  10   2.7e-06     0.018   12.4   0.0   456   477   768   789   765   794 0.89 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5   9  10   1.1e-07   0.00073   17.0   0.0   476   505   823   852   820   856 0.92 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1313100.1-p1   -            996 2535at5820           -            536  1.4e-184  613.3  29.5  10  10   6.8e-09   4.4e-05   21.0   0.0   502   534   923   955   915   957 0.90 | transcript=PVP01_1313100.1 | gene=PVP01_1313100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:587017-590007(-) | protein_length=996 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
