#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   1  15  2.4e-135  1.6e-131  438.6  53.0     1   311     1   372     1   374 0.87 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   2  15   1.1e-39   7.3e-36  121.3   7.7   311   395   423   513   415   517 0.91 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   3  15   1.6e-29   1.1e-25   87.6   0.6   394   461   601   673   597   679 0.92 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   4  15   5.8e-80   3.8e-76  254.9  17.7   460   618   701   860   694   863 0.98 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   5  15   4.2e-16   2.8e-12   43.2   0.2   619   652   887   920   881   924 0.94 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   6  15   2.1e-16   1.4e-12   44.1   0.6   652   684   975  1007   969  1029 0.92 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   7  15   2.3e-88   1.5e-84  282.8  18.4   683   852  1054  1231  1049  1238 0.94 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   8  15   6.3e-72   4.1e-68  228.3  16.0   852   992  1283  1429  1273  1439 0.96 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   9  15   1.8e-70   1.2e-66  223.4  14.5   992  1129  1460  1598  1456  1600 0.97 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  10  15   2.1e-54   1.4e-50  170.2   7.0  1129  1244  1649  1766  1644  1773 0.97 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  11  15   1.6e-29     1e-25   87.7   1.2  1242  1332  1789  1886  1782  1900 0.87 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
