#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   1  16  4.3e-143  2.8e-139  464.7  55.7     2   281    11   306    10   319 0.93 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   2  16   1.4e-80   9.4e-77  257.4  37.1   267   441   469   643   460   653 0.93 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   3  16     0.094   6.1e+02   -3.9   1.5   733   761   654   682   646   686 0.74 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   4  16   1.4e-73     9e-70  234.2  27.9   435   600   770   952   755   977 0.90 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   5  16    1e-110  6.5e-107  357.3  39.3   617   846  1269  1519  1247  1531 0.91 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   6  16   6.7e-78   4.4e-74  248.5  26.5   839  1037  1595  1805  1545  1815 0.85 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   7  16   1.8e-54   1.2e-50  170.9   8.0  1029  1128  1847  1957  1844  1960 0.89 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   8  16   1.1e-75   7.3e-72  241.1  21.7  1129  1263  2102  2236  2098  2241 0.97 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7   9  16   7.7e-15     5e-11   39.4   0.0  1263  1322  2282  2350  2277  2359 0.86 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  10  16   9.2e-25     6e-21   72.3   2.8  1315  1362  2448  2495  2442  2522 0.89 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  11  16   4.7e-14   3.1e-10   36.8   0.2  1361  1413  2599  2651  2593  2664 0.90 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  12  16   4.4e-39   2.9e-35  119.8   4.7  1410  1506  2742  2850  2738  2856 0.84 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  13  16   2.9e-55   1.9e-51  173.5   9.6  1503  1599  2901  2997  2873  3011 0.90 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  14  16   1.9e-19   1.3e-15   54.7   0.2  1597  1659  3042  3115  3037  3123 0.86 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  15  16   6.5e-50   4.2e-46  155.7  13.1  1639  1754  3168  3286  3163  3293 0.92 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249000.1-p1   -           3370 291at5820            -           1813         0 2647.9 363.7  16  16   9.4e-35   6.1e-31  105.5   7.9  1755  1813  3312  3370  3301  3370 0.97 | transcript=PVP01_1249000.1 | gene=PVP01_1249000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1986135-1996247(-) | protein_length=3370 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/291at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/291at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/291at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:36 2026
# [ok]
