#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   1  11   4.6e-42     3e-38  129.8  30.9     2    93    42   134    41   156 0.89 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   2  11         0         0 1073.8 119.3    74   682   254   887   243   914 0.92 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   3  11   5.5e-05      0.36    6.9   5.8   701   769  1102  1193  1079  1199 0.75 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   4  11   3.1e-23     2e-19   67.4  11.9   753   839  1223  1321  1178  1332 0.75 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   5  11   2.1e-66   1.4e-62  210.5  22.9   835  1008  1368  1555  1342  1585 0.79 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   6  11   1.8e-15   1.2e-11   41.6  21.3   994  1071  1874  1956  1814  1971 0.61 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   7  11   3.6e-06     0.023   10.8   0.7  1031  1086  2025  2080  2016  2082 0.74 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   8  11   3.2e-14   2.1e-10   37.5   8.3  1063  1130  2089  2156  2082  2172 0.83 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8   9  11   4.8e-18   3.1e-14   50.2  10.7  1114  1209  2197  2302  2163  2314 0.73 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8  10  11   7.6e-06     0.049    9.7  31.0  1184  1290  2331  2442  2317  2515 0.67 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1242300.1-p1   -           2950 381at5820            -           1663         0 2280.3 408.8  11  11  2.3e-212  1.5e-208  694.3  73.8  1242  1663  2511  2943  2499  2943 0.92 | transcript=PVP01_1242300.1 | gene=PVP01_1242300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1725510-1734886(-) | protein_length=2950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
