# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at5820	Complete	SCO68116.1	12415.7	7227	https://v10-1.orthodb.org/?query=0at5820	Ankyrin repeat-containing domain
4at5820	Missing
17at5820	Complete	SCO68789.1	9053.1	4774	https://v10-1.orthodb.org/?query=17at5820	Dynein heavy chain
18at5820	Complete	SCO68495.1	7637.1	4571	https://v10-1.orthodb.org/?query=18at5820	Vacuolar protein sorting-associated protein 13
19at5820	Complete	SCO69009.1	6674.2	4321	https://v10-1.orthodb.org/?query=19at5820	Immunoglobulin-like fold
24at5820	Complete	SCO65810.1	7726.1	4485	https://v10-1.orthodb.org/?query=24at5820	HECT domain
25at5820	Complete	SCO65207.1	8514.5	4225	https://v10-1.orthodb.org/?query=25at5820	Dynein heavy chain
27at5820	Complete	SCO66373.1	10222.0	4869	https://v10-1.orthodb.org/?query=27at5820	Dynein heavy chain
28at5820	Complete	SCO69624.1	6189.1	4708	https://v10-1.orthodb.org/?query=28at5820	Protein kinase-like domain superfamily
39at5820	Complete	SCO69082.1	6020.4	4050	https://v10-1.orthodb.org/?query=39at5820	Growth factor receptor cysteine-rich domain superfamily
40at5820	Complete	SCO69261.1	6842.8	4668	https://v10-1.orthodb.org/?query=40at5820	ATPase, dynein-related, AAA domain
41at5820	Complete	SCO66170.1	8502.0	4262	https://v10-1.orthodb.org/?query=41at5820	Dynein heavy chain
43at5820	Complete	SCO69504.1	7751.3	4304	https://v10-1.orthodb.org/?query=43at5820	Protein of unknown function DUF3638
44at5820	Complete	SCO65372.1	7357.2	3965	https://v10-1.orthodb.org/?query=44at5820	Dynein heavy chain
45at5820	Complete	SCO67328.1	8352.3	4216	https://v10-1.orthodb.org/?query=45at5820	Dynein heavy chain
48at5820	Missing
54at5820	Complete	SCO68100.1	4179.5	3074	https://v10-1.orthodb.org/?query=54at5820	SET domain
56at5820	Complete	SCO67230.1	6192.2	3896	https://v10-1.orthodb.org/?query=56at5820	PowCR01_090014600
59at5820	Complete	SCO69881.1	4924.4	3312	https://v10-1.orthodb.org/?query=59at5820	Peptidase C50, separase
65at5820	Complete	SCO69124.1	7597.3	4298	https://v10-1.orthodb.org/?query=65at5820	Dynein heavy chain
70at5820	Complete	SCO66195.1	4501.0	3382	https://v10-1.orthodb.org/?query=70at5820	Dynein heavy chain
71at5820	Complete	SCO70155.1	6565.7	4310	https://v10-1.orthodb.org/?query=71at5820	PowCR01_140059700
72at5820	Complete	SCO66156.1	4819.1	3229	https://v10-1.orthodb.org/?query=72at5820	Vacuolar protein sorting-associated protein 13, C-terminal
74at5820	Complete	SCO65189.1	4013.4	2829	https://v10-1.orthodb.org/?query=74at5820	Anaphase-promoting complex subunit 1
83at5820	Complete	SCO66001.1	3744.3	2841	https://v10-1.orthodb.org/?query=83at5820	Immunoglobulin-like fold
86at5820	Complete	SCO65995.1	2997.5	2790	https://v10-1.orthodb.org/?query=86at5820	PowCR01_050023700
90at5820	Complete	SCO68302.1	5169.1	3260	https://v10-1.orthodb.org/?query=90at5820	PowCR01_110041800
92at5820	Complete	SCO69182.1	4327.0	2844	https://v10-1.orthodb.org/?query=92at5820	Armadillo-type fold
99at5820	Complete	SCO66936.1	4966.7	3542	https://v10-1.orthodb.org/?query=99at5820	DNA helicase Ino80
100at5820	Complete	SCO67483.1	5130.4	2593	https://v10-1.orthodb.org/?query=100at5820	P-type ATPase, C-terminal
101at5820	Complete	SCO67849.1	4622.4	3871	https://v10-1.orthodb.org/?query=101at5820	A0A077TKE7_PLACH
102at5820	Missing
108at5820	Complete	SCO65172.1	3174.5	2577	https://v10-1.orthodb.org/?query=108at5820	PowCR01_020013900
109at5820	Complete	SCO69671.1	4125.2	2672	https://v10-1.orthodb.org/?query=109at5820	PowCR01_140011200
118at5820	Complete	SCO66917.1	2920.1	2181	https://v10-1.orthodb.org/?query=118at5820	Oocyst capsule protein
121at5820	Complete	SCO70092.1	5587.5	3542	https://v10-1.orthodb.org/?query=121at5820	Zinc finger, UBR-type
123at5820	Complete	SCO65013.1	3670.7	2804	https://v10-1.orthodb.org/?query=123at5820	RAVE complex protein Rav1 C-terminal
126at5820	Complete	SCO69639.1	4268.3	2553	https://v10-1.orthodb.org/?query=126at5820	Translational activator Gcn1
132at5820	Missing
137at5820	Complete	SCO69991.1	2941.9	2356	https://v10-1.orthodb.org/?query=137at5820	A0A1K9YNA1_PLAVI
142at5820	Complete	SCO69253.1	5357.9	2475	https://v10-1.orthodb.org/?query=142at5820	Glutamate synthase, alpha subunit, C-terminal
145at5820	Complete	SCO65285.1	5196.2	2261	https://v10-1.orthodb.org/?query=145at5820	Pre-mRNA-processing-splicing factor 8
150at5820	Complete	SCO66434.1	3451.2	2262	https://v10-1.orthodb.org/?query=150at5820	Kringle
151at5820	Complete	SCO69070.1	4868.7	3283	https://v10-1.orthodb.org/?query=151at5820	PowCR01_120070100
154at5820	Complete	SCO68094.1	4836.1	2364	https://v10-1.orthodb.org/?query=154at5820	DNA polymerase epsilon catalytic subunit
160at5820	Complete	SCO69408.1	3682.1	2351	https://v10-1.orthodb.org/?query=160at5820	Liver specific protein 1, putative
165at5820	Complete	SCO68751.1	3554.0	2033	https://v10-1.orthodb.org/?query=165at5820	ATP-grasp fold
171at5820	Complete	SCO69417.1	2864.7	2174	https://v10-1.orthodb.org/?query=171at5820	CCR4-Not complex component, Not1, C-terminal
174at5820	Complete	SCO68703.1	3447.1	2057	https://v10-1.orthodb.org/?query=174at5820	Armadillo-like helical
175at5820	Complete	SCO68683.1	2780.1	2577	https://v10-1.orthodb.org/?query=175at5820	W7ACW9_9APIC
177at5820	Complete	SCO69183.1	3468.9	2183	https://v10-1.orthodb.org/?query=177at5820	Growth factor receptor cysteine-rich domain superfamily
179at5820	Complete	SCO65663.1	3443.0	2252	https://v10-1.orthodb.org/?query=179at5820	6-Cysteine (6-Cys) domain
181at5820	Complete	SCO65374.1	3920.7	2145	https://v10-1.orthodb.org/?query=181at5820	EGF-like, conserved site
186at5820	Complete	SCO68025.1	2702.6	1975	https://v10-1.orthodb.org/?query=186at5820	PowCR01_110014700
188at5820	Complete	SCO68017.1	4589.3	2473	https://v10-1.orthodb.org/?query=188at5820	P-type ATPase, C-terminal
189at5820	Complete	SCO68005.1	4647.1	2379	https://v10-1.orthodb.org/?query=189at5820	Armadillo
198at5820	Complete	SCO67144.1	3083.2	1789	https://v10-1.orthodb.org/?query=198at5820	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
212at5820	Complete	SCO64896.1	3413.0	2616	https://v10-1.orthodb.org/?query=212at5820	PowCR01_010006600
218at5820	Missing
221at5820	Complete	SCO64903.1	4223.6	2856	https://v10-1.orthodb.org/?query=221at5820	HECT domain
224at5820	Complete	SCO67066.1	3327.1	1957	https://v10-1.orthodb.org/?query=224at5820	Dopey, N-terminal
225at5820	Complete	SCO68032.1	2816.6	2058	https://v10-1.orthodb.org/?query=225at5820	PowCR01_110015400
229at5820	Complete	SCO66550.1	2284.7	2092	https://v10-1.orthodb.org/?query=229at5820	PowCR01_070024900
230at5820	Complete	SCO69415.1	3309.1	2181	https://v10-1.orthodb.org/?query=230at5820	Cyclic nucleotide-binding, conserved site
240at5820	Complete	SCO67043.1	3756.1	2836	https://v10-1.orthodb.org/?query=240at5820	PowCR01_080038800
244at5820	Complete	SCO66794.1	3884.9	2886	https://v10-1.orthodb.org/?query=244at5820	Zinc finger, PHD-type
249at5820	Complete	SCO68924.1	3412.2	1966	https://v10-1.orthodb.org/?query=249at5820	Protein Mon2-like
250at5820	Complete	SCO65628.1	3463.5	2139	https://v10-1.orthodb.org/?query=250at5820	PowCR01_040013300
252at5820	Complete	SCO65665.1	3096.0	1867	https://v10-1.orthodb.org/?query=252at5820	6-cysteine protein
254at5820	Complete	SCO69799.1	3284.7	2092	https://v10-1.orthodb.org/?query=254at5820	PowCR01_140023600
258at5820	Complete	SCO67960.1	3458.6	2228	https://v10-1.orthodb.org/?query=258at5820	Erythrocyte membrane-associated antigen
267at5820	Complete	SCO65173.1	3772.0	2175	https://v10-1.orthodb.org/?query=267at5820	Ubiquitin specific protease, conserved site
270at5820	Complete	SCO66037.1	3533.9	1979	https://v10-1.orthodb.org/?query=270at5820	Helicase, C-terminal
271at5820	Complete	SCO69466.1	2872.3	1880	https://v10-1.orthodb.org/?query=271at5820	Phosphatidylinositol-4-phosphate 5-kinase, core
279at5820	Complete	SCO66939.1	4087.3	1896	https://v10-1.orthodb.org/?query=279at5820	RNA polymerase Rpb1, domain 7
280at5820	Complete	SCO69072.1	2884.2	1928	https://v10-1.orthodb.org/?query=280at5820	Rhoptry protein
286at5820	Complete	SCO69725.1	2907.3	2113	https://v10-1.orthodb.org/?query=286at5820	Armadillo-type fold
289at5820	Complete	SCO66354.1	3773.5	1989	https://v10-1.orthodb.org/?query=289at5820	DEAD/DEAH box helicase domain
291at5820	Complete	SCO68870.1	2644.5	1796	https://v10-1.orthodb.org/?query=291at5820	PowCR01_120051600
303at5820	Complete	SCO69021.1	3499.9	2006	https://v10-1.orthodb.org/?query=303at5820	Sec7 domain
306at5820	Complete	SCO64955.1	2657.7	2153	https://v10-1.orthodb.org/?query=306at5820	PowCR01_010013100
313at5820	Complete	SCO68151.1	3981.3	2081	https://v10-1.orthodb.org/?query=313at5820	Zinc finger, PHD-type
322at5820	Complete	SCO69058.1	3560.8	1830	https://v10-1.orthodb.org/?query=322at5820	DEAD/DEAH box helicase domain
326at5820	Complete	SCO65320.1	1639.7	1437	https://v10-1.orthodb.org/?query=326at5820	A0A1J1H088_PLAGA
327at5820	Complete	SCO69611.1	3212.0	1971	https://v10-1.orthodb.org/?query=327at5820	P-loop containing nucleoside triphosphate hydrolase
332at5820	Complete	SCO69669.1	3792.1	1801	https://v10-1.orthodb.org/?query=332at5820	Carbamoyl-phosphate synthase small subunit, N-terminal domain
338at5820	Complete	SCO66020.1	3484.9	2479	https://v10-1.orthodb.org/?query=338at5820	Phosphatidylinositol 3-/4-kinase, catalytic domain
341at5820	Complete	SCO65390.1	2081.3	1490	https://v10-1.orthodb.org/?query=341at5820	TRAPP II complex, Trs120
342at5820	Complete	SCO69856.1	3117.2	1853	https://v10-1.orthodb.org/?query=342at5820	Proteasome activator complex subunit 4
348at5820	Complete	SCO70248.1	2647.1	2082	https://v10-1.orthodb.org/?query=348at5820	Osmiophilic body protein
349at5820	Complete	SCO67929.1	2713.3	1921	https://v10-1.orthodb.org/?query=349at5820	Proteasome component Ecm29
351at5820	Complete	SCO67248.1	2642.0	1833	https://v10-1.orthodb.org/?query=351at5820	Immunoglobulin E-set
352at5820	Complete	SCO68115.1	2315.9	1424	https://v10-1.orthodb.org/?query=352at5820	Protein kinase domain
359at5820	Complete	SCO68449.1	2787.5	1809	https://v10-1.orthodb.org/?query=359at5820	Armadillo-type fold
363at5820	Complete	SCO65263.1	3280.2	2130	https://v10-1.orthodb.org/?query=363at5820	Zinc finger C2H2-type
365at5820	Complete	SCO69950.1	3046.1	1987	https://v10-1.orthodb.org/?query=365at5820	Formin 2
366at5820	Missing
367at5820	Complete	SCO67812.1	2685.2	1752	https://v10-1.orthodb.org/?query=367at5820	Guanidine nucleotide exchange factor
374at5820	Complete	SCO66970.1	2464.9	1486	https://v10-1.orthodb.org/?query=374at5820	Thrombospondin type-1 (TSP1) repeat
376at5820	Complete	SCO68875.1	2457.4	1762	https://v10-1.orthodb.org/?query=376at5820	PowCR01_120052100
377at5820	Complete	SCO69959.1	2626.6	1666	https://v10-1.orthodb.org/?query=377at5820	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
381at5820	Complete	SCO68803.1	2282.2	1645	https://v10-1.orthodb.org/?query=381at5820	PowCR01_120045900
382at5820	Complete	SCO68438.1	2403.2	1642	https://v10-1.orthodb.org/?query=382at5820	PowCR01_120009000
384at5820	Complete	SCO68641.1	2522.0	2138	https://v10-1.orthodb.org/?query=384at5820	BRCA2 repeat
388at5820	Complete	SCO69951.1	3565.6	1700	https://v10-1.orthodb.org/?query=388at5820	Clathrin heavy chain
395at5820	Complete	SCO67803.1	3752.0	2123	https://v10-1.orthodb.org/?query=395at5820	RNA polymerase Rpb1, domain 3
400at5820	Complete	SCO67995.1	2553.3	1590	https://v10-1.orthodb.org/?query=400at5820	PowCR01_110011700
412at5820	Missing
415at5820	Complete	SCO70266.1	2982.4	1796	https://v10-1.orthodb.org/?query=415at5820	Rhoptry neck protein 3, putative
422at5820	Complete	SCO66944.1	1742.1	1155	https://v10-1.orthodb.org/?query=422at5820	WD40/YVTN repeat-like-containing domain superfamily
425at5820	Missing
426at5820	Complete	SCO66755.1	3364.9	2054	https://v10-1.orthodb.org/?query=426at5820	WD40/YVTN repeat-like-containing domain superfamily
437at5820	Complete	SCO69312.1	1838.4	1430	https://v10-1.orthodb.org/?query=437at5820	rRNA (Adenosine-2'-O-)-methyltransferase, putative
438at5820	Complete	SCO64912.1	3040.6	1948	https://v10-1.orthodb.org/?query=438at5820	Inositol-phosphate phosphatase, putative
