#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1119000|PVP01_1119000.1|unknown -            512 8004at5820           -            390    3e-208  689.6  27.2   1   1  5.2e-211  3.9e-208  689.2  27.2     1   390    90   512    90   512 0.95 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 8004at5820           -            390     1e-09   35.9   2.5   1   2   2.9e-11   2.2e-08   31.6   0.2   177   308    30   160    10   172 0.86 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 8004at5820           -            390     1e-09   35.9   2.5   2   2     0.018        13    2.6   0.1   187   217   258   286   239   298 0.81 -
GCA_003402215.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8004at5820           -            390   9.4e-09   32.8  11.6   1   3   5.3e-06     0.004   14.2   0.8   147   212    29    92     3   107 0.76 -
GCA_003402215.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8004at5820           -            390   9.4e-09   32.8  11.6   2   3   7.9e-08     6e-05   20.2   1.4   270   380   104   210    95   219 0.74 -
GCA_003402215.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 8004at5820           -            390   9.4e-09   32.8  11.6   3   3   0.00045      0.34    7.9   0.4   101   211   197   305   192   325 0.66 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 8004at5820           -            390   2.9e-07   27.9   1.8   1   2    0.0014       1.1    6.2   0.0   234   260    80   106    72   117 0.82 -
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 8004at5820           -            390   2.9e-07   27.9   1.8   2   2   1.4e-07   0.00011   19.4   0.9   267   361   216   301   203   307 0.79 -
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 8004at5820           -            390   5.8e-06   23.6   7.1   1   3    0.0011      0.86    6.6   0.2   110   129    82   101    38   108 0.82 -
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 8004at5820           -            390   5.8e-06   23.6   7.1   2   3   1.2e-05    0.0089   13.1   0.3   315   357   108   151   100   174 0.73 -
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 8004at5820           -            390   5.8e-06   23.6   7.1   3   3    0.0022       1.7    5.6   0.1   107   128   228   249   221   252 0.87 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 8004at5820           -            390   6.8e-05   20.1   2.8   1   4    0.0042       3.2    4.7   0.1   178   225     7    56     2    74 0.81 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 8004at5820           -            390   6.8e-05   20.1   2.8   2   4   0.00039      0.29    8.1   0.1   177   215    80   118    62   126 0.88 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 8004at5820           -            390   6.8e-05   20.1   2.8   3   4      0.12        91   -0.1   0.0   180   217   128   165   119   177 0.85 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 8004at5820           -            390   6.8e-05   20.1   2.8   4   4    0.0061       4.6    4.2   0.0   179   216   296   333   248   363 0.86 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   1   7     0.069        52    0.7   0.0   170   213     7    51     1    99 0.67 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   2   7     0.053        40    1.1   0.1   319   349    72   102    30   141 0.53 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   3   7     0.086        65    0.4   0.0   185   212   114   141   103   153 0.81 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   4   7     0.021        16    2.4   0.0   178   212   150   186   141   194 0.80 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   5   7     0.023        17    2.3   0.0   180   215   196   231   188   237 0.90 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   6   7      0.12        93   -0.1   0.0   242   275   243   276   232   286 0.81 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 8004at5820           -            390   0.00083   16.5   0.2   7   7     0.054        41    1.1   0.1   108   126   300   318   256   321 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8004at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8004at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8004at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:20:48 2026
# [ok]
