#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1113600|PVP01_1113600.1|unknown -            335 10505at5820          -            263  1.3e-131  435.9  51.5   1   1  5.2e-134  4.6e-131  434.1  51.5     1   263    51   334    51   334 0.93 -
GCA_003402215.1|PVP01_1014000|PVP01_1014000.1|unknown -            499 10505at5820          -            263   0.00024   18.8   6.0   1   1   4.2e-07   0.00037   18.1   6.0    62   162   309   414   272   437 0.72 -
GCA_003402215.1|PVP01_1027100|PVP01_1027100.1|unknown -            631 10505at5820          -            263    0.0025   15.5   0.3   1   3     0.092        81    0.6   0.2   185   226   207   246   180   252 0.74 -
GCA_003402215.1|PVP01_1027100|PVP01_1027100.1|unknown -            631 10505at5820          -            263    0.0025   15.5   0.3   2   3   2.8e-06    0.0025   15.5   0.3   103   159   332   388   319   391 0.88 -
GCA_003402215.1|PVP01_1027100|PVP01_1027100.1|unknown -            631 10505at5820          -            263    0.0025   15.5   0.3   3   3      0.11     1e+02    0.3   3.4   187   246   393   456   389   473 0.57 -
GCA_003402215.1|PVP01_0914900|PVP01_0914900.1|unknown -            276 10505at5820          -            263    0.0035   15.0   4.7   1   2   3.9e-06    0.0035   15.0   4.7   102   157   100   155    89   164 0.88 -
GCA_003402215.1|PVP01_0914900|PVP01_0914900.1|unknown -            276 10505at5820          -            263    0.0035   15.0   4.7   2   2     0.075        66    0.9   5.7   188   255   163   234   158   240 0.65 -
GCA_003402215.1|PVP01_1018800|PVP01_1018800.1|unknown -            416 10505at5820          -            263       1.2    6.6  11.9   1   1    0.0028       2.5    5.6  11.9    97   254   251   406   238   411 0.71 -
GCA_003402215.1|PVP01_1130900|PVP01_1130900.1|unknown -            273 10505at5820          -            263         9    3.8  20.2   1   3      0.29   2.6e+02   -1.0   2.8   175   230     9    66     2    76 0.65 -
GCA_003402215.1|PVP01_1130900|PVP01_1130900.1|unknown -            273 10505at5820          -            263         9    3.8  20.2   2   3     5e-05     0.044   11.4   7.8    87   155    86   154    77   208 0.94 -
GCA_003402215.1|PVP01_1130900|PVP01_1130900.1|unknown -            273 10505at5820          -            263         9    3.8  20.2   3   3       0.4   3.5e+02   -1.4   0.1   198   237   175   212   155   238 0.48 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10505at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10505at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:56:30 2026
# [ok]
