#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1111800|PVP01_1111800.1|unknown -            182 13688at5820          -            142   3.3e-87  288.1   9.8   1   1   1.7e-89     4e-87  287.8   9.8     1   137    26   165    26   169 0.97 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13688at5820          -            142   1.6e-11   42.8   0.1   1   3   0.00043       0.1   10.9   0.0    20    89    83   152    75   173 0.91 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13688at5820          -            142   1.6e-11   42.8   0.1   2   3   0.00015     0.036   12.4   0.0    24   100   186   265   167   275 0.87 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13688at5820          -            142   1.6e-11   42.8   0.1   3   3   1.6e-05    0.0038   15.6   0.0    28   115   375   462   367   478 0.85 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 13688at5820          -            142   1.7e-11   42.7   1.1   1   2      0.11        27    3.1   0.0    22   108    17   103    10   108 0.84 -
GCA_003402215.1|PVP01_1328900|PVP01_1328900.1|unknown -            475 13688at5820          -            142   1.7e-11   42.7   1.1   2   2   1.8e-12   4.3e-10   38.1   0.7    26   106   108   187    96   202 0.90 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.3e-10   38.5  12.5   1   3      0.31        75    1.7   1.0    27   108    20    96     6   122 0.68 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.3e-10   38.5  12.5   2   3   1.8e-07   4.3e-05   21.9   0.7    44   101   134   195   130   207 0.75 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13688at5820          -            142   3.3e-10   38.5  12.5   3   3   2.5e-07   6.1e-05   21.4   0.5    26   101   210   284   198   295 0.86 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13688at5820          -            142   4.6e-09   34.8   6.6   1   3   4.3e-06     0.001   17.4   0.0    27    98    18    89    11   101 0.90 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13688at5820          -            142   4.6e-09   34.8   6.6   2   3   1.5e-05    0.0036   15.7   0.6    26   110   105   189    87   212 0.79 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13688at5820          -            142   4.6e-09   34.8   6.6   3   3     0.056        14    4.1   0.8    56    92   221   257   184   265 0.74 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13688at5820          -            142     4e-08   31.7   2.8   1   2    0.0069       1.7    7.0   0.0    54    90   116   154    88   163 0.66 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13688at5820          -            142     4e-08   31.7   2.8   2   2   5.3e-08   1.3e-05   23.6   1.6    25   123   170   272   159   282 0.74 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13688at5820          -            142   3.4e-07   28.7   0.8   1   2   8.6e-06    0.0021   16.4   0.1    22    77   115   170    99   192 0.83 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13688at5820          -            142   3.4e-07   28.7   0.8   2   2   0.00054      0.13   10.6   0.1    25   113   202   288   193   302 0.83 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13688at5820          -            142   8.7e-07   27.4   0.0   1   2       2.2   5.2e+02   -1.1   0.0    66   105    47    89    41   108 0.75 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13688at5820          -            142   8.7e-07   27.4   0.0   2   2   1.3e-08   3.2e-06   25.6   0.0    39   102   169   231   137   241 0.76 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 13688at5820          -            142     2e-06   26.2   0.1   1   3   7.6e-05     0.018   13.4   0.1    55   114   692   751   658   762 0.86 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 13688at5820          -            142     2e-06   26.2   0.1   2   3    0.0031      0.75    8.1   0.0    31   113   770   851   755   874 0.75 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 13688at5820          -            142     2e-06   26.2   0.1   3   3       1.5   3.7e+02   -0.6   0.0    52    94   995  1035   976  1040 0.75 -
GCA_003402215.1|PVP01_0939900|PVP01_0939900.1|unknown -           1889 13688at5820          -            142   4.7e-06   25.0   0.4   1   1   1.2e-07   2.8e-05   22.5   0.2    23    99  1015  1093  1004  1109 0.81 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13688at5820          -            142     5e-06   24.9   5.1   1   3     0.082        20    3.5   0.1    26    84    84   142    73   162 0.81 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13688at5820          -            142     5e-06   24.9   5.1   2   3   3.8e-06   0.00092   17.6   0.8    17   106   173   264   159   283 0.82 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13688at5820          -            142     5e-06   24.9   5.1   3   3   4.1e-06   0.00098   17.5   0.2    27   103   397   473   392   497 0.83 -
GCA_003402215.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13688at5820          -            142   5.5e-06   24.8   1.3   1   2   2.3e-08   5.5e-06   24.8   1.3    21   104    85   169    74   200 0.83 -
GCA_003402215.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13688at5820          -            142   5.5e-06   24.8   1.3   2   2       5.9   1.4e+03   -2.5   0.4   120   139   240   259   229   295 0.65 -
GCA_003402215.1|PVP01_0820700|PVP01_0820700.1|unknown -            307 13688at5820          -            142   1.3e-05   23.6   1.6   1   1   5.7e-08   1.4e-05   23.5   0.0    19    99    30   110    18   123 0.89 -
GCA_003402215.1|PVP01_1016700|PVP01_1016700.1|unknown -            316 13688at5820          -            142   3.9e-05   22.0   1.6   1   3   6.6e-06    0.0016   16.8   0.0    24    93     7    74     2    86 0.84 -
GCA_003402215.1|PVP01_1016700|PVP01_1016700.1|unknown -            316 13688at5820          -            142   3.9e-05   22.0   1.6   2   3     0.078        19    3.6   0.0    66    89   144   167   137   192 0.76 -
GCA_003402215.1|PVP01_1016700|PVP01_1016700.1|unknown -            316 13688at5820          -            142   3.9e-05   22.0   1.6   3   3       5.3   1.3e+03   -2.3   0.4    42    53   267   278   239   297 0.54 -
GCA_003402215.1|PVP01_1120100|PVP01_1120100.1|unknown -            673 13688at5820          -            142   0.00015   20.2   2.5   1   2      0.36        86    1.5   0.3    55    99    59   102    32   128 0.66 -
GCA_003402215.1|PVP01_1120100|PVP01_1120100.1|unknown -            673 13688at5820          -            142   0.00015   20.2   2.5   2   2   3.6e-06   0.00088   17.7   0.1    23   100   129   207   116   215 0.81 -
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13688at5820          -            142   0.00022   19.6   0.8   1   2   0.00018     0.043   12.2   0.4    28   109    13    95     5   107 0.75 -
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13688at5820          -            142   0.00022   19.6   0.8   2   2     0.013       3.2    6.1   0.0    22    57   117   152   105   178 0.86 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13688at5820          -            142   0.00029   19.2   0.6   1   3       2.4   5.7e+02   -1.2   0.0    70   112   476   520   440   540 0.69 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13688at5820          -            142   0.00029   19.2   0.6   2   3      0.13        32    2.8   0.0    28   119   584   678   574   692 0.73 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 13688at5820          -            142   0.00029   19.2   0.6   3   3   0.00012     0.029   12.7   0.1    27   101   701   774   692   777 0.85 -
GCA_003402215.1|PVP01_1261400|PVP01_1261400.1|unknown -            793 13688at5820          -            142   0.00036   18.9   0.5   1   1   6.1e-06    0.0015   16.9   0.5    20   110    23   113    14   126 0.83 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 13688at5820          -            142   0.00039   18.8   1.4   1   1   1.7e-06   0.00042   18.7   1.4    29   121    12   102     3   119 0.77 -
GCA_003402215.1|PVP01_1030600|PVP01_1030600.1|unknown -            349 13688at5820          -            142   0.00055   18.3   0.0   1   2   2.3e-06   0.00055   18.3   0.0    39    95    26    83     9   104 0.74 -
GCA_003402215.1|PVP01_1030600|PVP01_1030600.1|unknown -            349 13688at5820          -            142   0.00055   18.3   0.0   2   2       6.3   1.5e+03   -2.6   5.3    45   118   114   188   111   204 0.67 -
GCA_003402215.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13688at5820          -            142    0.0023   16.3   0.0   1   1   1.1e-05    0.0028   16.0   0.0    27    99    16    85     6   109 0.78 -
GCA_003402215.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 13688at5820          -            142    0.0024   16.3   0.0   1   1   1.5e-05    0.0037   15.6   0.0    21   100    67   145    54   157 0.88 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13688at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13688at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:00:47 2026
# [ok]
