#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0609400|PVP01_0609400.1|unknown -            181 13164at5820          -            130   3.6e-74  245.5   3.0   1   1   1.4e-76   4.7e-74  245.1   3.0     8   130    57   181    53   181 0.97 -
GCA_003402215.1|PVP01_1461500|PVP01_1461500.1|unknown -           1339 13164at5820          -            130   5.2e-09   34.8   1.7   1   2   1.6e-11   5.2e-09   34.8   1.7    31   102   156   227   147   236 0.95 -
GCA_003402215.1|PVP01_1461500|PVP01_1461500.1|unknown -           1339 13164at5820          -            130   5.2e-09   34.8   1.7   2   2         3     1e+03   -1.7   0.1    36    53  1016  1033   995  1081 0.56 -
GCA_003402215.1|PVP01_1436000|PVP01_1436000.1|unknown -           1164 13164at5820          -            130   1.3e-07   30.3   4.8   1   5       1.7   5.6e+02   -0.9   1.1    22    68    42    95    33   134 0.58 -
GCA_003402215.1|PVP01_1436000|PVP01_1436000.1|unknown -           1164 13164at5820          -            130   1.3e-07   30.3   4.8   2   5      0.23        75    1.9   0.2     1    61   566   625   566   650 0.90 -
GCA_003402215.1|PVP01_1436000|PVP01_1436000.1|unknown -           1164 13164at5820          -            130   1.3e-07   30.3   4.8   3   5       4.3   1.4e+03   -2.2   0.1    34    54   738   759   722   799 0.57 -
GCA_003402215.1|PVP01_1436000|PVP01_1436000.1|unknown -           1164 13164at5820          -            130   1.3e-07   30.3   4.8   4   5     0.015         5    5.7   0.1    10    51   890   930   885   994 0.78 -
GCA_003402215.1|PVP01_1436000|PVP01_1436000.1|unknown -           1164 13164at5820          -            130   1.3e-07   30.3   4.8   5   5   3.9e-10   1.3e-07   30.3   4.8     5   111  1001  1108   997  1116 0.83 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13164at5820          -            130   4.8e-06   25.2   0.0   1   3   0.00018      0.06   11.9   0.0    34    91    95   152    86   159 0.90 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13164at5820          -            130   4.8e-06   25.2   0.0   2   3    0.0015      0.51    8.9   0.0    21    91   181   251   170   263 0.83 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13164at5820          -            130   4.8e-06   25.2   0.0   3   3       1.1   3.8e+02   -0.4   0.0    66    92   411   437   389   449 0.81 -
GCA_003402215.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13164at5820          -            130   1.2e-05   23.9   0.1   1   1   4.2e-08   1.4e-05   23.7   0.1    29   105    16    90     4   104 0.86 -
