#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8914at5820           -            281  5.6e-183  604.8   7.0   1   1  8.3e-186  6.3e-183  604.6   7.0     1   281     8   298     8   298 0.98 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8914at5820           -            281   3.3e-18   64.2   4.6   1   3    0.0014       1.1    6.7   0.0     7    39    20    52    15    76 0.84 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8914at5820           -            281   3.3e-18   64.2   4.6   2   3   5.9e-06    0.0045   14.5   0.0    44    99   206   261   187   271 0.85 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8914at5820           -            281   3.3e-18   64.2   4.6   3   3   4.3e-13   3.2e-10   38.0   3.5    99   278   289   485   275   488 0.69 -
GCA_003402215.1|PVP01_0707300|PVP01_0707300.1|unknown -            501 8914at5820           -            281   3.4e-18   64.2   6.8   1   3   8.7e-05     0.066   10.7   0.0    10    52    74   116    66   124 0.82 -
GCA_003402215.1|PVP01_0707300|PVP01_0707300.1|unknown -            501 8914at5820           -            281   3.4e-18   64.2   6.8   2   3   1.6e-14   1.2e-11   42.7   1.6    96   193   185   280   168   290 0.89 -
GCA_003402215.1|PVP01_0707300|PVP01_0707300.1|unknown -            501 8914at5820           -            281   3.4e-18   64.2   6.8   3   3   3.2e-05     0.024   12.1   0.0   195   272   397   482   387   491 0.69 -
GCA_003402215.1|PVP01_0804500|PVP01_0804500.1|unknown -            341 8914at5820           -            281   3.2e-12   44.5   3.6   1   2   7.1e-14   5.4e-11   40.5   0.8     2   176    18   193    17   213 0.80 -
GCA_003402215.1|PVP01_0804500|PVP01_0804500.1|unknown -            341 8914at5820           -            281   3.2e-12   44.5   3.6   2   2    0.0059       4.5    4.7   0.1    93   168   233   316   226   334 0.67 -
GCA_003402215.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 8914at5820           -            281   7.2e-08   30.3   3.0   1   1   1.3e-09     1e-06   26.5   3.0    57   252    86   294    26   315 0.74 -
GCA_003402215.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8914at5820           -            281   6.8e-06   23.8   4.3   1   3     0.015        11    3.4   0.0   105   135     4    34     1    53 0.69 -
GCA_003402215.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8914at5820           -            281   6.8e-06   23.8   4.3   2   3   7.9e-05      0.06   10.8   0.1   159   227    42   113    30   119 0.58 -
GCA_003402215.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8914at5820           -            281   6.8e-06   23.8   4.3   3   3   4.5e-05     0.034   11.7   0.4    48   141   119   213   113   250 0.67 -
GCA_003402215.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 8914at5820           -            281   2.5e-05   22.0   3.1   1   2   7.1e-06    0.0054   14.3   0.2   103   226    28   154    16   161 0.50 -
GCA_003402215.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 8914at5820           -            281   2.5e-05   22.0   3.1   2   2   0.00018      0.13    9.7   0.6    15   191   139   310   126   315 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8914at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8914at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8914at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:21:04 2026
# [ok]
