#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0103100|PVP01_0103100.1|unknown -            107 14652at5820          -             79   5.2e-41  137.0   8.7   1   1   3.5e-43   1.2e-40  135.8   8.7    10    79    38   107    14   107 0.97 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14652at5820          -             79   3.4e-10   38.3   9.2   1   2     9e-08   3.2e-05   22.3   0.6    10    76    20    86    14    89 0.87 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14652at5820          -             79   3.4e-10   38.3   9.2   2   2   1.2e-06   0.00041   18.8   2.5    22    73   101   161    87   167 0.68 -
GCA_003402215.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 14652at5820          -             79   1.6e-08   32.9   9.5   1   2   5.9e-07   0.00021   19.7   0.1    10    75     3    72     1    76 0.87 -
GCA_003402215.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 14652at5820          -             79   1.6e-08   32.9   9.5   2   2   5.9e-05     0.021   13.3   5.1    11    73    76   143    69   146 0.76 -
GCA_003402215.1|PVP01_0909400|PVP01_0909400.1|unknown -            344 14652at5820          -             79   2.3e-06   26.0  18.2   1   4   0.00013     0.045   12.3   1.1    16    71    60   119    57   127 0.87 -
GCA_003402215.1|PVP01_0909400|PVP01_0909400.1|unknown -            344 14652at5820          -             79   2.3e-06   26.0  18.2   2   4     0.053        19    3.8   0.2    19    72    99   160    98   167 0.63 -
GCA_003402215.1|PVP01_0909400|PVP01_0909400.1|unknown -            344 14652at5820          -             79   2.3e-06   26.0  18.2   3   4     0.011         4    6.0   1.0    12    40   167   197   163   204 0.72 -
GCA_003402215.1|PVP01_0909400|PVP01_0909400.1|unknown -            344 14652at5820          -             79   2.3e-06   26.0  18.2   4   4   2.5e-06   0.00088   17.7   0.9    17    43   211   237   200   244 0.81 -
GCA_003402215.1|PVP01_0615900|PVP01_0615900.1|unknown -            236 14652at5820          -             79   3.5e-06   25.4   6.7   1   2   2.5e-07   8.9e-05   20.9   0.2     9    46     2    39     1    53 0.91 -
GCA_003402215.1|PVP01_0615900|PVP01_0615900.1|unknown -            236 14652at5820          -             79   3.5e-06   25.4   6.7   2   2    0.0049       1.7    7.2   1.1    17    47   169   199   151   219 0.83 -
