#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5643at5820           -            472  2.5e-283  938.1   9.6   1   1  1.2e-285  3.3e-283  937.7   9.6     1   472     1   497     1   497 0.96 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.1e-21   75.4   5.5   1   4       2.1     6e+02   -2.9   5.3    96   185    54   145    42   207 0.70 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.1e-21   75.4   5.5   2   4   5.2e-08   1.4e-05   22.2   0.0   342   396   296   353   281   355 0.89 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.1e-21   75.4   5.5   3   4   5.1e-10   1.4e-07   28.9   0.0   228   319   352   440   352   444 0.90 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5643at5820           -            472   1.1e-21   75.4   5.5   4   4   1.1e-13     3e-11   41.0   1.4   237   362   403   529   398   573 0.78 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472     2e-20   71.2  13.3   1   4   1.6e-11   4.3e-09   33.8   0.1   360   454   113   215    89   224 0.81 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472     2e-20   71.2  13.3   2   4   3.1e-10   8.7e-08   29.6   2.1   214   394   341   523   337   534 0.76 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472     2e-20   71.2  13.3   3   4    0.0022      0.63    6.9   0.1   370   396   541   567   525   576 0.82 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5643at5820           -            472     2e-20   71.2  13.3   4   4    0.0031      0.87    6.5   0.1   364   394   626   659   613   660 0.79 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   3.3e-19   67.2  10.3   1   3   5.2e-11   1.5e-08   32.1   1.2   269   410    20   162    15   168 0.79 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 5643at5820           -            472   3.3e-19   67.2  10.3   2   3   1.3e-07   3.7e-05   20.9   0.5   329   396   164   234   153   245 0.83 -
