#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1207800|PVP01_1207800.1|unknown -            363 7201at5820           -            178  2.4e-104  344.6   9.0   1   1  1.9e-106  1.3e-103  342.2   9.0     1   178    88   289    88   289 0.93 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   6.1e-08   30.6   0.6   1   3   0.00096      0.64    7.7   0.0    22    60   151   189   135   199 0.84 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   6.1e-08   30.6   0.6   2   3   8.4e-07   0.00056   17.7   0.2     2    98   227   330   226   374 0.77 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 7201at5820           -            178   6.1e-08   30.6   0.6   3   3      0.15        99    0.6   0.0    21    73   393   446   378   447 0.79 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 7201at5820           -            178   6.2e-06   24.1   1.1   1   4     0.012       8.2    4.1   0.0    22    56   291   324   281   329 0.70 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 7201at5820           -            178   6.2e-06   24.1   1.1   2   4     2e-06    0.0014   16.4   0.4     2    62   315   373   314   384 0.84 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 7201at5820           -            178   6.2e-06   24.1   1.1   3   4      0.72   4.8e+02   -1.6   0.0    36    58   389   411   381   436 0.80 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 7201at5820           -            178   6.2e-06   24.1   1.1   4   4     0.023        15    3.3   0.0    34    58   438   462   400   497 0.80 -
GCA_003402215.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 7201at5820           -            178   0.00014   19.7   6.2   1   2   3.2e-05     0.021   12.6   1.1     1    68    38   106    38   137 0.66 -
GCA_003402215.1|PVP01_1007500|PVP01_1007500.1|unknown -            329 7201at5820           -            178   0.00014   19.7   6.2   2   2   0.00037      0.25    9.1   0.2   114   142   199   227   108   243 0.63 -
GCA_003402215.1|PVP01_1119000|PVP01_1119000.1|unknown -            512 7201at5820           -            178   0.00048   17.9   5.5   1   4     0.024        16    3.2   0.1   119   141   198   220   130   235 0.89 -
GCA_003402215.1|PVP01_1119000|PVP01_1119000.1|unknown -            512 7201at5820           -            178   0.00048   17.9   5.5   2   4   0.00039      0.26    9.0   1.0    37   101   360   426   305   439 0.68 -
GCA_003402215.1|PVP01_1119000|PVP01_1119000.1|unknown -            512 7201at5820           -            178   0.00048   17.9   5.5   3   4   0.00037      0.24    9.1   0.1    30    82   393   445   386   455 0.78 -
GCA_003402215.1|PVP01_1119000|PVP01_1119000.1|unknown -            512 7201at5820           -            178   0.00048   17.9   5.5   4   4    0.0084       5.6    4.7   0.0    35    61   447   473   428   485 0.77 -
GCA_003402215.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 7201at5820           -            178   0.00058   17.7   0.3   1   2       3.5   2.4e+03   -3.9   0.0    79    89   167   177   163   179 0.79 -
GCA_003402215.1|PVP01_1141000|PVP01_1141000.1|unknown -            361 7201at5820           -            178   0.00058   17.7   0.3   2   2     2e-06    0.0013   16.5   0.1    33   135   199   309   189   319 0.79 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7201at5820           -            178    0.0025   15.6   0.5   1   2   1.6e-05     0.011   13.5   0.1     4    60   103   155   100   170 0.85 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7201at5820           -            178    0.0025   15.6   0.5   2   2      0.74   4.9e+02   -1.7   0.0     4    47   276   316   264   320 0.64 -
GCA_003402215.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 7201at5820           -            178    0.0026   15.5   0.2   1   2   6.1e-05     0.041   11.6   0.1     4    80   271   353   268   361 0.71 -
GCA_003402215.1|PVP01_1439900|PVP01_1439900.1|unknown -            430 7201at5820           -            178    0.0026   15.5   0.2   2   2    0.0046         3    5.5   0.0     8    55   319   365   318   382 0.88 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7201at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7201at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:17:38 2026
# [ok]
