#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1301300|PVP01_1301300.1|unknown -            870 3504at5820           -            686         0 1281.6  72.4   1   1         0         0 1277.0  72.4    17   686   140   870   122   870 0.93 -
GCA_003402215.1|PVP01_1029600|PVP01_1029600.1|unknown -            756 3504at5820           -            686   3.5e-29   99.9  10.9   1   3    0.0059       1.1    5.8   0.0    69    97   200   228   169   233 0.83 -
GCA_003402215.1|PVP01_1029600|PVP01_1029600.1|unknown -            756 3504at5820           -            686   3.5e-29   99.9  10.9   2   3      0.56     1e+02   -0.7   0.2   195   266   332   403   325   413 0.73 -
GCA_003402215.1|PVP01_1029600|PVP01_1029600.1|unknown -            756 3504at5820           -            686   3.5e-29   99.9  10.9   3   3   6.8e-30   1.2e-27   94.8   5.8   349   581   433   670   384   682 0.84 -
GCA_003402215.1|PVP01_1005900|PVP01_1005900.1|unknown -            667 3504at5820           -            686   2.8e-24   83.7   0.8   1   2      0.11        21    1.6   0.0    70   100   257   287   227   290 0.78 -
GCA_003402215.1|PVP01_1005900|PVP01_1005900.1|unknown -            667 3504at5820           -            686   2.8e-24   83.7   0.8   2   2   2.8e-25   5.2e-23   79.6   0.2   329   457   446   576   440   586 0.88 -
GCA_003402215.1|PVP01_1238100|PVP01_1238100.1|unknown -            398 3504at5820           -            686   2.7e-21   73.9   1.1   1   2     0.031       5.6    3.4   0.0    76   130    68   120    43   158 0.78 -
GCA_003402215.1|PVP01_1238100|PVP01_1238100.1|unknown -            398 3504at5820           -            686   2.7e-21   73.9   1.1   2   2   3.9e-22   7.2e-20   69.2   0.2   349   470   260   384   238   391 0.86 -
GCA_003402215.1|PVP01_1445300|PVP01_1445300.1|unknown -            723 3504at5820           -            686   5.9e-21   72.8   0.5   1   2     0.025       4.6    3.7   0.0    31    96   287   348   255   354 0.74 -
GCA_003402215.1|PVP01_1445300|PVP01_1445300.1|unknown -            723 3504at5820           -            686   5.9e-21   72.8   0.5   2   2     2e-21   3.7e-19   66.8   0.3   328   459   558   688   547   696 0.88 -
GCA_003402215.1|PVP01_1261100|PVP01_1261100.1|unknown -            528 3504at5820           -            686   1.8e-20   71.2   0.1   1   2     0.099        18    1.7   0.0    69    95   151   177   146   204 0.81 -
GCA_003402215.1|PVP01_1261100|PVP01_1261100.1|unknown -            528 3504at5820           -            686   1.8e-20   71.2   0.1   2   2   1.8e-21   3.4e-19   67.0   0.1   336   471   348   481   331   500 0.82 -
GCA_003402215.1|PVP01_1025300|PVP01_1025300.1|unknown -           1478 3504at5820           -            686   2.3e-20   70.8   4.1   1   2   0.00014     0.025   11.2   0.0    69    96   746   773   726   816 0.76 -
