#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0614900|PVP01_0614900.1|unknown -            441 5959at5820           -            374  3.2e-225  745.1  16.3   1   1    7e-228  7.5e-225  743.9  16.3     1   365     1   401     1   406 0.94 -
GCA_003402215.1|PVP01_1236200|PVP01_1236200.1|unknown -            443 5959at5820           -            374   2.2e-11   41.4   0.2   1   1   3.1e-14   3.3e-11   40.8   0.2   308   367   347   406   337   411 0.90 -
GCA_003402215.1|PVP01_1116700|PVP01_1116700.1|unknown -            998 5959at5820           -            374   5.1e-05   20.5   3.9   1   3     0.031        33    1.3   0.8   132   174    82   123    67   144 0.76 -
GCA_003402215.1|PVP01_1116700|PVP01_1116700.1|unknown -            998 5959at5820           -            374   5.1e-05   20.5   3.9   2   3     0.046        49    0.8   0.0   237   299   748   811   709   825 0.71 -
GCA_003402215.1|PVP01_1116700|PVP01_1116700.1|unknown -            998 5959at5820           -            374   5.1e-05   20.5   3.9   3   3   7.5e-07   0.00079   16.5   0.0   309   358   882   931   870   942 0.83 -
GCA_003402215.1|PVP01_1217300|PVP01_1217300.1|unknown -            639 5959at5820           -            374    0.0014   15.7   4.2   1   1     2e-06    0.0021   15.1   4.2   135   249   444   558   405   577 0.77 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 5959at5820           -            374     0.017   12.2  10.1   1   4      0.11   1.2e+02   -0.5   0.3   137   188   476   527   446   548 0.66 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 5959at5820           -            374     0.017   12.2  10.1   2   4         1   1.1e+03   -3.6   0.0    59   113   675   730   666   737 0.60 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 5959at5820           -            374     0.017   12.2  10.1   3   4   0.00043      0.46    7.5   0.1   234   297   918   983   905   987 0.76 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 5959at5820           -            374     0.017   12.2  10.1   4   4   0.00013      0.14    9.2   0.5   307   356  1057  1106  1046  1124 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5959at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5959at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5959at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:16:18 2026
# [ok]
