#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 12097at5820          -            172   4.4e-99  327.7   3.7   1   1  2.2e-101   8.5e-99  326.8   3.7     1   172     1   190     1   190 0.95 -
GCA_003402215.1|PVP01_1407800|PVP01_1407800.1|unknown -            502 12097at5820          -            172     1e-34  118.1   7.1   1   2   3.6e-25   1.4e-22   78.7   2.3     5   108   219   323   215   394 0.87 -
GCA_003402215.1|PVP01_1407800|PVP01_1407800.1|unknown -            502 12097at5820          -            172     1e-34  118.1   7.1   2   2   6.9e-14   2.6e-11   42.0   0.2   107   171   430   498   422   499 0.84 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 12097at5820          -            172   1.4e-12   46.1   0.6   1   3     0.017       6.4    4.9   0.0    25   121   103   201    83   205 0.71 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 12097at5820          -            172   1.4e-12   46.1   0.6   2   3     2e-06   0.00075   17.7   0.0    31   105   204   285   200   320 0.79 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 12097at5820          -            172   1.4e-12   46.1   0.6   3   3   2.5e-07   9.5e-05   20.6   0.0    30    95   388   457   367   469 0.82 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 12097at5820          -            172   5.4e-12   44.2  23.6   1   5       1.4   5.2e+02   -1.3   0.1    71   103    16    50     3    68 0.57 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 12097at5820          -            172   5.4e-12   44.2  23.6   2   5    0.0018      0.68    8.0   0.5    94   142    69   118    21   121 0.81 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 12097at5820          -            172   5.4e-12   44.2  23.6   3   5   1.1e-09   4.2e-07   28.3   2.6    12   139    85   213    75   219 0.81 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 12097at5820          -            172   5.4e-12   44.2  23.6   4   5   3.9e-05     0.015   13.5   5.8    33    95   200   268   198   316 0.76 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 12097at5820          -            172   5.4e-12   44.2  23.6   5   5   1.1e-07     4e-05   21.8   0.3    29    96   410   481   397   498 0.82 -
