#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0511800|PVP01_0511800.1|unknown -            198 11785at5820          -            171  4.4e-108  356.9  11.0   1   1    1e-110    5e-108  356.7  11.0     1   171    12   185    12   185 0.99 -
GCA_003402215.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   4.9e-27   93.1  36.4   1   4   5.7e-13   2.7e-10   38.6   8.8    39   132    16   108     6   109 0.92 -
GCA_003402215.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   4.9e-27   93.1  36.4   2   4   1.2e-10   5.8e-08   31.0   1.0    85   132   105   152   103   152 0.94 -
GCA_003402215.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   4.9e-27   93.1  36.4   3   4   7.9e-06    0.0038   15.4   0.9    85   141   149   203   147   210 0.89 -
GCA_003402215.1|PVP01_0617900|PVP01_0617900.1|unknown -            317 11785at5820          -            171   4.9e-27   93.1  36.4   4   4     1e-09   4.9e-07   28.0   6.3    84   167   216   298   206   302 0.88 -
GCA_003402215.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-13   46.8   6.8   1   3   1.1e-08   5.2e-06   24.7   0.2    83   125    56    98    37   105 0.90 -
GCA_003402215.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-13   46.8   6.8   2   3     9e-09   4.3e-06   24.9   0.4    85   142   101   158    98   170 0.90 -
GCA_003402215.1|PVP01_1024800|PVP01_1024800.1|unknown -            365 11785at5820          -            171   8.4e-13   46.8   6.8   3   3       1.5   7.1e+02   -1.8   0.0    82   131   268   276   246   313 0.54 -
GCA_003402215.1|PVP01_1238500|PVP01_1238500.1|unknown -            250 11785at5820          -            171   4.1e-12   44.5   8.9   1   1   1.3e-14   6.4e-12   43.9   8.4    40   170    95   228    74   229 0.86 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 11785at5820          -            171   3.1e-10   38.4  28.4   1   3   9.5e-08   4.6e-05   21.6  14.5    24   132    22   128     3   129 0.82 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 11785at5820          -            171   3.1e-10   38.4  28.4   2   3   2.4e-06    0.0011   17.1   0.6    84   120   124   160   120   166 0.92 -
GCA_003402215.1|PVP01_1254900|PVP01_1254900.1|unknown -            367 11785at5820          -            171   3.1e-10   38.4  28.4   3   3   0.00013     0.064   11.4   1.0    39   110   169   240   162   256 0.86 -
GCA_003402215.1|PVP01_1446300|PVP01_1446300.1|unknown -            444 11785at5820          -            171   3.3e-07   28.6  15.9   1   3   8.3e-09     4e-06   25.0   5.5    59   131    19    91    15    96 0.91 -
GCA_003402215.1|PVP01_1446300|PVP01_1446300.1|unknown -            444 11785at5820          -            171   3.3e-07   28.6  15.9   2   3   1.2e-05    0.0057   14.8   2.3    90   168    72   150    70   153 0.74 -
GCA_003402215.1|PVP01_1446300|PVP01_1446300.1|unknown -            444 11785at5820          -            171   3.3e-07   28.6  15.9   3   3       1.4   6.8e+02   -1.7   0.1   149   166   276   293   267   296 0.86 -
GCA_003402215.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 11785at5820          -            171   4.2e-07   28.3  21.1   1   2   2.5e-05     0.012   13.7   9.0    22   119   110   207    94   214 0.81 -
GCA_003402215.1|PVP01_0947100|PVP01_0947100.1|unknown -            340 11785at5820          -            171   4.2e-07   28.3  21.1   2   2   2.6e-07   0.00013   20.2   4.2    39   124   215   305   206   327 0.78 -
GCA_003402215.1|PVP01_1207000|PVP01_1207000.1|unknown -            250 11785at5820          -            171   4.8e-07   28.1  14.0   1   2   4.5e-09   2.2e-06   25.9   8.9    42   133    29   119    12   151 0.79 -
GCA_003402215.1|PVP01_1207000|PVP01_1207000.1|unknown -            250 11785at5820          -            171   4.8e-07   28.1  14.0   2   2      0.01         5    5.2   1.0    85   117   142   176   120   202 0.60 -
GCA_003402215.1|PVP01_1317100|PVP01_1317100.1|unknown -           1511 11785at5820          -            171   5.8e-06   24.5   6.7   1   2   0.00054      0.26    9.4   2.6    82   132    48    98    12   105 0.78 -
GCA_003402215.1|PVP01_1317100|PVP01_1317100.1|unknown -           1511 11785at5820          -            171   5.8e-06   24.5   6.7   2   2   5.8e-07   0.00028   19.0   0.7    36   168    91   225    89   228 0.79 -
GCA_003402215.1|PVP01_1321400|PVP01_1321400.1|unknown -            286 11785at5820          -            171   0.00023   19.3   0.9   1   1   1.1e-06   0.00051   18.2   0.9    56   166    53   163    27   167 0.77 -
GCA_003402215.1|PVP01_1102300|PVP01_1102300.1|unknown -            176 11785at5820          -            171   0.00026   19.2   7.6   1   1   6.8e-06    0.0033   15.6   5.7    81   159    39   114    19   122 0.66 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11785at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11785at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11785at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:54:44 2026
# [ok]
