#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1255900|PVP01_1255900.1|unknown -            832 2097at5820           -            830         0 2007.8   4.5   1   1         0         0 2007.6   4.5     1   830     1   832     1   832 1.00 -
GCA_003402215.1|PVP01_0803600|PVP01_0803600.1|unknown -           1280 2097at5820           -            830   3.3e-89  297.8   9.9   1   3    0.0023       1.3    4.7   0.0     4    40   174   210   172   218 0.88 -
GCA_003402215.1|PVP01_0803600|PVP01_0803600.1|unknown -           1280 2097at5820           -            830   3.3e-89  297.8   9.9   2   3   7.1e-63   4.2e-60  201.5   4.1    54   474   279   726   265   756 0.88 -
GCA_003402215.1|PVP01_0803600|PVP01_0803600.1|unknown -           1280 2097at5820           -            830   3.3e-89  297.8   9.9   3   3   3.9e-30   2.3e-27   93.2   0.1   475   596   804   925   793   942 0.93 -
GCA_003402215.1|PVP01_1206500|PVP01_1206500.1|unknown -           1426 2097at5820           -            830   3.7e-78  261.2  15.3   1   4   1.1e-18   6.7e-16   55.3   0.2    12    77     6    71     1    81 0.91 -
GCA_003402215.1|PVP01_1206500|PVP01_1206500.1|unknown -           1426 2097at5820           -            830   3.7e-78  261.2  15.3   2   4   3.8e-37   2.3e-34  116.4   3.3    88   378   199   524   184   563 0.77 -
GCA_003402215.1|PVP01_1206500|PVP01_1206500.1|unknown -           1426 2097at5820           -            830   3.7e-78  261.2  15.3   3   4   3.4e-13     2e-10   37.2   0.3   454   573   732   852   718   866 0.85 -
GCA_003402215.1|PVP01_1206500|PVP01_1206500.1|unknown -           1426 2097at5820           -            830   3.7e-78  261.2  15.3   4   4   1.4e-19   8.2e-17   58.3   0.0   661   804  1236  1379  1227  1393 0.94 -
GCA_003402215.1|PVP01_1146500|PVP01_1146500.1|unknown -            930 2097at5820           -            830   2.8e-35  119.4   4.4   1   4   4.7e-26   2.8e-23   79.7   0.8    18   181    98   261    87   289 0.84 -
GCA_003402215.1|PVP01_1146500|PVP01_1146500.1|unknown -            930 2097at5820           -            830   2.8e-35  119.4   4.4   2   4      0.91   5.4e+02   -3.9   0.0   322   345   363   387   355   392 0.78 -
GCA_003402215.1|PVP01_1146500|PVP01_1146500.1|unknown -            930 2097at5820           -            830   2.8e-35  119.4   4.4   3   4   1.4e-10     8e-08   28.6   0.0   421   560   521   658   496   689 0.81 -
GCA_003402215.1|PVP01_1146500|PVP01_1146500.1|unknown -            930 2097at5820           -            830   2.8e-35  119.4   4.4   4   4   3.9e-05     0.023   10.5   0.0   662   781   779   895   748   908 0.75 -
GCA_003402215.1|PVP01_1453500|PVP01_1453500.1|unknown -           1149 2097at5820           -            830   1.2e-22   77.6   1.2   1   2   1.4e-19     8e-17   58.3   0.0    18   207    24   203    15   215 0.83 -
GCA_003402215.1|PVP01_1453500|PVP01_1453500.1|unknown -           1149 2097at5820           -            830   1.2e-22   77.6   1.2   2   2   3.5e-07   0.00021   17.3   1.0   477   564   691   785   680   791 0.78 -
GCA_003402215.1|PVP01_1424700|PVP01_1424700.1|unknown -            778 2097at5820           -            830   4.6e-20   69.1   0.1   1   2   1.3e-21   7.4e-19   65.1   0.1    12   172   103   252    93   260 0.84 -
GCA_003402215.1|PVP01_1424700|PVP01_1424700.1|unknown -            778 2097at5820           -            830   4.6e-20   69.1   0.1   2   2      0.02        12    1.6   0.0   710   780   567   636   535   658 0.80 -
GCA_003402215.1|PVP01_0710200|PVP01_0710200.1|unknown -            894 2097at5820           -            830   1.1e-19   67.9   0.3   1   2   8.9e-21   5.3e-18   62.3   0.1    17   171   189   333   185   357 0.89 -
GCA_003402215.1|PVP01_0710200|PVP01_0710200.1|unknown -            894 2097at5820           -            830   1.1e-19   67.9   0.3   2   2     0.005       2.9    3.5   0.0   466   558   516   612   459   619 0.79 -
GCA_003402215.1|PVP01_1223900|PVP01_1223900.1|unknown -            456 2097at5820           -            830     1e-10   38.2   0.2   1   2   1.1e-12   6.2e-10   35.5   0.1    13   155    66   200    61   223 0.77 -
GCA_003402215.1|PVP01_1223900|PVP01_1223900.1|unknown -            456 2097at5820           -            830     1e-10   38.2   0.2   2   2     0.054        32    0.1   0.0   365   409   271   314   256   337 0.84 -
GCA_003402215.1|PVP01_1114900|PVP01_1114900.1|unknown -            443 2097at5820           -            830   1.6e-05   21.0   0.1   1   1     4e-08   2.4e-05   20.4   0.1    13   156     1   158     1   203 0.62 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2097at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2097at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2097at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:04:49 2026
# [ok]
