#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0614000|PVP01_0614000.1|unknown -            371 8597at5820           -            287  3.8e-135  447.8   8.1   1   1    5e-138  5.3e-135  447.3   8.1     1   280     1   311     1   317 0.91 -
GCA_003402215.1|PVP01_0803400|PVP01_0803400.1|unknown -            286 8597at5820           -            287   0.00013   19.4  29.9   1   1   2.8e-07   0.00029   18.2  29.9    24   217    39   237    25   255 0.70 -
GCA_003402215.1|PVP01_0510800|PVP01_0510800.1|unknown -            640 8597at5820           -            287     0.015   12.6  32.0   1   3   0.00054      0.58    7.4   9.8    24    89    46   121    28   126 0.77 -
GCA_003402215.1|PVP01_0510800|PVP01_0510800.1|unknown -            640 8597at5820           -            287     0.015   12.6  32.0   2   3   0.00021      0.22    8.8  12.6    53   110   123   176   118   196 0.80 -
GCA_003402215.1|PVP01_0510800|PVP01_0510800.1|unknown -            640 8597at5820           -            287     0.015   12.6  32.0   3   3     0.021        22    2.2   0.1    46    67   196   218   181   224 0.76 -
GCA_003402215.1|PVP01_1008000|PVP01_1008000.1|unknown -            301 8597at5820           -            287      0.19    9.0  39.3   1   2   7.1e-06    0.0075   13.6  26.6    37   121    36   122     5   130 0.79 -
GCA_003402215.1|PVP01_1008000|PVP01_1008000.1|unknown -            301 8597at5820           -            287      0.19    9.0  39.3   2   2     0.035        38    1.5   3.6    43    80   138   175   127   187 0.88 -
GCA_003402215.1|PVP01_1439700|PVP01_1439700.1|unknown -            560 8597at5820           -            287       7.6    3.7  37.3   1   2      0.48   5.1e+02   -2.3  17.2    39   119   125   208   114   224 0.72 -
GCA_003402215.1|PVP01_1439700|PVP01_1439700.1|unknown -            560 8597at5820           -            287       7.6    3.7  37.3   2   2   0.00025      0.27    8.5  13.4    54    97   236   279   215   282 0.86 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8597at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8597at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8597at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:19:34 2026
# [ok]
