#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0934800|PVP01_0934800.1|unknown -            663 3972at5820           -            595         0 1344.1  20.0   1   1         0         0 1343.9  20.0     1   592    35   643    35   646 0.98 -
GCA_003402215.1|PVP01_0716300|PVP01_0716300.1|unknown -            694 3972at5820           -            595  2.3e-185  615.4  18.8   1   1  2.8e-188  2.9e-185  615.0  18.8     6   581    27   608    23   620 0.92 -
GCA_003402215.1|PVP01_0515400|PVP01_0515400.1|unknown -            682 3972at5820           -            595  7.9e-181  600.4   8.7   1   1  8.9e-184  9.5e-181  600.2   8.7     9   587    17   606    10   614 0.91 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3972at5820           -            595   9.5e-25   85.0   7.2   1   3   8.9e-28   9.5e-25   85.0   7.2     9   380     3   413     1   424 0.75 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3972at5820           -            595   9.5e-25   85.0   7.2   2   3     0.011        11    2.1   0.1   513   560   636   685   619   703 0.76 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3972at5820           -            595   9.5e-25   85.0   7.2   3   3         5   5.3e+03  -11.1  10.4   495   553   802   857   790   882 0.46 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3972at5820           -            595   6.5e-19   65.7   2.4   1   3      0.22   2.4e+02   -2.2   0.1     8    91    25   108    22   115 0.77 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3972at5820           -            595   6.5e-19   65.7   2.4   2   3   6.1e-22   6.5e-19   65.7   2.4   116   391   165   461   117   476 0.79 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3972at5820           -            595   6.5e-19   65.7   2.4   3   3      0.71   7.6e+02   -3.9   1.0   519   548   663   692   621   706 0.58 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3972at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3972at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3972at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:09:50 2026
# [ok]
