#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 5740at5820           -            398  5.9e-191  633.0  45.9   1   1  1.4e-193  9.1e-191  632.4  45.9    10   380    24   414    21   424 0.94 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 5740at5820           -            398   1.6e-59  200.3  69.8   1   3   8.3e-24   5.5e-21   73.3  12.6    67   194   232   357   208   358 0.90 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 5740at5820           -            398   1.6e-59  200.3  69.8   2   3   1.5e-26     1e-23   82.3  23.8    71   266   301   496   301   506 0.89 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 5740at5820           -            398   1.6e-59  200.3  69.8   3   3   8.8e-24   5.9e-21   73.2  17.5    67   253   357   548   355   558 0.84 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 5740at5820           -            398   1.2e-50  171.0  53.8   1   2     2e-32   1.3e-29  101.7  33.5    60   269   198   409   190   411 0.87 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 5740at5820           -            398   1.2e-50  171.0  53.8   2   2     3e-26     2e-23   81.3  12.5   203   317   404   518   402   527 0.92 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 5740at5820           -            398   1.8e-45  153.9  24.0   1   2   4.1e-34   2.7e-31  107.3  16.9    68   272    32   231    26   238 0.92 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 5740at5820           -            398   1.8e-45  153.9  24.0   2   2   3.9e-17   2.6e-14   51.4   0.6   212   313   237   340   234   348 0.87 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 5740at5820           -            398   5.1e-41  139.3  32.2   1   3       1.2   7.7e+02   -2.9   0.1   103   149   100   149    97   155 0.58 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 5740at5820           -            398   5.1e-41  139.3  32.2   2   3   7.1e-39   4.7e-36  122.9  21.1    60   334   219   502   188   505 0.86 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 5740at5820           -            398   5.1e-41  139.3  32.2   3   3   8.3e-11   5.5e-08   30.5   3.3   257   315   487   548   486   560 0.85 -
GCA_003402215.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 5740at5820           -            398   5.1e-21   73.4  12.2   1   1   1.1e-23   7.3e-21   72.9  12.2   133   266    95   230    86   236 0.90 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 5740at5820           -            398   2.7e-17   61.2   4.2   1   2     3e-13     2e-10   38.6   0.5    57   128   116   188    99   194 0.88 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 5740at5820           -            398   2.7e-17   61.2   4.2   2   2   9.4e-09   6.3e-06   23.7   0.2    76   125   197   246   191   248 0.95 -
GCA_003402215.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 5740at5820           -            398   4.3e-10   37.5   7.1   1   2      0.49   3.2e+02   -1.7   0.0   306   328    21    43    17    63 0.66 -
GCA_003402215.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 5740at5820           -            398   4.3e-10   37.5   7.1   2   2   6.5e-13   4.3e-10   37.5   7.1    50   149    73   176    56   180 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5740at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5740at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5740at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:02 2026
# [ok]
