#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 10996at5820          -            217  4.8e-124  410.5  17.4   1   1  3.4e-126  2.2e-123  408.3  17.4     1   217    15   249    15   249 0.95 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   1   6   0.00076       0.5    8.3   0.3   129   146   203   220   186   224 0.86 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   2   6   2.1e-10   1.4e-07   29.8  10.4    66   146   207   283   202   289 0.90 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   3   6   2.7e-12   1.8e-09   36.0   4.5    88   146   291   349   284   354 0.88 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   4   6   4.7e-10   3.1e-07   28.6   2.7    89   148   353   412   349   415 0.89 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   5   6     1e-09   6.8e-07   27.5   5.9    89   148   414   474   411   488 0.88 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 10996at5820          -            217   1.3e-33  114.9  52.8   6   6   1.2e-05    0.0081   14.2   1.0    96   132   482   516   474   524 0.83 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   2.5e-32  110.7  35.7   1   4   7.8e-10   5.2e-07   27.9   5.3    65   146    32   107    26   109 0.79 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   2.5e-32  110.7  35.7   2   4   1.3e-14   8.8e-12   43.5  11.7    87   189   109   212   107   225 0.80 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   2.5e-32  110.7  35.7   3   4   1.4e-05    0.0093   14.0   0.7    87   146   170   229   168   241 0.86 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 10996at5820          -            217   2.5e-32  110.7  35.7   4   4   3.4e-16   2.3e-13   48.7   6.4    65   187   215   338   211   344 0.89 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 10996at5820          -            217     2e-30  104.5  50.5   1   4   1.5e-10   9.6e-08   30.3   5.7    62   136    79   150    28   156 0.83 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 10996at5820          -            217     2e-30  104.5  50.5   2   4   2.2e-21   1.5e-18   65.7  18.0    67   198   156   286   151   289 0.85 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 10996at5820          -            217     2e-30  104.5  50.5   3   4   0.00041      0.28    9.2   9.1   101   147   304   353   277   363 0.83 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 10996at5820          -            217     2e-30  104.5  50.5   4   4     8e-05     0.053   11.5   0.4    83   131   365   413   354   422 0.80 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 10996at5820          -            217   1.4e-25   88.6  41.0   1   4   8.5e-10   5.6e-07   27.8   2.1   131   189   232   291   205   294 0.88 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 10996at5820          -            217   1.4e-25   88.6  41.0   2   4   1.9e-10   1.2e-07   29.9   7.6   111   190   272   355   268   358 0.88 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 10996at5820          -            217   1.4e-25   88.6  41.0   3   4   1.6e-12     1e-09   36.7  11.8    66   190   359   485   355   491 0.87 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 10996at5820          -            217   1.4e-25   88.6  41.0   4   4   1.2e-05    0.0077   14.3   1.1    67   128   489   546   486   549 0.87 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 10996at5820          -            217   3.9e-21   74.1  33.1   1   4   2.2e-13   1.5e-10   39.5   3.4    28   154   194   314   168   321 0.78 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 10996at5820          -            217   3.9e-21   74.1  33.1   2   4   7.1e-09   4.7e-06   24.8   6.9    69   174   295   399   293   413 0.78 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 10996at5820          -            217   3.9e-21   74.1  33.1   3   4   7.4e-08   4.9e-05   21.5   2.4    67   145   423   499   418   504 0.81 -
