#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1458200|PVP01_1458200.1|unknown -            472 5518at5820           -            411  6.8e-262  866.4  20.8   1   1  1.9e-264    8e-262  866.2  20.8     1   411    11   451    11   451 0.95 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   7.5e-16   56.0   9.2   1   3   7.5e-09   3.1e-06   24.3   1.7   210   288   284   363   277   369 0.91 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   7.5e-16   56.0   9.2   2   3   8.8e-11   3.6e-08   30.7   0.0   210   282   368   441   364   452 0.89 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 5518at5820           -            411   7.5e-16   56.0   9.2   3   3     0.014       5.8    3.7   0.3   119   218   488   590   463   593 0.74 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411   1.5e-14   51.7  11.3   1   3   4.7e-08   1.9e-05   21.7   0.1   206   301   121   216   102   229 0.79 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411   1.5e-14   51.7  11.3   2   3    0.0054       2.2    5.1   0.6   248   292   367   415   341   434 0.62 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5518at5820           -            411   1.5e-14   51.7  11.3   3   3   1.7e-10   6.8e-08   29.8   0.9   216   366   504   660   485   660 0.76 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5518at5820           -            411   1.9e-12   44.8  15.4   1   3     0.041        17    2.2   0.3   303   346   254   297   235   325 0.73 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5518at5820           -            411   1.9e-12   44.8  15.4   2   3   1.3e-06   0.00055   16.9   0.0   244   315   430   500   426   503 0.82 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 5518at5820           -            411   1.9e-12   44.8  15.4   3   3   3.1e-10   1.3e-07   28.9   7.9   187   291   502   608   500   637 0.82 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 5518at5820           -            411   1.3e-10   38.8   2.0   1   2     0.063        26    1.5   0.0   219   237   184   202   174   211 0.84 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 5518at5820           -            411   1.3e-10   38.8   2.0   2   2   4.1e-12   1.7e-09   35.1   1.3   206   317   292   404   276   463 0.79 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5518at5820           -            411   6.3e-10   36.5   8.5   1   2   1.2e-07   4.8e-05   20.4   3.9   242   365    64   186    26   190 0.60 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5518at5820           -            411   6.3e-10   36.5   8.5   2   2   3.4e-06    0.0014   15.6   0.1   210   322   203   318   193   322 0.78 -
