#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1206700|PVP01_1206700.1|unknown -            224 11318at5820          -            201  3.8e-112  371.1  14.5   1   1  1.1e-114  6.4e-112  370.4  14.5     1   195     1   216     1   221 0.93 -
GCA_003402215.1|PVP01_0208000|PVP01_0208000.1|unknown -            194 11318at5820          -            201   9.8e-10   36.7   0.0   1   2       1.1   6.7e+02   -1.9   0.0    10    33    14    37    10    41 0.80 -
GCA_003402215.1|PVP01_0208000|PVP01_0208000.1|unknown -            194 11318at5820          -            201   9.8e-10   36.7   0.0   2   2     4e-12   2.4e-09   35.5   0.0   100   180    79   165    57   179 0.84 -
GCA_003402215.1|PVP01_1449300|PVP01_1449300.1|unknown -            213 11318at5820          -            201   3.2e-07   28.5   0.0   1   1   7.9e-10   4.6e-07   28.0   0.0   100   196    79   181    61   185 0.77 -
GCA_003402215.1|PVP01_0413800|PVP01_0413800.1|unknown -            245 11318at5820          -            201   1.1e-06   26.8   7.3   1   1   2.1e-09   1.3e-06   26.6   7.3    92   200   113   229    10   230 0.80 -
GCA_003402215.1|PVP01_0945600|PVP01_0945600.1|unknown -            207 11318at5820          -            201   7.5e-06   24.1   0.7   1   2      0.19   1.1e+02    0.6   0.0     6    26    14    34    11    44 0.82 -
GCA_003402215.1|PVP01_0945600|PVP01_0945600.1|unknown -            207 11318at5820          -            201   7.5e-06   24.1   0.7   2   2     7e-08   4.2e-05   21.6   0.1   102   182    85   171    72   194 0.75 -
GCA_003402215.1|PVP01_1214100|PVP01_1214100.1|unknown -            229 11318at5820          -            201   0.00025   19.1   0.8   1   1   1.1e-06   0.00064   17.8   0.8    95   186    76   179    65   194 0.73 -
GCA_003402215.1|PVP01_0701600|PVP01_0701600.1|unknown -            206 11318at5820          -            201     0.006   14.6   1.1   1   2    0.0043       2.5    6.0   0.2     3    28     8    33     6    65 0.87 -
GCA_003402215.1|PVP01_0701600|PVP01_0701600.1|unknown -            206 11318at5820          -            201     0.006   14.6   1.1   2   2    0.0015       0.9    7.5   0.0   102   149    82   132    66   175 0.65 -
GCA_003402215.1|PVP01_1313700|PVP01_1313700.1|unknown -            499 11318at5820          -            201    0.0092   14.0   6.3   1   3   0.00041      0.24    9.3   0.0     3    29   104   130   103   175 0.92 -
GCA_003402215.1|PVP01_1313700|PVP01_1313700.1|unknown -            499 11318at5820          -            201    0.0092   14.0   6.3   2   3    0.0046       2.7    5.9   0.5   135   197   331   401   323   405 0.75 -
GCA_003402215.1|PVP01_1313700|PVP01_1313700.1|unknown -            499 11318at5820          -            201    0.0092   14.0   6.3   3   3      0.31   1.8e+02   -0.1   0.4    16    80   405   468   400   479 0.74 -
GCA_003402215.1|PVP01_0729700|PVP01_0729700.1|unknown -            877 11318at5820          -            201     0.028   12.4   0.1   1   4   4.7e-05     0.028   12.4   0.1     4    66   121   183   117   190 0.92 -
GCA_003402215.1|PVP01_0729700|PVP01_0729700.1|unknown -            877 11318at5820          -            201     0.028   12.4   0.1   2   4      0.85     5e+02   -1.5   0.1   114   156   413   456   343   464 0.65 -
GCA_003402215.1|PVP01_0729700|PVP01_0729700.1|unknown -            877 11318at5820          -            201     0.028   12.4   0.1   3   4     0.037        22    2.9   0.5    34   129   626   726   611   730 0.81 -
GCA_003402215.1|PVP01_0729700|PVP01_0729700.1|unknown -            877 11318at5820          -            201     0.028   12.4   0.1   4   4       2.6   1.5e+03   -3.1   0.2    34    85   792   847   776   852 0.48 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11318at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11318at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11318at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:59:54 2026
# [ok]
