#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 3836at5820           -            588         0 1317.5  16.6   1   1         0         0 1317.3  16.6     1   587     1   611     1   612 0.98 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   5.3e-12   43.2  10.6   1   3     0.014       7.2    3.1   0.1   115   133   210   228   189   241 0.84 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   5.3e-12   43.2  10.6   2   3   8.1e-06    0.0043   13.8   0.2   452   529   358   431   343   447 0.70 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 3836at5820           -            588   5.3e-12   43.2  10.6   3   3   1.1e-10   5.9e-08   29.9   2.4   373   527   606   762   579   771 0.67 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   5.8e-10   36.5  11.3   1   5      0.57     3e+02   -2.2   1.2    65   141   201   278   195   291 0.72 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   5.8e-10   36.5  11.3   2   5     0.024        13    2.3   0.0   366   397   408   439   326   466 0.78 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   5.8e-10   36.5  11.3   3   5   1.1e-07   5.7e-05   20.0   0.2   454   524   576   646   559   663 0.68 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   5.8e-10   36.5  11.3   4   5      0.67   3.5e+02   -2.4   0.0   372   391  1195  1214  1184  1239 0.76 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 3836at5820           -            588   5.8e-10   36.5  11.3   5   5   2.9e-07   0.00015   18.6   0.0   457   533  1356  1431  1344  1448 0.91 -
GCA_003402215.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 3836at5820           -            588   7.3e-08   29.6   1.4   1   1   2.3e-10   1.2e-07   28.8   1.3   348   529    12   202     6   229 0.69 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 3836at5820           -            588   4.7e-05   20.3   0.8   1   2      0.12        65   -0.0   0.0   367   391   564   588   536   631 0.81 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 3836at5820           -            588   4.7e-05   20.3   0.8   2   2   4.4e-07   0.00023   18.0   0.3   213   290   766   841   751   861 0.54 -
GCA_003402215.1|PVP01_0820500|PVP01_0820500.1|unknown -           2681 3836at5820           -            588   0.00023   18.0   0.0   1   1   6.6e-07   0.00035   17.4   0.0   368   397   830   859   806   866 0.85 -
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 3836at5820           -            588   0.00055   16.7   0.7   1   2    0.0045       2.4    4.7   0.0   370   391   131   152   118   170 0.86 -
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 3836at5820           -            588   0.00055   16.7   0.7   2   2   8.4e-05     0.045   10.4   0.1   195   281   228   315   219   337 0.79 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 3836at5820           -            588   0.00073   16.3  24.7   1   4    0.0079       4.2    3.9   0.3   336   400   177   242   164   287 0.79 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 3836at5820           -            588   0.00073   16.3  24.7   2   4   0.00084      0.44    7.1   6.5   191   282   472   563   445   576 0.72 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 3836at5820           -            588   0.00073   16.3  24.7   3   4   0.00017     0.092    9.4   0.1   102   142   846   885   826   893 0.72 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 3836at5820           -            588   0.00073   16.3  24.7   4   4    0.0018      0.98    6.0   1.7   441   535  1035  1132  1016  1171 0.64 -
GCA_003402215.1|PVP01_1322800|PVP01_1322800.1|unknown -            698 3836at5820           -            588    0.0013   15.6   0.5   1   1   7.2e-06    0.0038   14.0   0.4   115   269    76   239    53   248 0.62 -
GCA_003402215.1|PVP01_1417100|PVP01_1417100.1|unknown -            207 3836at5820           -            588    0.0043   13.8   0.8   1   1     1e-05    0.0055   13.5   0.8   298   383    22   109    15   133 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3836at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3836at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:09:07 2026
# [ok]
