#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0709300|PVP01_0709300.1|unknown -            446 6760at5820           -            323    2e-197  652.9  13.3   1   1  2.1e-200  3.7e-197  652.0  13.3    18   316    84   383    79   385 0.98 -
GCA_003402215.1|PVP01_0929300|PVP01_0929300.1|unknown -            580 6760at5820           -            323   2.3e-30  103.9  11.1   1   4   9.7e-12   1.7e-08   32.0   0.0    67   120   118   171   105   176 0.87 -
GCA_003402215.1|PVP01_0929300|PVP01_0929300.1|unknown -            580 6760at5820           -            323   2.3e-30  103.9  11.1   2   4   4.3e-25   7.7e-22   75.9   1.4   140   248   264   371   259   377 0.89 -
GCA_003402215.1|PVP01_0929300|PVP01_0929300.1|unknown -            580 6760at5820           -            323   2.3e-30  103.9  11.1   3   4      0.12   2.2e+02   -1.2   0.0    33    53   371   395   370   402 0.68 -
GCA_003402215.1|PVP01_0929300|PVP01_0929300.1|unknown -            580 6760at5820           -            323   2.3e-30  103.9  11.1   4   4      0.09   1.6e+02   -0.7   0.6    37    76   499   537   492   546 0.72 -
GCA_003402215.1|PVP01_0521500|PVP01_0521500.1|unknown -            374 6760at5820           -            323   0.00038   17.7   2.8   1   4   1.4e-05     0.025   11.8   0.0    63   111    25    73    10    79 0.81 -
GCA_003402215.1|PVP01_0521500|PVP01_0521500.1|unknown -            374 6760at5820           -            323   0.00038   17.7   2.8   2   4     0.077   1.4e+02   -0.5   0.0   268   316    82   130    75   134 0.73 -
GCA_003402215.1|PVP01_0521500|PVP01_0521500.1|unknown -            374 6760at5820           -            323   0.00038   17.7   2.8   3   4      0.17   2.9e+02   -1.6   0.0    61    79   141   159   135   167 0.83 -
GCA_003402215.1|PVP01_0521500|PVP01_0521500.1|unknown -            374 6760at5820           -            323   0.00038   17.7   2.8   4   4    0.0057        10    3.2   0.6   199   251   224   275   216   311 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6760at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6760at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:34 2026
# [ok]
