#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1228400|PVP01_1228400.1|unknown -            338 9865at5820           -            291    3e-159  527.2  24.3   1   1  6.9e-162  7.4e-159  525.9  24.3     1   291    12   334    12   334 0.92 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 9865at5820           -            291   2.6e-05   21.9   5.8   1   3   3.8e-07   0.00041   18.0   0.3    16   128   287   395   273   397 0.79 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 9865at5820           -            291   2.6e-05   21.9   5.8   2   3     0.087        92    0.4   0.0   239   255   422   438   401   475 0.71 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 9865at5820           -            291   2.6e-05   21.9   5.8   3   3      0.12   1.3e+02   -0.0   0.1   232   255   503   526   489   538 0.82 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   1   7       1.4   1.5e+03   -3.5   0.2   130   183    44    97    38   104 0.69 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   2   7     0.059        63    1.0   0.0   232   259   130   157   121   190 0.75 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   3   7      0.35   3.7e+02   -1.5   0.0   231   260   171   200   167   206 0.83 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   4   7      0.35   3.7e+02   -1.5   0.0   240   261   342   363   335   380 0.75 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   5   7      0.11   1.2e+02    0.1   2.5    57   112   408   466   396   471 0.79 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   6   7   2.1e-07   0.00022   18.9   0.1   160   255   474   568   466   579 0.75 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 9865at5820           -            291   0.00022   18.9   0.1   7   7    0.0014       1.5    6.3   0.1   228   252   634   659   629   660 0.84 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   1   6      0.33   3.5e+02   -1.5   0.0   239   255    37    53    29    61 0.84 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   2   6     0.042        45    1.5   0.0   233   260    80   107    66   114 0.82 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   3   6     0.022        24    2.4   0.0   189   256   117   190   108   207 0.59 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   4   6    0.0014       1.5    6.3   0.1   233   257   209   234   202   269 0.83 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   5   6      0.23   2.4e+02   -1.0   0.0   236   260   252   276   231   281 0.79 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 9865at5820           -            291    0.0018   15.9   3.7   6   6     0.041        44    1.5   0.0   232   256   296   320   291   322 0.84 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 9865at5820           -            291      0.15    9.5   6.9   1   4    0.0025       2.7    5.5   0.4   236   258   167   189    80   206 0.85 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 9865at5820           -            291      0.15    9.5   6.9   2   4     0.025        26    2.2   0.1   218   254   245   282   207   302 0.66 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 9865at5820           -            291      0.15    9.5   6.9   3   4     0.056        59    1.1   0.0   239   254   311   326   297   339 0.83 -
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 9865at5820           -            291      0.15    9.5   6.9   4   4      0.52   5.5e+02   -2.1   0.0   238   257   413   432   394   437 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9865at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9865at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9865at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:24:42 2026
# [ok]
