#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 6375at5820           -            375  2.6e-235  778.6  16.8   1   1  6.7e-238  3.6e-235  778.2  16.8     7   375    59   449    56   449 0.97 -
GCA_003402215.1|PVP01_1025500|PVP01_1025500.1|unknown -           1719 6375at5820           -            375   2.4e-22   77.8   6.7   1   4     5e-14   2.7e-11   41.4   0.1   138   229    47   138    22   149 0.86 -
GCA_003402215.1|PVP01_1025500|PVP01_1025500.1|unknown -           1719 6375at5820           -            375   2.4e-22   77.8   6.7   2   4   3.3e-07   0.00017   19.0   0.3   103   174   196   264   187   271 0.86 -
GCA_003402215.1|PVP01_1025500|PVP01_1025500.1|unknown -           1719 6375at5820           -            375   2.4e-22   77.8   6.7   3   4   0.00083      0.44    7.8   0.0   188   220   306   338   278   348 0.80 -
GCA_003402215.1|PVP01_1025500|PVP01_1025500.1|unknown -           1719 6375at5820           -            375   2.4e-22   77.8   6.7   4   4   0.00017      0.09   10.0   0.1    51   136   367   462   340   479 0.64 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     8e-20   69.4  16.3   1   5      0.71   3.8e+02   -1.9   0.0   271   284    41    54    38    62 0.82 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     8e-20   69.4  16.3   2   5     2e-13   1.1e-10   39.4   1.7   192   282    70   152    53   169 0.64 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     8e-20   69.4  16.3   3   5      0.16        87    0.2   0.1    87   113   201   228   167   235 0.69 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     8e-20   69.4  16.3   4   5   5.8e-06    0.0031   14.9   0.1   192   243   242   293   228   308 0.74 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 6375at5820           -            375     8e-20   69.4  16.3   5   5   3.3e-08   1.8e-05   22.2   0.3    42   111   307   387   296   399 0.73 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 6375at5820           -            375   3.4e-19   67.4  13.0   1   3   6.4e-09   3.4e-06   24.6   0.1   132   216    31   118    21   124 0.74 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 6375at5820           -            375   3.4e-19   67.4  13.0   2   3   0.00019       0.1    9.9   1.5   190   265   210   291   206   296 0.80 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 6375at5820           -            375   3.4e-19   67.4  13.0   3   3   2.1e-14   1.1e-11   42.7   2.8   138   280   277   412   272   474 0.83 -
GCA_003402215.1|PVP01_0936000|PVP01_0936000.1|unknown -            987 6375at5820           -            375   7.9e-19   66.2  18.3   1   3    0.0019      0.99    6.6   0.2   190   229    31    70     4    77 0.83 -
GCA_003402215.1|PVP01_0936000|PVP01_0936000.1|unknown -            987 6375at5820           -            375   7.9e-19   66.2  18.3   2   3   4.7e-12   2.5e-09   34.9   3.7    42   160    36   158    21   176 0.74 -
GCA_003402215.1|PVP01_0936000|PVP01_0936000.1|unknown -            987 6375at5820           -            375   7.9e-19   66.2  18.3   3   3   3.7e-09     2e-06   25.4   5.9   117   230   268   381   267   461 0.78 -
GCA_003402215.1|PVP01_1438700|PVP01_1438700.1|unknown -           2826 6375at5820           -            375   5.1e-16   56.9  16.8   1   3      0.14        75    0.4   0.1   215   231  2158  2174  2153  2183 0.84 -
GCA_003402215.1|PVP01_1438700|PVP01_1438700.1|unknown -           2826 6375at5820           -            375   5.1e-16   56.9  16.8   2   3   5.3e-15   2.8e-12   44.6   3.6   103   220  2341  2466  2315  2473 0.77 -
GCA_003402215.1|PVP01_1438700|PVP01_1438700.1|unknown -           2826 6375at5820           -            375   5.1e-16   56.9  16.8   3   3   6.1e-07   0.00032   18.1   2.3   181   293  2467  2589  2464  2607 0.74 -
GCA_003402215.1|PVP01_0528000|PVP01_0528000.1|unknown -           1793 6375at5820           -            375   4.3e-13   47.3   6.1   1   5   2.8e-06    0.0015   15.9   0.0   199   230   509   540   501   556 0.87 -
GCA_003402215.1|PVP01_0528000|PVP01_0528000.1|unknown -           1793 6375at5820           -            375   4.3e-13   47.3   6.1   2   5   0.00096      0.51    7.6   0.0   195   240   616   661   608   673 0.77 -
GCA_003402215.1|PVP01_0528000|PVP01_0528000.1|unknown -           1793 6375at5820           -            375   4.3e-13   47.3   6.1   3   5   6.8e-05     0.036   11.3   0.2   179   230   686   737   668   750 0.81 -
GCA_003402215.1|PVP01_0528000|PVP01_0528000.1|unknown -           1793 6375at5820           -            375   4.3e-13   47.3   6.1   4   5   0.00015      0.08   10.2   0.2   116   166   802   852   784   867 0.80 -
