#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1442000|PVP01_1442000.1|unknown -            153 9708at5820           -            266   4.9e-95  316.1   3.6   1   1   5.1e-98   5.4e-95  316.0   3.6     1   153     1   153     1   153 1.00 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 9708at5820           -            266   7.4e-10   36.9   0.4   1   3    0.0057         6    4.4   0.0   183   213    35    66    19    82 0.82 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 9708at5820           -            266   7.4e-10   36.9   0.4   2   3      0.19     2e+02   -0.7   0.0    20    81   801   862   787   869 0.73 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 9708at5820           -            266   7.4e-10   36.9   0.4   3   3   3.1e-10   3.3e-07   28.2   0.0   181   250  1069  1138   981  1151 0.87 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 9708at5820           -            266   5.4e-09   34.0   6.7   1   4     0.031        33    1.9   0.0   180   210    13    44     2    48 0.73 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 9708at5820           -            266   5.4e-09   34.0   6.7   2   4   1.5e-06    0.0016   16.1   0.1   116   177   199   263   184   274 0.79 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 9708at5820           -            266   5.4e-09   34.0   6.7   3   4     0.033        35    1.9   0.1   124   216   338   438   290   443 0.61 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 9708at5820           -            266   5.4e-09   34.0   6.7   4   4   6.3e-06    0.0067   14.0   0.1    33    81   441   490   437   493 0.87 -
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 9708at5820           -            266   1.9e-08   32.2   1.3   1   2     1e-08   1.1e-05   23.2   0.1   131   241    63   178     3   190 0.81 -
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 9708at5820           -            266   1.9e-08   32.2   1.3   2   2   0.00047       0.5    7.9   0.1    34    73   253   292   220   301 0.65 -
GCA_003402215.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 9708at5820           -            266   8.9e-08   30.0   1.0   1   2   0.00047       0.5    7.9   0.0    89   246    54   213    26   214 0.64 -
GCA_003402215.1|PVP01_0206600|PVP01_0206600.1|unknown -            332 9708at5820           -            266   8.9e-08   30.0   1.0   2   2   6.7e-10   7.1e-07   27.1   0.6   129   262   192   328   181   332 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9708at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9708at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9708at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:24:03 2026
# [ok]
