#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1030300|PVP01_1030300.1|unknown -            800 3060at5820           -            709         0 1351.7  76.2   1   1         0         0 1349.9  76.2     1   709    10   796    10   796 0.95 -
GCA_003402215.1|PVP01_1212200|PVP01_1212200.1|unknown -            817 3060at5820           -            709    5e-138  459.7  15.3   1   1  1.3e-139  1.4e-136  455.0  15.3    10   706    32   814    26   817 0.82 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   1   7   8.1e-12   8.6e-09   32.5   4.1    79   168   108   224    51   233 0.69 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   2   7     5e-23   5.4e-20   69.6   0.2   179   274   351   445   343   454 0.92 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   3   7    0.0073       7.8    2.9   0.2   301   337   565   606   544   616 0.61 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   4   7   0.00079      0.83    6.1   0.0   335   389   648   700   635   710 0.73 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   5   7   7.2e-16   7.7e-13   45.9   6.4   393   497   773   886   767   890 0.85 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   6   7   7.7e-07   0.00082   16.1   1.6   473   536   883   946   878   951 0.92 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 3060at5820           -            709   3.7e-50  169.3  55.2   7   7   1.2e-07   0.00012   18.8   9.8   547   688  1049  1210  1038  1222 0.70 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 3060at5820           -            709   3.3e-39  133.1  20.9   1   5   5.3e-08   5.6e-05   19.9   0.1    58   118    87   148    51   162 0.83 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 3060at5820           -            709   3.3e-39  133.1  20.9   2   5   4.9e-07   0.00052   16.7   0.1   122   165   187   230   184   246 0.89 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 3060at5820           -            709   3.3e-39  133.1  20.9   3   5   1.1e-23   1.1e-20   71.8   8.8   180   451   295   625   286   666 0.72 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 3060at5820           -            709   3.3e-39  133.1  20.9   4   5      0.01        11    2.5   0.0   494   531   698   735   685   739 0.88 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 3060at5820           -            709   3.3e-39  133.1  20.9   5   5   3.3e-09   3.5e-06   23.9   0.4   549   609   837   900   828   957 0.89 -
GCA_003402215.1|PVP01_1135200|PVP01_1135200.1|unknown -           2081 3060at5820           -            709   1.3e-18   65.1   7.5   1   2   1.2e-11   1.3e-08   32.0   0.4    29   166    32   187     7   198 0.76 -
GCA_003402215.1|PVP01_1135200|PVP01_1135200.1|unknown -           2081 3060at5820           -            709   1.3e-18   65.1   7.5   2   2   4.9e-12   5.2e-09   33.3   1.7   176   241   285   351   276   411 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3060at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3060at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3060at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:05:39 2026
# [ok]
