#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1322900|PVP01_1322900.1|unknown -            149 13254at5820          -            127   7.8e-60  198.7  13.3   1   1   8.8e-62   6.7e-59  195.7  13.3     1   127     6   149     6   149 0.92 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   1   9     0.061        46    2.3   0.7    16    47    10    40     4    45 0.72 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   2   9   1.1e-07   8.2e-05   20.8   6.1     5    45    45    93    40    95 0.85 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   3   9   2.1e-05     0.016   13.4   0.5    12    35    98   121    94   122 0.91 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   4   9     1e-08   7.9e-06   24.1   4.6     8    44   117   153   117   168 0.80 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   5   9   1.8e-05     0.014   13.7   4.1     6    37   166   197   160   210 0.83 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   6   9    0.0043       3.3    6.0   1.0     7    32   190   215   185   217 0.83 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   7   9   5.3e-06    0.0041   15.4   4.1     5    50   211   255   206   258 0.78 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   8   9   0.00032      0.24    9.7   0.2     5    32   257   284   254   287 0.88 -
GCA_003402215.1|PVP01_0616300|PVP01_0616300.1|unknown -            369 13254at5820          -            127   3.1e-21   73.9  65.2   9   9   8.3e-05     0.063   11.5   1.6    10    50   285   325   283   330 0.87 -
GCA_003402215.1|PVP01_1245400|PVP01_1245400.1|unknown -            326 13254at5820          -            127   7.2e-10   37.2  33.2   1   6    0.0007      0.53    8.5   0.2    13    35    43    65    38    78 0.80 -
