#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0722400|PVP01_0722400.1|unknown -            202 11831at5820          -            156   2.8e-96  317.8   2.7   1   1   9.4e-99     5e-96  317.0   2.7     1   156    25   202    25   202 0.95 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 11831at5820          -            156   6.3e-09   34.1   0.1   1   3    0.0008      0.42    8.6   0.0    54    96   104   146    90   158 0.88 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 11831at5820          -            156   6.3e-09   34.1   0.1   2   3   0.00047      0.25    9.4   0.0    53   106   202   252   182   285 0.81 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 11831at5820          -            156   6.3e-09   34.1   0.1   3   3   7.6e-05      0.04   12.0   0.0    57   115   391   450   384   473 0.85 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 11831at5820          -            156   7.2e-09   33.9   0.0   1   2   3.3e-08   1.8e-05   22.9   0.0    57   114   680   738   645   752 0.89 -
GCA_003402215.1|PVP01_1232900|PVP01_1232900.1|unknown -           1052 11831at5820          -            156   7.2e-09   33.9   0.0   2   2    0.0012      0.62    8.1   0.0    54    98   779   823   771   843 0.82 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.0   1.4   1   3     0.015       7.8    4.5   0.1    50    99    30    74     6    99 0.70 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.0   1.4   2   3   0.00043      0.23    9.5   0.1    65   110   145   191   129   207 0.72 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 11831at5820          -            156   1.9e-06   26.0   1.4   3   3   0.00046      0.24    9.4   0.0    54   112   225   283   219   291 0.77 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156   5.1e-05   21.4   3.1   1   3   0.00025      0.14   10.2   0.0    68   105   116   153   100   164 0.80 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156   5.1e-05   21.4   3.1   2   3   0.00092      0.49    8.4   0.0    53    92   185   223   166   241 0.76 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 11831at5820          -            156   5.1e-05   21.4   3.1   3   3      0.17        90    1.1   0.4    98   135   254   292   235   304 0.72 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 11831at5820          -            156   0.00024   19.2   0.5   1   2      0.28   1.5e+02    0.4   0.0    54    89   134   169    98   190 0.77 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 11831at5820          -            156   0.00024   19.2   0.5   2   2   2.2e-06    0.0012   16.9   0.2    15    99   171   262   165   303 0.67 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 11831at5820          -            156   0.00025   19.1   1.6   1   2      0.07        37    2.3   0.2    76   122    53    99    41   111 0.80 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 11831at5820          -            156   0.00025   19.1   1.6   2   2   4.9e-06    0.0026   15.8   0.1    45    96   194   246   167   257 0.76 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 11831at5820          -            156    0.0012   16.9   0.0   1   5        10   5.3e+03   -5.6   4.7    10    40    12    42     2    48 0.63 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 11831at5820          -            156    0.0012   16.9   0.0   2   5       1.7   9.1e+02   -2.2   0.0    52    79    97   124    93   142 0.73 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 11831at5820          -            156    0.0012   16.9   0.0   3   5     0.035        19    3.3   0.4    53    88   196   230   160   240 0.75 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 11831at5820          -            156    0.0012   16.9   0.0   4   5        10   5.3e+03   -5.7   3.7    28    56   279   307   260   335 0.51 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 11831at5820          -            156    0.0012   16.9   0.0   5   5   2.3e-06    0.0012   16.9   0.0    50   114   407   472   400   493 0.89 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 11831at5820          -            156    0.0024   15.9   0.9   1   3    0.0032       1.7    6.7   0.0    52    96    30    74    17    94 0.86 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 11831at5820          -            156    0.0024   15.9   0.9   2   3     0.067        35    2.4   0.0    58    97   124   162   103   182 0.75 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 11831at5820          -            156    0.0024   15.9   0.9   3   3     0.032        17    3.4   0.0    54    96   209   248   197   254 0.81 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 11831at5820          -            156    0.0042   15.1   0.3   1   2   1.3e-05    0.0069   14.4   0.3    54   119    24    91    15   115 0.83 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 11831at5820          -            156    0.0042   15.1   0.3   2   2       1.9     1e+03   -2.4   0.0    13    25   102   114    96   121 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11831at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
