#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1033200|PVP01_1033200.1|unknown -            945 2814at5820           -            601   4.9e-31  106.2   4.2   1   1   9.8e-34   8.7e-31  105.4   4.2     1    63     1    63     1    67 0.96 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 2814at5820           -            601   9.7e-13   45.7   2.2   1   5   0.00022       0.2    8.4   0.0    84   124   111   151    80   161 0.88 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 2814at5820           -            601   9.7e-13   45.7   2.2   2   5      0.36   3.2e+02   -2.2   0.0    94   124   163   193   157   206 0.75 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 2814at5820           -            601   9.7e-13   45.7   2.2   3   5   0.00019      0.17    8.6   0.3   187   226   357   400   341   454 0.82 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 2814at5820           -            601   9.7e-13   45.7   2.2   4   5    0.0014       1.2    5.8   0.3   191   225   530   565   405   579 0.70 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 2814at5820           -            601   9.7e-13   45.7   2.2   5   5   3.6e-06    0.0032   14.3   0.0    88   123   624   659   615   660 0.86 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 2814at5820           -            601   4.1e-12   43.7   6.0   1   4    0.0034         3    4.5   0.0    93   122    35    64    30    85 0.86 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 2814at5820           -            601   4.1e-12   43.7   6.0   2   4   1.1e-07   9.3e-05   19.4   0.5   162   227    87   151    72   162 0.79 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 2814at5820           -            601   4.1e-12   43.7   6.0   3   4   2.2e-06    0.0019   15.1   0.1   165   225   173   232   150   241 0.82 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 2814at5820           -            601   4.1e-12   43.7   6.0   4   4    0.0019       1.7    5.3   0.0   165   221   264   319   250   323 0.74 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 2814at5820           -            601   9.4e-09   32.6   2.8   1   4    0.0059       5.2    3.7   0.0    64   125    38   101    24   106 0.77 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 2814at5820           -            601   9.4e-09   32.6   2.8   2   4   0.00011     0.096    9.4   0.0    89   127   107   145   102   162 0.89 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 2814at5820           -            601   9.4e-09   32.6   2.8   3   4   2.9e-05     0.026   11.3   0.1    63   125   173   230   165   262 0.80 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 2814at5820           -            601   9.4e-09   32.6   2.8   4   4    0.0019       1.7    5.3   0.2   486   520   286   320   265   322 0.75 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 2814at5820           -            601   3.4e-07   27.4   1.8   1   3      0.04        36    0.9   0.1   191   232   248   290   202   323 0.65 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 2814at5820           -            601   3.4e-07   27.4   1.8   2   3   7.7e-08   6.8e-05   19.8   0.0   168   227   357   415   347   433 0.84 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 2814at5820           -            601   3.4e-07   27.4   1.8   3   3    0.0067       5.9    3.5   0.0   175   224   446   497   431   498 0.80 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 2814at5820           -            601   6.9e-07   26.4  12.2   1   4   4.1e-06    0.0036   14.1   1.0   194   282     9    98     4   114 0.84 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 2814at5820           -            601   6.9e-07   26.4  12.2   2   4    0.0014       1.3    5.7   0.1    91   126   128   163   111   172 0.86 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 2814at5820           -            601   6.9e-07   26.4  12.2   3   4     0.042        37    0.9   0.1   209   228   270   288   252   295 0.81 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 2814at5820           -            601   6.9e-07   26.4  12.2   4   4   2.5e-05     0.022   11.5   1.0    75   127   284   333   272   357 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2814at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2814at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2814at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:08:43 2026
# [ok]
