#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 8708at5820           -            293  3.2e-185  612.4   5.3   1   1  7.7e-188  4.1e-185  612.1   5.3     9   293    64   350    47   350 0.98 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.7e-15   55.3   6.1   1   4   5.3e-05     0.028   11.9   0.1    56   109   393   444   344   488 0.77 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.7e-15   55.3   6.1   2   4   4.9e-08   2.6e-05   21.9   0.1   191   250   579   639   538   664 0.82 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.7e-15   55.3   6.1   3   4     0.083        44    1.5   0.0    63    94  1181  1212  1138  1230 0.71 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 8708at5820           -            293   1.7e-15   55.3   6.1   4   4   2.6e-07   0.00014   19.5   0.0   189   247  1354  1412  1335  1432 0.84 -
GCA_003402215.1|PVP01_1322800|PVP01_1322800.1|unknown -            698 8708at5820           -            293   1.6e-10   39.0   0.5   1   1   4.7e-13   2.5e-10   38.4   0.5    58   248    58   241    42   279 0.83 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   3.8e-10   37.8  13.4   1   4   9.7e-05     0.052   11.1   0.1    58    95   192   229   162   251 0.80 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   3.8e-10   37.8  13.4   2   4   9.1e-06    0.0048   14.5   0.7   178   284   351   453   337   461 0.86 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   3.8e-10   37.8  13.4   3   4    0.0015      0.78    7.2   0.0    65    94   593   622   587   637 0.87 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 8708at5820           -            293   3.8e-10   37.8  13.4   4   4   0.00011     0.057   10.9   0.9   174   275   680   777   650   785 0.82 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293   2.7e-09   35.0   2.8   1   4     0.084        45    1.4   0.0    73    96   116   139   107   146 0.88 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293   2.7e-09   35.0   2.8   2   4   2.7e-05     0.014   12.9   0.1   182   258   222   298   205   315 0.88 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 8708at5820           -            293   2.7e-09   35.0   2.8   3   4     0.001      0.55    7.7   0.0    61    96   371   411   350   419 0.73 -
