#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1109800|PVP01_1109800.1|unknown -            483 5836at5820           -            442         0 1023.0  13.9   1   1         0         0 1022.2  13.9     1   442     1   454     1   454 0.98 -
GCA_003402215.1|PVP01_0906800|PVP01_0906800.1|unknown -            475 5836at5820           -            442  7.4e-103  342.7   7.7   1   1  1.2e-105  1.1e-102  342.2   7.7    11   436    15   474     6   475 0.88 -
GCA_003402215.1|PVP01_1130100|PVP01_1130100.1|unknown -            822 5836at5820           -            442   0.00017   18.5   0.2   1   3      0.31   2.8e+02   -1.9   0.2   231   269    40    79    10    89 0.69 -
GCA_003402215.1|PVP01_1130100|PVP01_1130100.1|unknown -            822 5836at5820           -            442   0.00017   18.5   0.2   2   3   3.8e-05     0.033   11.0   0.0    64   116   242   293   234   312 0.85 -
GCA_003402215.1|PVP01_1130100|PVP01_1130100.1|unknown -            822 5836at5820           -            442   0.00017   18.5   0.2   3   3    0.0044       3.9    4.2   0.0    62   112   513   561   505   571 0.81 -
GCA_003402215.1|PVP01_0111400|PVP01_0111400.1|unknown -           1089 5836at5820           -            442   0.00042   17.3   0.1   1   2    0.0001      0.09    9.6   0.0    62   116   514   567   506   585 0.76 -
GCA_003402215.1|PVP01_0111400|PVP01_0111400.1|unknown -           1089 5836at5820           -            442   0.00042   17.3   0.1   2   2    0.0029       2.5    4.8   0.0    64   111   831   876   824   887 0.82 -
GCA_003402215.1|PVP01_1241900|PVP01_1241900.1|unknown -            702 5836at5820           -            442   0.00057   16.8   1.3   1   3   1.8e-06    0.0016   15.3   0.1    62   102   282   320   273   341 0.83 -
GCA_003402215.1|PVP01_1241900|PVP01_1241900.1|unknown -            702 5836at5820           -            442   0.00057   16.8   1.3   2   3      0.17   1.5e+02   -1.0   0.0   277   359   342   432   326   449 0.68 -
GCA_003402215.1|PVP01_1241900|PVP01_1241900.1|unknown -            702 5836at5820           -            442   0.00057   16.8   1.3   3   3      0.62   5.5e+02   -2.9   0.0   245   270   612   637   586   664 0.63 -
GCA_003402215.1|PVP01_0837200|PVP01_0837200.1|unknown -            785 5836at5820           -            442   0.00062   16.7   0.0   1   2   0.00033       0.3    7.9   0.0    63   103   289   328   278   350 0.78 -
GCA_003402215.1|PVP01_0837200|PVP01_0837200.1|unknown -            785 5836at5820           -            442   0.00062   16.7   0.0   2   2    0.0013       1.2    5.9   0.0    58    88   565   595   537   627 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5836at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5836at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5836at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:15:41 2026
# [ok]
