#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0916300|PVP01_0916300.1|unknown -            240 11393at5820          -            175  5.9e-104  343.9   8.3   1   1  1.7e-106  7.7e-104  343.6   8.3    13   175    78   240    71   240 0.98 -
GCA_003402215.1|PVP01_0807400|PVP01_0807400.1|unknown -           1414 11393at5820          -            175   9.8e-10   37.1   2.5   1   3     3e-05     0.013   13.9   0.2   114   169   407   462   372   472 0.74 -
GCA_003402215.1|PVP01_0807400|PVP01_0807400.1|unknown -           1414 11393at5820          -            175   9.8e-10   37.1   2.5   2   3   1.5e-05    0.0066   14.9   0.0    63   104   620   661   607   678 0.88 -
GCA_003402215.1|PVP01_0807400|PVP01_0807400.1|unknown -           1414 11393at5820          -            175   9.8e-10   37.1   2.5   3   3     0.013       5.8    5.3   0.0   121   171   779   832   767   836 0.79 -
GCA_003402215.1|PVP01_1017200|PVP01_1017200.1|unknown -           2472 11393at5820          -            175   1.6e-08   33.1   6.4   1   2   5.5e-07   0.00025   19.5   0.6    62   114  1105  1159  1078  1174 0.79 -
GCA_003402215.1|PVP01_1017200|PVP01_1017200.1|unknown -           2472 11393at5820          -            175   1.6e-08   33.1   6.4   2   2   7.2e-06    0.0032   15.9   0.7    63   120  1978  2036  1967  2050 0.82 -
GCA_003402215.1|PVP01_1457300|PVP01_1457300.1|unknown -           2471 11393at5820          -            175   1.1e-06   27.2   0.6   1   2   1.7e-06   0.00073   18.0   0.0   124   169  2135  2180  2124  2186 0.90 -
GCA_003402215.1|PVP01_1457300|PVP01_1457300.1|unknown -           2471 11393at5820          -            175   1.1e-06   27.2   0.6   2   2    0.0045         2    6.8   0.1   125   170  2235  2282  2188  2293 0.72 -
GCA_003402215.1|PVP01_1440600|PVP01_1440600.1|unknown -           2939 11393at5820          -            175   1.7e-05   23.3   0.4   1   1   8.9e-08   3.9e-05   22.1   0.4   110   172  1912  1974  1898  1977 0.90 -
GCA_003402215.1|PVP01_1016100|PVP01_1016100.1|unknown -           1476 11393at5820          -            175   0.00076   17.9   9.8   1   4     0.082        36    2.7   0.0   129   166   355   391   340   399 0.83 -
GCA_003402215.1|PVP01_1016100|PVP01_1016100.1|unknown -           1476 11393at5820          -            175   0.00076   17.9   9.8   2   4    0.0057       2.5    6.5   0.0    72   103   827   858   820   881 0.86 -
GCA_003402215.1|PVP01_1016100|PVP01_1016100.1|unknown -           1476 11393at5820          -            175   0.00076   17.9   9.8   3   4       2.5   1.1e+03   -2.1   0.1    40    83   997  1042   978  1063 0.68 -
GCA_003402215.1|PVP01_1016100|PVP01_1016100.1|unknown -           1476 11393at5820          -            175   0.00076   17.9   9.8   4   4   0.00093      0.41    9.0   4.0    48    95  1083  1132  1050  1150 0.85 -
GCA_003402215.1|PVP01_1320200|PVP01_1320200.1|unknown -            781 11393at5820          -            175    0.0012   17.3   0.7   1   1     5e-06    0.0022   16.4   0.7    66   108    59   101    24   122 0.70 -
GCA_003402215.1|PVP01_0943800|PVP01_0943800.1|unknown -           2027 11393at5820          -            175    0.0051   15.2   0.4   1   1   3.1e-05     0.014   13.9   0.4    90   168  1892  1977  1881  1985 0.68 -
GCA_003402215.1|PVP01_1418100|PVP01_1418100.1|unknown -           2559 11393at5820          -            175    0.0055   15.1   0.2   1   1   3.3e-05     0.015   13.8   0.2    63   120  1302  1357  1298  1365 0.88 -
GCA_003402215.1|PVP01_0303400|PVP01_0303400.1|unknown -           3621 11393at5820          -            175    0.0056   15.1   0.7   1   1   2.2e-05    0.0098   14.3   0.7    67   107   912   953   890   962 0.83 -
GCA_003402215.1|PVP01_1144800|PVP01_1144800.1|unknown -           2023 11393at5820          -            175       0.1   11.0   4.0   1   2    0.0013      0.58    8.5   0.5    72   112   140   180   127   212 0.85 -
