#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0802200|PVP01_0802200.1|unknown -            322 13693at5820          -            216  8.3e-126  416.1  39.9   1   1  4.1e-128  8.3e-126  416.1  39.9     1   215    84   309    84   311 0.97 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13693at5820          -            216   9.3e-22   76.0   5.9   1   3   5.6e-09   1.1e-06   26.7   0.0     7    76    16    85    12    96 0.94 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13693at5820          -            216   9.3e-22   76.0   5.9   2   3   3.1e-09   6.2e-07   27.6   0.5     6    80   103   176    98   191 0.88 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 13693at5820          -            216   9.3e-22   76.0   5.9   3   3     1e-07     2e-05   22.6   0.5     7    84   193   269   186   283 0.80 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13693at5820          -            216   2.2e-14   51.9   0.8   1   3   2.9e-06   0.00059   17.8   0.0     9    69    90   150    87   159 0.89 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13693at5820          -            216   2.2e-14   51.9   0.8   2   3   2.9e-07     6e-05   21.1   0.0     5    83   185   264   181   337 0.86 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 13693at5820          -            216   2.2e-14   51.9   0.8   3   3   0.00098       0.2    9.5   0.0     7    88   372   453   369   472 0.83 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 13693at5820          -            216   4.9e-13   47.5   0.9   1   1   2.7e-15   5.5e-13   47.3   0.9     4    94     5    95     2   114 0.87 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   5.8e-13   47.3   0.2   1   4       3.8   7.7e+02   -2.2   0.8   147   168    10    32     3    49 0.47 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   5.8e-13   47.3   0.2   2   4   0.00016     0.033   12.1   0.0     9    72    89   151    84   161 0.81 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   5.8e-13   47.3   0.2   3   4   2.6e-13   5.3e-11   40.9   0.1     7    81   170   242   166   251 0.87 -
GCA_003402215.1|PVP01_0715100|PVP01_0715100.1|unknown -            340 13693at5820          -            216   5.8e-13   47.3   0.2   4   4      0.93   1.9e+02   -0.2   6.9   133   177   253   297   245   304 0.84 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.1e-12   45.4  13.7   1   4   0.00099       0.2    9.5   1.2     6    85    17    91    12    98 0.85 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.1e-12   45.4  13.7   2   4   2.8e-08   5.6e-06   24.4   0.1     3    80   114   191   112   208 0.86 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.1e-12   45.4  13.7   3   4   8.4e-07   0.00017   19.6   0.1     5    88   207   289   201   298 0.90 -
GCA_003402215.1|PVP01_1111100|PVP01_1111100.1|unknown -            392 13693at5820          -            216   2.1e-12   45.4  13.7   4   4       4.3   8.7e+02   -2.3   0.4   110   110   366   366   335   389 0.42 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 13693at5820          -            216   4.7e-11   41.0   0.1   1   1   4.7e-13   9.6e-11   40.0   0.1     2    85   183   266   182   269 0.96 -
GCA_003402215.1|PVP01_0927500|PVP01_0927500.1|unknown -           1075 13693at5820          -            216   1.2e-09   36.4  27.9   1   2   5.8e-12   1.2e-09   36.4  27.9     5   208     4   218     2   226 0.69 -
GCA_003402215.1|PVP01_0927500|PVP01_0927500.1|unknown -           1075 13693at5820          -            216   1.2e-09   36.4  27.9   2   2       2.8   5.7e+02   -1.7   0.3   189   209   469   489   444   493 0.64 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13693at5820          -            216   1.3e-08   33.0   0.0   1   2     0.006       1.2    7.0   0.0    24    67    24    66    17   118 0.86 -
GCA_003402215.1|PVP01_0511100|PVP01_0511100.1|unknown -            292 13693at5820          -            216   1.3e-08   33.0   0.0   2   2   3.8e-08   7.8e-06   24.0   0.0     6    88   154   235   151   244 0.87 -
GCA_003402215.1|PVP01_1016700|PVP01_1016700.1|unknown -            316 13693at5820          -            216   3.4e-08   31.7   0.0   1   1   1.6e-10   3.4e-08   31.7   0.0     7    83     8    81     3   107 0.89 -
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13693at5820          -            216     6e-08   30.9   0.6   1   2   2.4e-07   4.9e-05   21.3   0.3     7   104    10   109     7   118 0.80 -
GCA_003402215.1|PVP01_0733700|PVP01_0733700.1|unknown -            192 13693at5820          -            216     6e-08   30.9   0.6   2   2    0.0027      0.56    8.1   0.0     7    67   120   174   114   183 0.85 -
GCA_003402215.1|PVP01_1443100|PVP01_1443100.1|unknown -            110 13693at5820          -            216   1.1e-07   30.0   0.0   1   1   6.3e-10   1.3e-07   29.8   0.0     8    80    15    84    11   105 0.89 -
GCA_003402215.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.0   0.1   1   4       9.4   1.9e+03   -3.5   2.7   170   196    66    92     6   107 0.64 -
GCA_003402215.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.0   0.1   2   4   5.3e-10   1.1e-07   30.0   0.1     3    84   162   246   160   261 0.84 -
GCA_003402215.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.0   0.1   3   4       3.7   7.6e+02   -2.1   0.0    19    55   287   322   264   332 0.74 -
GCA_003402215.1|PVP01_1346100|PVP01_1346100.1|unknown -            661 13693at5820          -            216   1.1e-07   30.0   0.1   4   4       3.8   7.8e+02   -2.2   1.3   141   199   336   394   325   409 0.51 -
GCA_003402215.1|PVP01_1030600|PVP01_1030600.1|unknown -            349 13693at5820          -            216   3.2e-07   28.5  42.5   1   1   1.6e-09   3.2e-07   28.5  42.5     4   213     9   212     6   216 0.74 -
GCA_003402215.1|PVP01_1407800|PVP01_1407800.1|unknown -            502 13693at5820          -            216   9.3e-07   27.0   7.4   1   2   1.9e-05    0.0039   15.1   2.1     7    84   224   302   222   408 0.78 -
GCA_003402215.1|PVP01_1407800|PVP01_1407800.1|unknown -            502 13693at5820          -            216   9.3e-07   27.0   7.4   2   2   5.7e-05     0.012   13.6   0.3     8    85   431   502   427   502 0.91 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.3e-06   26.5   0.8   1   3         6   1.2e+03   -2.8   7.1   182   215    19    52     7    81 0.59 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.3e-06   26.5   0.8   2   3     2e-06    0.0004   18.4   0.2    10    90   121   194   113   203 0.78 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 13693at5820          -            216   1.3e-06   26.5   0.8   3   3   3.6e-05    0.0073   14.3   0.0     9    88   204   281   199   289 0.80 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13693at5820          -            216   2.7e-06   25.5  25.9   1   4       6.6   1.4e+03   -3.0   1.2    60    94    14    48     3    74 0.60 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13693at5820          -            216   2.7e-06   25.5  25.9   2   4   4.7e-05    0.0096   13.9   0.1     8    66    84   142    81   154 0.91 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13693at5820          -            216   2.7e-06   25.5  25.9   3   4    0.0015      0.31    8.9   9.8     5    83   179   257   174   375 0.67 -
GCA_003402215.1|PVP01_1339100|PVP01_1339100.1|unknown -            504 13693at5820          -            216   2.7e-06   25.5  25.9   4   4   7.9e-05     0.016   13.1   0.1    18    87   406   475   393   485 0.86 -
GCA_003402215.1|PVP01_1111800|PVP01_1111800.1|unknown -            182 13693at5820          -            216   6.8e-06   24.2   2.5   1   2   3.4e-08   6.9e-06   24.2   1.1     9    85    52   128    46   148 0.91 -
GCA_003402215.1|PVP01_1111800|PVP01_1111800.1|unknown -            182 13693at5820          -            216   6.8e-06   24.2   2.5   2   2       1.2   2.4e+02   -0.5   0.2   188   214   133   159   114   164 0.62 -
GCA_003402215.1|PVP01_1133400|PVP01_1133400.1|unknown -            189 13693at5820          -            216   1.1e-05   23.5   1.8   1   3       2.8   5.7e+02   -1.7   5.0   146   175     5    36     1    47 0.43 -
GCA_003402215.1|PVP01_1133400|PVP01_1133400.1|unknown -            189 13693at5820          -            216   1.1e-05   23.5   1.8   2   3      0.76   1.5e+02    0.1   0.9   163   180    79    96    74   100 0.74 -
GCA_003402215.1|PVP01_1133400|PVP01_1133400.1|unknown -            189 13693at5820          -            216   1.1e-05   23.5   1.8   3   3   5.2e-08   1.1e-05   23.5   1.8     8    86    98   175    89   184 0.86 -
