#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1032600|PVP01_1032600.1|unknown -            487 8505at5820           -            437  9.1e-182  602.8  72.6   1   1  2.7e-183  1.6e-180  598.7  72.6     1   437     1   487     1   487 0.88 -
GCA_003402215.1|PVP01_0728800|PVP01_0728800.1|unknown -            709 8505at5820           -            437   4.4e-15   53.5  11.9   1   3      0.45   2.7e+02   -1.8   0.4   118   172    61   116    49   161 0.81 -
GCA_003402215.1|PVP01_0728800|PVP01_0728800.1|unknown -            709 8505at5820           -            437   4.4e-15   53.5  11.9   2   3         9   5.3e+03  -21.7  24.3    31    68   294   331   125   484 0.53 -
GCA_003402215.1|PVP01_0728800|PVP01_0728800.1|unknown -            709 8505at5820           -            437   4.4e-15   53.5  11.9   3   3   7.5e-18   4.4e-15   53.5  11.9   330   433   605   706   592   708 0.89 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   1   6      0.46   2.7e+02   -1.8   0.5   153   207    24    81     7    94 0.59 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   2   6         9   5.3e+03   -9.2  16.8   131   295   492   660   452   680 0.58 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   3   6     0.023        14    2.5   0.0    77   136   889   943   724   964 0.72 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   4   6      0.32   1.9e+02   -1.3  19.7    86   230  1113  1267  1029  1279 0.65 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   5   6       2.3   1.4e+03   -4.1  18.3    57   205  1559  1712  1539  1721 0.77 -
GCA_003402215.1|PVP01_0728900|PVP01_0728900.1|unknown -           1830 8505at5820           -            437   1.8e-13   48.2   5.8   6   6     3e-16   1.8e-13   48.2   5.8   328   434  1721  1828  1714  1830 0.89 -
GCA_003402215.1|PVP01_1345600|PVP01_1345600.1|unknown -            358 8505at5820           -            437   7.6e-07   26.4  12.2   1   1   2.2e-09   1.3e-06   25.6  12.2   338   435   253   358   239   358 0.79 -
GCA_003402215.1|PVP01_1218000|PVP01_1218000.1|unknown -            139 8505at5820           -            437   5.5e-05   20.3  20.2   1   1   9.8e-08   5.8e-05   20.2  20.2     5   100     5   135     1   139 0.79 -
GCA_003402215.1|PVP01_1134300|PVP01_1134300.1|unknown -            449 8505at5820           -            437     0.018   12.0   0.8   1   1   4.8e-05     0.029   11.3   0.8    45   135   157   255   132   265 0.51 -
GCA_003402215.1|PVP01_1411700|PVP01_1411700.1|unknown -            158 8505at5820           -            437      0.38    7.6  15.9   1   1   0.00062      0.36    7.7  15.9    38    94   102   152    39   158 0.52 -
GCA_003402215.1|PVP01_0722100|PVP01_0722100.1|unknown -            430 8505at5820           -            437      0.42    7.5  13.4   1   2   1.5e-05    0.0086   13.0   6.7    51   122    83   165    43   170 0.50 -
GCA_003402215.1|PVP01_0722100|PVP01_0722100.1|unknown -            430 8505at5820           -            437      0.42    7.5  13.4   2   2       1.2   7.3e+02   -3.2   0.5    88    95   227   234   217   266 0.45 -
GCA_003402215.1|PVP01_1344600|PVP01_1344600.1|unknown -            132 8505at5820           -            437       4.9    4.0  19.9   1   1    0.0093       5.5    3.8  19.9    17    99    11    90     3   115 0.56 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8505at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8505at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8505at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:19:16 2026
# [ok]
