#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1301500|PVP01_1301500.1|unknown -            323 8101at5820           -            292  3.7e-194  641.8  13.0   1   1  1.6e-196  1.7e-193  639.6  13.0     1   292    14   323    14   323 0.96 -
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8101at5820           -            292   2.6e-09   35.0   1.8   1   3   2.9e-09     3e-06   24.9   0.0    17   140    11   142     3   149 0.82 -
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8101at5820           -            292   2.6e-09   35.0   1.8   2   3   1.9e-05      0.02   12.4   0.3    19   141   118   240   109   255 0.75 -
GCA_003402215.1|PVP01_0621700|PVP01_0621700.1|unknown -            301 8101at5820           -            292   2.6e-09   35.0   1.8   3   3      0.65   6.9e+02   -2.5   0.0    51    73   254   276   245   295 0.72 -
GCA_003402215.1|PVP01_1458700|PVP01_1458700.1|unknown -            259 8101at5820           -            292   4.7e-09   34.2   6.9   1   1   4.2e-11   4.5e-08   30.9   6.9    58   260    33   239     4   249 0.75 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 8101at5820           -            292   4.5e-07   27.7   1.2   1   3      0.11   1.2e+02   -0.0   0.0    20    48    38    66    16    74 0.73 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 8101at5820           -            292   4.5e-07   27.7   1.2   2   3   4.9e-06    0.0052   14.3   0.2    20   103   787   867   775   876 0.82 -
GCA_003402215.1|PVP01_0703600|PVP01_0703600.1|unknown -           1161 8101at5820           -            292   4.5e-07   27.7   1.2   3   3   0.00013      0.14    9.6   0.1     9    97  1066  1152  1061  1159 0.74 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8101at5820           -            292   4.2e-05   21.2  14.3   1   5     0.047        50    1.2   0.0    19    50    18    49     5    79 0.68 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8101at5820           -            292   4.2e-05   21.2  14.3   2   5      0.36   3.8e+02   -1.6   0.0    23    69    78   125    59   164 0.71 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8101at5820           -            292   4.2e-05   21.2  14.3   3   5    0.0067       7.1    4.0   0.1    46   101   203   258   190   267 0.82 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8101at5820           -            292   4.2e-05   21.2  14.3   4   5   0.00036      0.38    8.2   0.8    10   107   288   396   281   435 0.64 -
GCA_003402215.1|PVP01_1103300|PVP01_1103300.1|unknown -            494 8101at5820           -            292   4.2e-05   21.2  14.3   5   5     4e-06    0.0043   14.6   0.3    44   100   436   492   402   494 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8101at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8101at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8101at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:21:14 2026
# [ok]
