#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0302300|PVP01_0302300.1|unknown -            586 4740at5820           -            449  8.2e-113  376.2  17.7   1   1  1.5e-115  1.1e-112  375.7  17.7     1   209     5   219     5   230 0.97 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   1   6    0.0015       1.2    6.5   0.0   380   414    94   128    78   132 0.78 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   2   6   3.7e-09   2.8e-06   25.0   0.5   217   289   135   208   129   216 0.75 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   3   6    0.0012      0.87    6.9   0.5   379   408   210   240   185   250 0.58 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   4   6     1e-06   0.00076   17.0   0.1    48    83   259   294   251   302 0.93 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   5   6   4.7e-05     0.035   11.5   0.4    48    88   318   358   309   373 0.81 -
GCA_003402215.1|PVP01_0938400|PVP01_0938400.1|unknown -            451 4740at5820           -            449   4.1e-16   57.4  22.4   6   6    0.0061       4.6    4.5   0.3   326   395   372   443   358   448 0.69 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.2e-12   45.2  19.4   1   5   0.00044      0.34    8.3   0.2   237   271    72   106    52   113 0.67 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.2e-12   45.2  19.4   2   5   9.6e-06    0.0073   13.8   1.3   235   302   121   188   110   216 0.70 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.2e-12   45.2  19.4   3   5      0.26     2e+02   -0.9   0.2    64    84   207   226   190   238 0.65 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.2e-12   45.2  19.4   4   5   0.00019      0.14    9.5   0.1   379   408   240   270   236   285 0.85 -
GCA_003402215.1|PVP01_1115300|PVP01_1115300.1|unknown -            479 4740at5820           -            449   2.2e-12   45.2  19.4   5   5   7.7e-09   5.9e-06   24.0   0.8   318   414   296   392   276   426 0.78 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 4740at5820           -            449   7.5e-07   26.9  17.0   1   5    0.0011      0.83    7.0   1.0   327   403    37   117    27   122 0.65 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 4740at5820           -            449   7.5e-07   26.9  17.0   2   5     0.035        27    2.0   0.2   236   268   213   246   208   250 0.80 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 4740at5820           -            449   7.5e-07   26.9  17.0   3   5    0.0037       2.8    5.3   0.2   212   264   251   307   244   315 0.69 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 4740at5820           -            449   7.5e-07   26.9  17.0   4   5    0.0008      0.61    7.4   0.1    58    85   334   361   314   375 0.70 -
GCA_003402215.1|PVP01_0111900|PVP01_0111900.1|unknown -            723 4740at5820           -            449   7.5e-07   26.9  17.0   5   5   6.8e-05     0.052   11.0   0.1   374   409   376   412   371   420 0.80 -
GCA_003402215.1|PVP01_0944200|PVP01_0944200.1|unknown -            994 4740at5820           -            449   4.6e-05   21.0  13.3   1   5   5.8e-07   0.00044   17.8   0.2   203   274   217   290   210   301 0.78 -
GCA_003402215.1|PVP01_0944200|PVP01_0944200.1|unknown -            994 4740at5820           -            449   4.6e-05   21.0  13.3   2   5    0.0025       1.9    5.8   0.2   381   414   311   345   300   363 0.78 -
GCA_003402215.1|PVP01_0944200|PVP01_0944200.1|unknown -            994 4740at5820           -            449   4.6e-05   21.0  13.3   3   5    0.0076       5.8    4.2   0.6   212   263   434   485   362   498 0.77 -
GCA_003402215.1|PVP01_0944200|PVP01_0944200.1|unknown -            994 4740at5820           -            449   4.6e-05   21.0  13.3   4   5    0.0086       6.5    4.0   0.8   219   263   441   485   427   530 0.58 -
GCA_003402215.1|PVP01_0944200|PVP01_0944200.1|unknown -            994 4740at5820           -            449   4.6e-05   21.0  13.3   5   5       1.4   1.1e+03   -3.3   0.0    71    92   746   767   682   771 0.69 -
GCA_003402215.1|PVP01_1025500|PVP01_1025500.1|unknown -           1719 4740at5820           -            449   0.00054   17.5   0.4   1   4   3.5e-05     0.026   11.9   0.0   237   275   103   141    96   148 0.92 -
