#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0917000|PVP01_0917000.1|unknown -            454 6772at5820           -            379  2.7e-228  755.7   4.6   1   1    7e-231  3.1e-228  755.5   4.6     1   379     1   429     1   429 0.98 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   8.3e-12   43.2   5.1   1   5    0.0013      0.56    7.5   0.0   133   194    95   156    84   164 0.75 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   8.3e-12   43.2   5.1   2   5    0.0012      0.53    7.6   0.0   115   190   127   194   111   221 0.68 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   8.3e-12   43.2   5.1   3   5      0.25   1.1e+02   -0.0   0.1   149   197   359   408   349   433 0.67 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   8.3e-12   43.2   5.1   4   5   4.1e-05     0.018   12.5   0.2   122   188   463   523   412   528 0.73 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 6772at5820           -            379   8.3e-12   43.2   5.1   5   5   1.5e-06   0.00066   17.2   0.1   116   188   543   659   528   660 0.89 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   1.1e-10   39.5  12.7   1   5   0.00055      0.24    8.7   0.2   146   191    66   111    32   116 0.77 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   1.1e-10   39.5  12.7   2   5   1.1e-05    0.0048   14.4   0.9   153   198   115   159   110   164 0.87 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   1.1e-10   39.5  12.7   3   5    0.0024       1.1    6.6   0.1   212   257   150   192   149   197 0.85 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   1.1e-10   39.5  12.7   4   5   9.5e-05     0.042   11.3   0.0   153   192   196   236   190   254 0.90 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6772at5820           -            379   1.1e-10   39.5  12.7   5   5   0.00053      0.23    8.8   0.1   142   184   275   319   251   323 0.74 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   9.7e-10   36.4   7.2   1   5   1.4e-05    0.0064   13.9   0.4   123   189    35   100    21   106 0.83 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   9.7e-10   36.4   7.2   2   5   9.5e-05     0.042   11.2   0.1   151   193   104   146   100   158 0.86 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   9.7e-10   36.4   7.2   3   5     2e-05    0.0091   13.4   0.1   113   195   159   235   143   246 0.79 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   9.7e-10   36.4   7.2   4   5       1.5   6.5e+02   -2.5   0.0   123   141   253   271   246   279 0.71 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6772at5820           -            379   9.7e-10   36.4   7.2   5   5       1.2   5.5e+02   -2.3   0.0   268   295   290   317   258   320 0.67 -
GCA_003402215.1|PVP01_0719500|PVP01_0719500.1|unknown -            881 6772at5820           -            379   8.3e-06   23.4   8.8   1   2      0.03        13    3.0   0.0   269   299   156   186   137   208 0.84 -
GCA_003402215.1|PVP01_0719500|PVP01_0719500.1|unknown -            881 6772at5820           -            379   8.3e-06   23.4   8.8   2   2   1.3e-06   0.00057   17.4   7.6   115   299   222   447   212   460 0.64 -
GCA_003402215.1|PVP01_1412200|PVP01_1412200.1|unknown -            524 6772at5820           -            379   1.6e-05   22.5   9.0   1   1   7.9e-08   3.5e-05   21.4   9.0   117   274   227   390   170   403 0.82 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6772at5820           -            379    0.0001   19.8   2.2   1   2     2e-05    0.0087   13.5   0.4   122   196   267   421   251   431 0.85 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 6772at5820           -            379    0.0001   19.8   2.2   2   2     0.033        15    2.9   0.1   295   332   458   495   430   498 0.68 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 6772at5820           -            379    0.0012   16.4   2.1   1   2   4.9e-05     0.022   12.2   0.5   155   204   288   338   281   346 0.82 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 6772at5820           -            379    0.0012   16.4   2.1   2   2    0.0069         3    5.1   0.1   156   191   332   368   326   400 0.58 -
