#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0204400|PVP01_0204400.1|unknown -            447 6254at5820           -            400    1e-243  806.9  16.1   1   1  1.1e-244  3.4e-242  801.9  16.1     1   400     6   447     6   447 0.94 -
GCA_003402215.1|PVP01_1225200|PVP01_1225200.1|unknown -            528 6254at5820           -            400   8.3e-41  138.7   4.0   1   2   1.7e-23   5.4e-21   73.5   0.0    27   193    27   211    10   218 0.80 -
GCA_003402215.1|PVP01_1225200|PVP01_1225200.1|unknown -            528 6254at5820           -            400   8.3e-41  138.7   4.0   2   2   2.8e-20   8.9e-18   62.9   1.8   144   386   275   526   266   528 0.76 -
GCA_003402215.1|PVP01_1316200|PVP01_1316200.1|unknown -            461 6254at5820           -            400   1.2e-37  128.4  17.0   1   3   3.2e-18     1e-15   56.1   6.2    28   165    33   175     6   200 0.84 -
GCA_003402215.1|PVP01_1316200|PVP01_1316200.1|unknown -            461 6254at5820           -            400   1.2e-37  128.4  17.0   2   3   0.00036      0.11    9.9   0.1   216   243   200   227   176   240 0.77 -
GCA_003402215.1|PVP01_1316200|PVP01_1316200.1|unknown -            461 6254at5820           -            400   1.2e-37  128.4  17.0   3   3   3.1e-22   9.6e-20   69.4   0.6   210   328   343   461   317   461 0.88 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 6254at5820           -            400   9.5e-14   49.6   2.6   1   4       5.8   1.8e+03   -4.0   0.1    17    63   112   158   105   167 0.77 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 6254at5820           -            400   9.5e-14   49.6   2.6   2   4     0.062        19    2.5   0.1   299   324   250   274   205   347 0.73 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 6254at5820           -            400   9.5e-14   49.6   2.6   3   4   1.5e-11   4.6e-09   34.2   0.2   210   323   437   551   426   552 0.90 -
GCA_003402215.1|PVP01_1210900|PVP01_1210900.1|unknown -            648 6254at5820           -            400   9.5e-14   49.6   2.6   4   4   1.8e-08   5.5e-06   24.1   0.2   220   328   533   641   531   645 0.86 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6254at5820           -            400   4.6e-12   44.1   0.2   1   4      0.18        55    1.0   0.0   345   383    16    53    13    68 0.83 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6254at5820           -            400   4.6e-12   44.1   0.2   2   4   1.3e-07     4e-05   21.2   0.0   209   324    72   189    66   199 0.87 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6254at5820           -            400   4.6e-12   44.1   0.2   3   4     2e-08   6.4e-06   23.9   0.0   219   323   169   270   164   285 0.85 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 6254at5820           -            400   4.6e-12   44.1   0.2   4   4       1.1   3.4e+02   -1.6   0.0   266   280   305   319   292   322 0.49 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 6254at5820           -            400   8.2e-10   36.7   2.5   1   3   0.00024     0.075   10.5   0.6   244   281   276   313   123   334 0.87 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 6254at5820           -            400   8.2e-10   36.7   2.5   2   3   1.4e-08   4.2e-06   24.4   0.0   185   313   337   470   324   476 0.82 -
GCA_003402215.1|PVP01_0837800|PVP01_0837800.1|unknown -            595 6254at5820           -            400   8.2e-10   36.7   2.5   3   3      0.76   2.4e+02   -1.1   0.0   202   252   489   539   471   573 0.61 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 6254at5820           -            400   9.1e-10   36.5   0.3   1   2   6.3e-10     2e-07   28.8   0.2   243   325   287   369   280   390 0.82 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 6254at5820           -            400   9.1e-10   36.5   0.3   2   2    0.0093       2.9    5.2   0.0   205   237   424   459   390   467 0.79 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6254at5820           -            400     9e-09   33.2   3.9   1   4      0.01       3.2    5.1   0.0   284   326    29    70    24    77 0.83 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 6254at5820           -            400     9e-09   33.2   3.9   2   4     0.023       7.1    4.0   0.1   262   316    50   105    40   114 0.78 -
