#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0308500|PVP01_0308500.1|unknown -            159 5504at5820           -            407  6.9e-101  336.4   8.5   1   1  1.3e-103  7.6e-101  336.3   8.5   228   385     1   159     1   159 0.99 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5504at5820           -            407   1.1e-13   49.2  12.3   1   4     4e-06    0.0024   15.2   0.1   230   331   102   203    66   223 0.73 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5504at5820           -            407   1.1e-13   49.2  12.3   2   4   0.00029      0.17    9.1   1.4    33    97   351   424   344   476 0.68 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5504at5820           -            407   1.1e-13   49.2  12.3   3   4   2.9e-09   1.7e-06   25.6   0.6   221   325   465   569   429   579 0.76 -
GCA_003402215.1|PVP01_0946700|PVP01_0946700.1|unknown -            660 5504at5820           -            407   1.1e-13   49.2  12.3   4   4    0.0057       3.3    4.8   0.1    75   113   620   658   602   660 0.77 -
GCA_003402215.1|PVP01_1455700|PVP01_1455700.1|unknown -            516 5504at5820           -            407   1.1e-08   32.8   1.6   1   1   3.3e-11     2e-08   32.0   1.6   136   278   306   458   293   500 0.79 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5504at5820           -            407   2.8e-08   31.4   6.4   1   4       0.4   2.3e+02   -1.2   0.0    48    81    18    52    13    66 0.66 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5504at5820           -            407   2.8e-08   31.4   6.4   2   4      0.03        18    2.4   0.1   248   320    69    99    31   107 0.54 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5504at5820           -            407   2.8e-08   31.4   6.4   3   4   2.3e-08   1.3e-05   22.6   0.3   248   320   111   186   104   191 0.86 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 5504at5820           -            407   2.8e-08   31.4   6.4   4   4    0.0036       2.1    5.5   0.0    74   122   181   237   175   245 0.77 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5504at5820           -            407     6e-08   30.3  16.6   1   3   5.9e-08   3.5e-05   21.2   1.1    80   156     7    86     2    92 0.80 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5504at5820           -            407     6e-08   30.3  16.6   2   3     0.002       1.2    6.3   0.9   255   320    92   160    85   182 0.77 -
GCA_003402215.1|PVP01_1308500|PVP01_1308500.1|unknown -            703 5504at5820           -            407     6e-08   30.3  16.6   3   3   3.9e-05     0.023   11.9   1.5   256   345   262   350   232   367 0.72 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5504at5820           -            407   3.6e-07   27.8   4.6   1   3      0.05        29    1.7   0.1   308   322   271   285   238   357 0.59 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5504at5820           -            407   3.6e-07   27.8   4.6   2   3   1.5e-08   8.9e-06   23.2   0.4   224   315   360   450   349   460 0.85 -
GCA_003402215.1|PVP01_0831600|PVP01_0831600.1|unknown -            498 5504at5820           -            407   3.6e-07   27.8   4.6   3   3     0.043        26    1.9   0.0    82   113   466   497   458   498 0.79 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5504at5820           -            407   6.1e-07   27.0   9.3   1   3   6.2e-09   3.7e-06   24.5   3.2   224   316   341   433   306   494 0.74 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5504at5820           -            407   6.1e-07   27.0   9.3   2   3    0.0099       5.9    4.0   2.0   218   320   462   569   436   589 0.68 -
GCA_003402215.1|PVP01_1438500|PVP01_1438500.1|unknown -            612 5504at5820           -            407   6.1e-07   27.0   9.3   3   3     0.018        11    3.2   0.3    45    81   534   571   504   611 0.58 -
GCA_003402215.1|PVP01_1023200|PVP01_1023200.1|unknown -            647 5504at5820           -            407   9.9e-05   19.8   1.0   1   4       6.1   3.6e+03   -5.1   5.0   313   384   194   266   175   291 0.58 -
