#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0811700|PVP01_0811700.1|unknown -            543 6346at5820           -            465  5.7e-239  791.8  75.8   1   1  3.9e-241  4.2e-238  788.9  75.8    13   465    45   543    30   543 0.94 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 6346at5820           -            465   4.7e-10   37.1  17.2   1   3     4e-06    0.0042   14.1   0.3   133   220   209   296   192   299 0.81 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 6346at5820           -            465   4.7e-10   37.1  17.2   2   3   1.3e-10   1.4e-07   28.9   3.8    57   200   280   424   276   432 0.86 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 6346at5820           -            465   4.7e-10   37.1  17.2   3   3     0.014        14    2.5   5.6    79   192   410   526   399   541 0.60 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 6346at5820           -            465   0.00077   16.6  23.7   1   5     0.012        13    2.7   0.0   108   162    80   133    62   145 0.78 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 6346at5820           -            465   0.00077   16.6  23.7   2   5   0.00057       0.6    7.0   0.2   126   171   188   233   182   245 0.69 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 6346at5820           -            465   0.00077   16.6  23.7   3   5   3.6e-06    0.0038   14.3   8.6   123   222   366   470   356   508 0.79 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 6346at5820           -            465   0.00077   16.6  23.7   4   5      0.11   1.1e+02   -0.5   0.0   137   196   568   633   558   653 0.70 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 6346at5820           -            465   0.00077   16.6  23.7   5   5      0.17   1.8e+02   -1.1   0.1    56   109   729   783   725   796 0.85 -
GCA_003402215.1|PVP01_0713700|PVP01_0713700.1|unknown -            713 6346at5820           -            465     0.014   12.4   8.8   1   3   7.4e-05     0.078   10.0   0.5    42   105    61   129    45   222 0.67 -
GCA_003402215.1|PVP01_0713700|PVP01_0713700.1|unknown -            713 6346at5820           -            465     0.014   12.4   8.8   2   3      0.36   3.8e+02   -2.2   0.1    88   146   391   451   380   457 0.65 -
GCA_003402215.1|PVP01_0713700|PVP01_0713700.1|unknown -            713 6346at5820           -            465     0.014   12.4   8.8   3   3   0.00053      0.56    7.1   0.4   194   248   521   576   516   616 0.77 -
GCA_003402215.1|PVP01_0810000|PVP01_0810000.1|unknown -            807 6346at5820           -            465      0.27    8.2  62.7   1   3   2.1e-05     0.022   11.8   4.6   152   232   155   234   126   246 0.81 -
GCA_003402215.1|PVP01_0810000|PVP01_0810000.1|unknown -            807 6346at5820           -            465      0.27    8.2  62.7   2   3   3.4e-05     0.036   11.1   5.0   173   248   248   327   241   340 0.78 -
GCA_003402215.1|PVP01_0810000|PVP01_0810000.1|unknown -            807 6346at5820           -            465      0.27    8.2  62.7   3   3       0.4   4.2e+02   -2.3  36.9   213   448   471   742   455   757 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6346at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6346at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6346at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:17:56 2026
# [ok]
