#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0716300|PVP01_0716300.1|unknown -            694 3789at5820           -            599         0 1329.1  22.2   1   1         0         0 1328.8  22.2     1   592    33   636    33   639 0.99 -
GCA_003402215.1|PVP01_0515400|PVP01_0515400.1|unknown -            682 3789at5820           -            599  8.5e-232  769.0   8.3   1   1  9.7e-235    1e-231  768.7   8.3     1   591    20   628    20   632 0.94 -
GCA_003402215.1|PVP01_0934800|PVP01_0934800.1|unknown -            663 3789at5820           -            599  9.9e-183  606.9  17.3   1   1  1.2e-185  1.2e-182  606.6  17.3     1   587    46   637    46   647 0.92 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3789at5820           -            599     8e-28   95.3   7.4   1   3   1.1e-22   1.1e-19   68.4   3.5     1   233     6   250     6   264 0.82 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3789at5820           -            599     8e-28   95.3   7.4   2   3   2.2e-13   2.4e-10   37.6   0.1   235   366   281   412   273   422 0.88 -
GCA_003402215.1|PVP01_0109100|PVP01_0109100.1|unknown -            887 3789at5820           -            599     8e-28   95.3   7.4   3   3         5   5.3e+03  -14.8  18.0   497   564   810   877   793   887 0.57 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3789at5820           -            599     4e-27   93.0  23.9   1   3   0.00053      0.57    6.7   0.0     1    66    29    95    29   116 0.82 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3789at5820           -            599     4e-27   93.0  23.9   2   3   4.5e-30   4.7e-27   92.8   7.8    97   381   159   463   140   588 0.78 -
GCA_003402215.1|PVP01_1210600|PVP01_1210600.1|unknown -            928 3789at5820           -            599     4e-27   93.0  23.9   3   3     0.036        38    0.6   4.1   496   582   651   744   638   750 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3789at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3789at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3789at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:08:48 2026
# [ok]
