#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0522000|PVP01_0522000.1|unknown -            236 12453at5820          -            188  1.2e-110  365.7  13.1   1   1  8.6e-112  4.2e-109  360.7  13.1     1   188     1   218     1   218 0.94 -
GCA_003402215.1|PVP01_0806500|PVP01_0806500.1|unknown -            250 12453at5820          -            188   1.3e-08   33.0   6.1   1   2   6.5e-11   3.2e-08   31.8   3.5    35   159    22   150    10   163 0.71 -
GCA_003402215.1|PVP01_0806500|PVP01_0806500.1|unknown -            250 12453at5820          -            188   1.3e-08   33.0   6.1   2   2      0.11        53    1.7   0.0    78   108   215   245   158   248 0.68 -
GCA_003402215.1|PVP01_1421700|PVP01_1421700.1|unknown -            124 12453at5820          -            188   3.5e-07   28.4   0.3   1   1   1.2e-09     6e-07   27.6   0.2    34   108     8    82     4    88 0.94 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 12453at5820          -            188   4.2e-06   24.9   1.1   1   3     9e-06    0.0044   15.0   0.0    35   124    17   106     9   122 0.84 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 12453at5820          -            188   4.2e-06   24.9   1.1   2   3      0.51   2.5e+02   -0.5   0.0    36   101   106   170    89   181 0.75 -
GCA_003402215.1|PVP01_1442500|PVP01_1442500.1|unknown -            896 12453at5820          -            188   4.2e-06   24.9   1.1   3   3     0.002      0.99    7.3   0.1    35    98   194   254   172   267 0.80 -
GCA_003402215.1|PVP01_0820700|PVP01_0820700.1|unknown -            307 12453at5820          -            188   5.5e-06   24.5   0.1   1   3   1.1e-08   5.5e-06   24.5   0.1    20   113    22   115     5   129 0.84 -
GCA_003402215.1|PVP01_0820700|PVP01_0820700.1|unknown -            307 12453at5820          -            188   5.5e-06   24.5   0.1   2   3      0.61   2.9e+02   -0.7   0.2   132   160   160   187   153   197 0.59 -
GCA_003402215.1|PVP01_0820700|PVP01_0820700.1|unknown -            307 12453at5820          -            188   5.5e-06   24.5   0.1   3   3       2.8   1.4e+03   -2.9   6.4   116   156   211   253   196   264 0.71 -
GCA_003402215.1|PVP01_0927500|PVP01_0927500.1|unknown -           1075 12453at5820          -            188   2.4e-05   22.4   0.0   1   2     5e-08   2.4e-05   22.4   0.0    36   107     8    79     2    87 0.94 -
GCA_003402215.1|PVP01_0927500|PVP01_0927500.1|unknown -           1075 12453at5820          -            188   2.4e-05   22.4   0.0   2   2       4.9   2.3e+03   -3.7   0.2   139   163   459   480   458   488 0.63 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12453at5820          -            188   3.8e-05   21.8   0.5   1   2    0.0012       0.6    8.0   0.0    28    85   112   169   101   193 0.83 -
GCA_003402215.1|PVP01_0521000|PVP01_0521000.1|unknown -            361 12453at5820          -            188   3.8e-05   21.8   0.5   2   2   0.00011     0.054   11.5   0.1    33   102   201   269   190   294 0.89 -
GCA_003402215.1|PVP01_0731700|PVP01_0731700.1|unknown -            708 12453at5820          -            188   3.8e-05   21.7   0.2   1   2   2.9e-07   0.00014   19.9   0.0    35   107     8    80     2    86 0.94 -
GCA_003402215.1|PVP01_0731700|PVP01_0731700.1|unknown -            708 12453at5820          -            188   3.8e-05   21.7   0.2   2   2       0.8   3.9e+02   -1.1   0.0    51   137   209   299   176   307 0.64 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 12453at5820          -            188   9.8e-05   20.4   0.0   1   2      0.73   3.5e+02   -1.0   1.8   134   179    28    76    23    96 0.62 -
GCA_003402215.1|PVP01_0519700|PVP01_0519700.1|unknown -            269 12453at5820          -            188   9.8e-05   20.4   0.0   2   2     2e-07   9.8e-05   20.4   0.0    33    98   187   252   176   263 0.90 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 12453at5820          -            188    0.0041   15.1   0.0   1   2   0.00022       0.1   10.5   0.0    36    97   189   250   179   263 0.88 -
GCA_003402215.1|PVP01_1112500|PVP01_1112500.1|unknown -            506 12453at5820          -            188    0.0041   15.1   0.0   2   2      0.11        54    1.7   0.0    74    99   412   437   390   462 0.79 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 12453at5820          -            188     0.046   11.7   4.8   1   2     0.077        37    2.2   0.4    28   102   426   500   418   510 0.69 -
GCA_003402215.1|PVP01_1142400|PVP01_1142400.1|unknown -            778 12453at5820          -            188     0.046   11.7   4.8   2   2   0.00019     0.091   10.7   0.5    14   108   678   772   666   775 0.83 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12453at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12453at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12453at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:57:11 2026
# [ok]
