#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1026000|PVP01_1026000.1|unknown -            355 10396at5820          -            298  3.4e-142  471.1  16.2   1   1    5e-145  4.5e-142  470.8  16.2     6   287    25   312    21   326 0.94 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   1  12      0.26   2.3e+02   -1.0   0.5   210   277   450   520   443   529 0.78 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   2  12      0.41   3.6e+02   -1.7   0.1    19    45   535   561   524   581 0.61 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   3  12    0.0036       3.2    5.0   0.0   179   198   818   837   808   843 0.86 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   4  12    0.0015       1.3    6.3   0.1   233   276   849   895   837   914 0.76 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   5  12       1.6   1.5e+03   -3.7   0.1   226   278   928   981   925   989 0.74 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   6  12   4.8e-05     0.042   11.2   0.5   124   234  1066  1168  1062  1179 0.84 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   7  12      0.63   5.6e+02   -2.3   0.1   188   248  1234  1294  1222  1325 0.65 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   8  12   1.4e-07   0.00012   19.5   4.0    96   283  1484  1655  1466  1668 0.74 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3   9  12   6.4e-05     0.057   10.8   0.0   157   198  1831  1875  1800  1939 0.61 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3  10  12     0.045        40    1.4   0.1   240   273  1952  1986  1927  1998 0.78 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3  11  12   9.1e-09     8e-06   23.4   0.1    50   198  2171  2332  2160  2343 0.80 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10396at5820          -            298   2.4e-21   74.4  63.3  12  12   3.9e-09   3.5e-06   24.6   6.2    59   220  2480  2648  2439  2676 0.71 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   1   8      0.63   5.6e+02   -2.3   0.0   183   194   286   297   281   305 0.83 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   2   8    0.0044       3.9    4.7   3.2   107   194   510   593   507   596 0.82 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   3   8    0.0036       3.2    5.0   1.4   158   180   700   722   627   729 0.57 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   4   8    0.0027       2.4    5.5   0.1   119   197   873   952   834   970 0.71 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   5   8   3.8e-10   3.4e-07   27.9   9.3   120   265  1229  1361  1158  1373 0.72 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   6   8   4.5e-05      0.04   11.3   1.0   154   208  1668  1722  1599  1751 0.68 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   7   8      0.13   1.2e+02   -0.1   0.1   182   208  1919  1945  1902  1956 0.81 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10396at5820          -            298   5.8e-14   50.1  57.8   8   8   7.5e-08   6.6e-05   20.4   3.5    86   209  2048  2173  2028  2202 0.71 -
GCA_003402215.1|PVP01_1136400|PVP01_1136400.1|unknown -            359 10396at5820          -            298   8.9e-11   39.7  14.7   1   3   4.8e-09   4.2e-06   24.3   4.2   137   263    27   158    18   162 0.77 -
GCA_003402215.1|PVP01_1136400|PVP01_1136400.1|unknown -            359 10396at5820          -            298   8.9e-11   39.7  14.7   2   3   3.5e-08   3.1e-05   21.5   0.4   133   198   189   259   171   279 0.73 -
GCA_003402215.1|PVP01_1136400|PVP01_1136400.1|unknown -            359 10396at5820          -            298   8.9e-11   39.7  14.7   3   3      0.13   1.2e+02   -0.1   0.2    95   116   284   305   259   309 0.64 -
GCA_003402215.1|PVP01_0303800|PVP01_0303800.1|unknown -            487 10396at5820          -            298     3e-06   24.8   4.8   1   1   6.9e-09   6.1e-06   23.8   4.8   103   197   129   229   103   280 0.79 -
GCA_003402215.1|PVP01_1107900|PVP01_1107900.1|unknown -            936 10396at5820          -            298    0.0054   14.1   0.6   1   1   3.6e-05     0.032   11.6   0.6   165   277   702   811   679   823 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10396at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10396at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10396at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:56:04 2026
# [ok]
