#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1125200|PVP01_1125200.1|unknown -            185 13550at5820          -            150   1.2e-85  283.2  12.7   1   1   6.3e-88   4.2e-85  281.4  12.7     1   150    22   185    22   185 0.93 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 13550at5820          -            150   1.5e-20   71.9  43.2   1   5   0.00012     0.082   11.1   4.4    44   127   179   264   141   277 0.73 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 13550at5820          -            150   1.5e-20   71.9  43.2   2   5   0.00016      0.11   10.7   3.9    79   132   277   336   266   338 0.83 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 13550at5820          -            150   1.5e-20   71.9  43.2   3   5   1.1e-08   7.4e-06   24.2   6.0    74   130   338   395   332   397 0.91 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 13550at5820          -            150   1.5e-20   71.9  43.2   4   5   6.1e-09   4.1e-06   25.1   4.9    71   132   396   459   393   461 0.88 -
GCA_003402215.1|PVP01_0820000|PVP01_0820000.1|unknown -            553 13550at5820          -            150   1.5e-20   71.9  43.2   5   5   2.1e-07   0.00014   20.1   1.4    73   143   460   535   455   539 0.82 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   1.9e-19   68.3  22.7   1   5   5.9e-06    0.0039   15.4   0.5    73   131    34    93    27    96 0.76 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   1.9e-19   68.3  22.7   2   5   1.4e-07   9.5e-05   20.6   3.7    71   129    93   152    90   156 0.93 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   1.9e-19   68.3  22.7   3   5   8.6e-07   0.00057   18.1   1.7    71   129   154   213   151   233 0.91 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   1.9e-19   68.3  22.7   4   5      0.15        98    1.1   0.0    74   127   218   278   213   282 0.62 -
GCA_003402215.1|PVP01_1320100|PVP01_1320100.1|unknown -            378 13550at5820          -            150   1.9e-19   68.3  22.7   5   5   5.2e-09   3.4e-06   25.3   0.2    74   129   286   341   278   348 0.90 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 13550at5820          -            150   5.5e-15   53.9  41.5   1   5   9.2e-09   6.1e-06   24.5   5.4    41   127    53   143    24   155 0.70 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 13550at5820          -            150   5.5e-15   53.9  41.5   2   5   5.9e-08   3.9e-05   21.9   3.3    72   128   155   214   144   222 0.87 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 13550at5820          -            150   5.5e-15   53.9  41.5   3   5    0.0001     0.069   11.3   2.1    79   126   223   271   215   276 0.89 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 13550at5820          -            150   5.5e-15   53.9  41.5   4   5   1.4e-05    0.0094   14.1   3.7    72   128   277   333   270   338 0.88 -
GCA_003402215.1|PVP01_1223200|PVP01_1223200.1|unknown -            498 13550at5820          -            150   5.5e-15   53.9  41.5   5   5     0.071        47    2.1   0.5    70    88   337   355   333   416 0.70 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   1   6      0.64   4.3e+02   -1.0   0.8    17    55    84   123    69   137 0.65 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   2   6   6.2e-10   4.1e-07   28.3   1.0    68   132   230   295   174   299 0.78 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   3   6   1.8e-08   1.2e-05   23.6   2.4    73   127   300   353   293   353 0.89 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   4   6   2.7e-06    0.0018   16.5   2.9    67   129   354   420   354   428 0.79 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   5   6    0.0024       1.6    6.9   1.3    78   130   430   486   419   491 0.79 -
GCA_003402215.1|PVP01_0904300|PVP01_0904300.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  41.3   6   6     0.076        50    2.0   1.7    69   126   486   546   483   567 0.74 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  28.4   1   5   0.00054      0.36    9.0   1.0    28   131   179   288   167   291 0.73 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  28.4   2   5   0.00032      0.21    9.8   0.1    70   127   290   351   286   355 0.86 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  28.4   3   5     3e-09     2e-06   26.1   1.0    67   128   352   415   351   419 0.91 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  28.4   4   5   0.00024      0.16   10.2   0.4    70   127   420   480   415   488 0.83 -
GCA_003402215.1|PVP01_1215900|PVP01_1215900.1|unknown -            584 13550at5820          -            150   1.5e-14   52.5  28.4   5   5   1.1e-05    0.0073   14.5   3.6    74   131   489   549   482   558 0.81 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   8.2e-05   20.8  13.5   1   3      0.51   3.4e+02   -0.7   0.8    34    58    43    59    23    78 0.59 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   8.2e-05   20.8  13.5   2   3   4.6e-07    0.0003   19.0   1.9    68   128   124   186    76   195 0.70 -
GCA_003402215.1|PVP01_1119500|PVP01_1119500.1|unknown -            282 13550at5820          -            150   8.2e-05   20.8  13.5   3   3   0.00042      0.28    9.4   0.2    79   129   197   248   186   266 0.86 -
GCA_003402215.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 13550at5820          -            150      0.32    9.2  13.5   1   2   0.00053      0.35    9.0   3.5    72   130    94   160    79   164 0.76 -
GCA_003402215.1|PVP01_1003000|PVP01_1003000.1|unknown -            250 13550at5820          -            150      0.32    9.2  13.5   2   2     0.017        11    4.1   4.5    74   127   163   219   158   226 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
