#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1340000|PVP01_1340000.1|unknown -            536 7291at5820           -            381   1.4e-57  193.6  12.1   1   1   1.3e-60   1.8e-57  193.3  12.1     1   117    23   149    23   154 0.92 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7291at5820           -            381   4.5e-05   20.8   8.2   1   4    0.0086        11    3.0   0.1   227   246    93   112    79   119 0.84 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7291at5820           -            381   4.5e-05   20.8   8.2   2   4   1.9e-06    0.0025   15.1   0.6   213   264   120   171   111   192 0.88 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7291at5820           -            381   4.5e-05   20.8   8.2   3   4    0.0018       2.4    5.3   0.1   212   245   201   235   195   269 0.78 -
GCA_003402215.1|PVP01_0511500|PVP01_0511500.1|unknown -            324 7291at5820           -            381   4.5e-05   20.8   8.2   4   4      0.12   1.6e+02   -0.7   0.1   116   246   256   285   251   307 0.64 -
GCA_003402215.1|PVP01_0618600|PVP01_0618600.1|unknown -            733 7291at5820           -            381     0.001   16.4   0.3   1   2   5.2e-05     0.069   10.4   0.1   224   272   207   256   150   278 0.75 -
GCA_003402215.1|PVP01_0618600|PVP01_0618600.1|unknown -            733 7291at5820           -            381     0.001   16.4   0.3   2   2    0.0066       8.8    3.4   0.0   125   195   306   375   296   378 0.73 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7291at5820           -            381     0.051   10.8   5.5   1   4      0.28   3.8e+02   -2.0   0.0   226   244    34    52    19    56 0.78 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7291at5820           -            381     0.051   10.8   5.5   2   4   0.00045       0.6    7.2   0.0   174   251   115   195   100   209 0.79 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7291at5820           -            381     0.051   10.8   5.5   3   4    0.0034       4.5    4.4   0.1   217   253   243   279   218   285 0.80 -
GCA_003402215.1|PVP01_0507600|PVP01_0507600.1|unknown -            322 7291at5820           -            381     0.051   10.8   5.5   4   4      0.15   2.1e+02   -1.1   0.1   226   248   300   322   290   322 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7291at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7291at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7291at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:17:57 2026
# [ok]
