#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0722700|PVP01_0722700.1|unknown -            940 3545at5820           -            654   3.6e-11   40.2   0.0   1   1   3.5e-14   4.6e-11   39.9   0.0     1    64    47   116    47   118 0.85 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 3545at5820           -            654     4e-11   40.1   3.8   1   3      0.02        27    1.0   0.0   369   424   211   267   155   279 0.46 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 3545at5820           -            654     4e-11   40.1   3.8   2   3   3.5e-06    0.0046   13.4   0.2   366   418   283   335   279   342 0.94 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 3545at5820           -            654     4e-11   40.1   3.8   3   3   1.3e-09   1.8e-06   24.7   0.1   315   430   343   459   336   477 0.84 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 3545at5820           -            654   1.6e-05   21.5   6.8   1   4   1.2e-08   1.6e-05   21.5   6.8   276   434    62   226    45   231 0.71 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 3545at5820           -            654   1.6e-05   21.5   6.8   2   4   0.00098       1.3    5.4   5.3   320   427   215   335   213   362 0.77 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 3545at5820           -            654   1.6e-05   21.5   6.8   3   4    0.0048       6.4    3.1   2.9   345   424   370   449   351   452 0.77 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 3545at5820           -            654   1.6e-05   21.5   6.8   4   4     0.016        21    1.3   0.8   353   404   452   503   447   515 0.86 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 3545at5820           -            654    0.0054   13.2   8.1   1   3   0.00016      0.21    8.0   0.0   352   396    89   133    67   147 0.78 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 3545at5820           -            654    0.0054   13.2   8.1   2   3    0.0041       5.4    3.3   0.2   401   436   192   227   185   240 0.81 -
GCA_003402215.1|PVP01_1140700|PVP01_1140700.1|unknown -           1228 3545at5820           -            654    0.0054   13.2   8.1   3   3    0.0026       3.4    4.0   1.8   371   433   423   485   398   516 0.83 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3545at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3545at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3545at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:07:31 2026
# [ok]
