#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1330600|PVP01_1330600.1|unknown -            136 14128at5820          -            118   3.1e-56  187.0   5.5   1   1   6.1e-57   2.3e-54  180.9   5.5     2   118     4   136     3   136 0.92 -
GCA_003402215.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 14128at5820          -            118   3.1e-10   38.6   0.6   1   3   1.4e-05    0.0053   15.3   0.0     6    34    13    41     6    51 0.89 -
GCA_003402215.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 14128at5820          -            118   3.1e-10   38.6   0.6   2   3     0.027        10    4.6   0.1    49    94    39    85    36    87 0.79 -
GCA_003402215.1|PVP01_1315300|PVP01_1315300.1|unknown -            149 14128at5820          -            118   3.1e-10   38.6   0.6   3   3   4.3e-07   0.00016   20.1   0.1    44   116    71   146    65   148 0.80 -
GCA_003402215.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 14128at5820          -            118   2.3e-09   35.8   1.8   1   2   2.6e-06   0.00097   17.6   0.1     2    42    15    55    14    68 0.89 -
GCA_003402215.1|PVP01_0906300|PVP01_0906300.1|unknown -            167 14128at5820          -            118   2.3e-09   35.8   1.8   2   2   2.3e-06   0.00087   17.8   0.3    37   118    70   154    60   154 0.88 -
GCA_003402215.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 14128at5820          -            118   2.3e-08   32.6   0.1   1   2   0.00046      0.18   10.4   0.0     5    36    28    59    24    73 0.91 -
GCA_003402215.1|PVP01_1260400|PVP01_1260400.1|unknown -            168 14128at5820          -            118   2.3e-08   32.6   0.1   2   2   3.8e-07   0.00014   20.3   0.1    38   105    81   148    76   163 0.87 -
GCA_003402215.1|PVP01_1423500|PVP01_1423500.1|unknown -            242 14128at5820          -            118   1.3e-07   30.1   1.6   1   2    0.0015      0.56    8.7   1.0     8    54    20    66    11   157 0.89 -
GCA_003402215.1|PVP01_1423500|PVP01_1423500.1|unknown -            242 14128at5820          -            118   1.3e-07   30.1   1.6   2   2     5e-07   0.00019   19.9   0.0    37   101   148   213   145   227 0.90 -
GCA_003402215.1|PVP01_0615900|PVP01_0615900.1|unknown -            236 14128at5820          -            118   2.7e-07   29.1   0.5   1   2   4.6e-05     0.017   13.6   0.0     5    52    12    59     8    85 0.85 -
GCA_003402215.1|PVP01_0615900|PVP01_0615900.1|unknown -            236 14128at5820          -            118   2.7e-07   29.1   0.5   2   2   5.5e-05     0.021   13.3   0.4    56   101   169   214   136   232 0.85 -
GCA_003402215.1|PVP01_0612800|PVP01_0612800.1|unknown -            175 14128at5820          -            118   3.9e-07   28.6   1.7   1   2     0.017       6.6    5.3   0.0     4    26    38    60    35    64 0.90 -
GCA_003402215.1|PVP01_0612800|PVP01_0612800.1|unknown -            175 14128at5820          -            118   3.9e-07   28.6   1.7   2   2   2.2e-07   8.5e-05   21.0   0.5    51   111   101   164    95   169 0.88 -
GCA_003402215.1|PVP01_0207800|PVP01_0207800.1|unknown -            133 14128at5820          -            118   7.4e-07   27.7   0.0   1   2   2.9e-05     0.011   14.2   0.0     5    36    28    59    24    67 0.90 -
GCA_003402215.1|PVP01_0207800|PVP01_0207800.1|unknown -            133 14128at5820          -            118   7.4e-07   27.7   0.0   2   2   0.00018      0.07   11.6   0.0    39    75    95   131    91   133 0.92 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14128at5820          -            118   3.2e-05   22.4   5.0   1   4      0.37   1.4e+02    1.0   0.0     8    26    32    50    25    56 0.65 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14128at5820          -            118   3.2e-05   22.4   5.0   2   4    0.0054       2.1    6.9   0.0     5    30    61    86    56    99 0.84 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14128at5820          -            118   3.2e-05   22.4   5.0   3   4    0.0026      0.99    7.9   0.1     8    33   101   126    92   135 0.82 -
GCA_003402215.1|PVP01_1255300|PVP01_1255300.1|unknown -            177 14128at5820          -            118   3.2e-05   22.4   5.0   4   4     0.012       4.6    5.8   0.0     3    26   137   160   135   174 0.80 -
GCA_003402215.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 14128at5820          -            118     7e-05   21.3   4.5   1   3      0.12        46    2.6   0.1    37    69    97   129    62   136 0.77 -
GCA_003402215.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 14128at5820          -            118     7e-05   21.3   4.5   2   3    0.0087       3.3    6.3   0.1     8    28   384   404   377   454 0.79 -
GCA_003402215.1|PVP01_0313300|PVP01_0313300.1|unknown -            529 14128at5820          -            118     7e-05   21.3   4.5   3   3   0.00028      0.11   11.0   0.1    55   115   461   522   443   525 0.79 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14128at5820          -            118    0.0016   16.9   4.8   1   3       2.5   9.5e+02   -1.7   0.1    50    85   139   174   127   186 0.65 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14128at5820          -            118    0.0016   16.9   4.8   2   3     0.044        17    4.0   0.0     6    32   461   487   457   502 0.87 -
GCA_003402215.1|PVP01_1216900|PVP01_1216900.1|unknown -            598 14128at5820          -            118    0.0016   16.9   4.8   3   3   0.00044      0.17   10.4   0.3     3    39   529   565   527   595 0.88 -
GCA_003402215.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 14128at5820          -            118    0.0023   16.4   2.7   1   3      0.01       3.8    6.0   0.1    50    77   370   397   365   402 0.79 -
GCA_003402215.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 14128at5820          -            118    0.0023   16.4   2.7   2   3     0.013       4.9    5.7   0.2     9    77   382   441   377   460 0.60 -
GCA_003402215.1|PVP01_0407500|PVP01_0407500.1|unknown -            526 14128at5820          -            118    0.0023   16.4   2.7   3   3     0.022       8.3    5.0   0.1     5    33   458   486   454   523 0.68 -
GCA_003402215.1|PVP01_1472000|PVP01_1472000.1|unknown -            368 14128at5820          -            118    0.0053   15.3   0.3   1   2       7.6   2.9e+03   -3.2   0.1    40    47   148   155   133   167 0.62 -
GCA_003402215.1|PVP01_1472000|PVP01_1472000.1|unknown -            368 14128at5820          -            118    0.0053   15.3   0.3   2   2   3.9e-05     0.015   13.8   0.0    56   102   254   300   241   310 0.88 -
GCA_003402215.1|PVP01_1262800|PVP01_1262800.1|unknown -            207 14128at5820          -            118    0.0084   14.6   3.1   1   2   6.1e-05     0.023   13.2   0.9    52    85    41    74    32   104 0.76 -
GCA_003402215.1|PVP01_1262800|PVP01_1262800.1|unknown -            207 14128at5820          -            118    0.0084   14.6   3.1   2   2      0.68   2.6e+02    0.1   0.0    10    26   129   145   122   156 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14128at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14128at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14128at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:02:12 2026
# [ok]
