#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1212200|PVP01_1212200.1|unknown -            817 2337at5820           -            732         0 1514.2  15.2   1   1         0         0 1511.5  15.2     1   732     1   813     1   813 0.95 -
GCA_003402215.1|PVP01_1030300|PVP01_1030300.1|unknown -            800 2337at5820           -            732  4.6e-124  413.5  32.6   1   1  1.9e-126    2e-123  411.4  32.6    23   720    17   769    11   776 0.85 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 2337at5820           -            732     1e-54  184.2  13.0   1   5   2.9e-16   3.1e-13   47.0   0.0    94   195   109   220    97   232 0.84 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 2337at5820           -            732     1e-54  184.2  13.0   2   5   7.1e-21   7.6e-18   62.3   0.0   205   282   346   423   320   445 0.86 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 2337at5820           -            732     1e-54  184.2  13.0   3   5      0.36   3.9e+02   -2.9   0.0   395   423   673   701   659   707 0.82 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 2337at5820           -            732     1e-54  184.2  13.0   4   5   1.6e-15   1.7e-12   44.6   4.5   423   568   769   937   761   963 0.74 -
GCA_003402215.1|PVP01_0941200|PVP01_0941200.1|unknown -           1752 2337at5820           -            732     1e-54  184.2  13.0   5   5   1.2e-11   1.2e-08   31.9   0.3   584   669  1050  1135  1041  1150 0.92 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 2337at5820           -            732   1.3e-39  134.3   7.2   1   3     1e-14   1.1e-11   41.9   0.1    96   195   112   231    98   239 0.79 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 2337at5820           -            732   1.3e-39  134.3   7.2   2   3   4.8e-27   5.1e-24   82.7   0.4   210   492   294   633   282   668 0.73 -
GCA_003402215.1|PVP01_1448000|PVP01_1448000.1|unknown -           1989 2337at5820           -            732   1.3e-39  134.3   7.2   3   3   2.3e-05     0.024   11.0   0.2   593   665   844   916   836   922 0.90 -
GCA_003402215.1|PVP01_1135200|PVP01_1135200.1|unknown -           2081 2337at5820           -            732   1.6e-25   87.7   4.0   1   3   5.8e-19   6.2e-16   56.0   0.0    89   201    79   193    62   213 0.89 -
GCA_003402215.1|PVP01_1135200|PVP01_1135200.1|unknown -           2081 2337at5820           -            732   1.6e-25   87.7   4.0   2   3   5.8e-12   6.2e-09   32.8   0.1   204   266   282   344   253   351 0.82 -
GCA_003402215.1|PVP01_1135200|PVP01_1135200.1|unknown -           2081 2337at5820           -            732   1.6e-25   87.7   4.0   3   3      0.72   7.7e+02   -3.8   0.3   270   294   374   397   372   408 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2337at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2337at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2337at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:06:10 2026
# [ok]
