#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1315500|PVP01_1315500.1|unknown -            257 11045at5820          -            214  7.8e-118  390.0   8.6   1   1  1.8e-120  1.1e-117  389.5   8.6     1   214     1   238     1   238 0.94 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 11045at5820          -            214   9.1e-14   49.8  15.9   1   4       3.8   2.3e+03   -3.7   0.0   186   212    38    66    35    68 0.70 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 11045at5820          -            214   9.1e-14   49.8  15.9   2   4   0.00037      0.22    9.4   0.1    13    52   194   233   180   269 0.68 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 11045at5820          -            214   9.1e-14   49.8  15.9   3   4   5.8e-08   3.4e-05   21.8   0.7   109   199   357   444   335   459 0.82 -
GCA_003402215.1|PVP01_0922300|PVP01_0922300.1|unknown -            792 11045at5820          -            214   9.1e-14   49.8  15.9   4   4     2e-09   1.2e-06   26.6   2.6    18   191   593   771   578   784 0.69 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 11045at5820          -            214   1.9e-12   45.5  11.8   1   5   0.00019      0.11   10.4   0.1    14    98   398   482   380   507 0.76 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 11045at5820          -            214   1.9e-12   45.5  11.8   2   5   6.4e-07   0.00038   18.4   0.1   114   179   578   643   553   660 0.86 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 11045at5820          -            214   1.9e-12   45.5  11.8   3   5       2.7   1.6e+03   -3.2   0.1   122   175   899   951   888   960 0.72 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 11045at5820          -            214   1.9e-12   45.5  11.8   4   5    0.0037       2.2    6.1   0.0    16    63  1181  1228  1162  1239 0.75 -
GCA_003402215.1|PVP01_1010900|PVP01_1010900.1|unknown -           1464 11045at5820          -            214   1.9e-12   45.5  11.8   5   5   5.9e-06    0.0035   15.3   0.1   114   177  1355  1418  1334  1431 0.85 -
GCA_003402215.1|PVP01_1309000|PVP01_1309000.1|unknown -            980 11045at5820          -            214   3.3e-11   41.5   3.4   1   2   6.7e-07   0.00039   18.4   0.3    15   123   642   756   637   762 0.80 -
GCA_003402215.1|PVP01_1309000|PVP01_1309000.1|unknown -            980 11045at5820          -            214   3.3e-11   41.5   3.4   2   2   2.2e-08   1.3e-05   23.2   0.2   114   180   877   941   849   963 0.83 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 11045at5820          -            214   3.8e-11   41.3  12.3   1   3     0.024        14    3.5   0.1    32    50   122   140   111   146 0.86 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 11045at5820          -            214   3.8e-11   41.3  12.3   2   3   4.5e-06    0.0026   15.7   0.7    97   182   213   300   195   314 0.68 -
GCA_003402215.1|PVP01_1103800|PVP01_1103800.1|unknown -            619 11045at5820          -            214   3.8e-11   41.3  12.3   3   3   5.4e-09   3.2e-06   25.2   1.5    15   188   372   554   360   573 0.70 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 11045at5820          -            214   2.9e-09   35.1  45.2   1   5   0.00019      0.11   10.3   2.9     5    68   187   252   183   360 0.77 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 11045at5820          -            214   2.9e-09   35.1  45.2   2   5   0.00071      0.42    8.5   7.3    94   200   474   579   458   589 0.82 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 11045at5820          -            214   2.9e-09   35.1  45.2   3   5       6.2   3.6e+03   -4.4   1.4    79   133   618   670   606   675 0.47 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 11045at5820          -            214   2.9e-09   35.1  45.2   4   5   4.8e-06    0.0029   15.5   0.2    17    50   846   879   836   886 0.89 -
GCA_003402215.1|PVP01_1426600|PVP01_1426600.1|unknown -           1302 11045at5820          -            214   2.9e-09   35.1  45.2   5   5   1.9e-08   1.1e-05   23.4   5.7    96   190  1035  1128  1024  1148 0.81 -
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   1.3e-08   33.0   2.0   1   3       3.7   2.2e+03   -3.7   0.0    43    69    48    74    37    81 0.72 -
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   1.3e-08   33.0   2.0   2   3     2e-06    0.0012   16.8   0.1    15    53   118   156   100   173 0.86 -
GCA_003402215.1|PVP01_1335400|PVP01_1335400.1|unknown -            351 11045at5820          -            214   1.3e-08   33.0   2.0   3   3   4.7e-06    0.0027   15.6   0.1   114   175   247   307   232   348 0.82 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 11045at5820          -            214   1.4e-08   32.9   4.5   1   3      0.78   4.6e+02   -1.5   0.1   113   139   337   363   320   370 0.74 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 11045at5820          -            214   1.4e-08   32.9   4.5   2   3   8.8e-05     0.052   11.4   0.1    15    49   554   588   539   620 0.75 -
GCA_003402215.1|PVP01_1214900|PVP01_1214900.1|unknown -            869 11045at5820          -            214   1.4e-08   32.9   4.5   3   3   6.6e-08   3.9e-05   21.6   0.2   114   182   765   831   755   856 0.79 -
GCA_003402215.1|PVP01_1322800|PVP01_1322800.1|unknown -            698 11045at5820          -            214   3.3e-06   25.2   1.9   1   2   1.9e-07   0.00011   20.2   0.0    31   174    78   243    62   274 0.70 -
GCA_003402215.1|PVP01_1322800|PVP01_1322800.1|unknown -            698 11045at5820          -            214   3.3e-06   25.2   1.9   2   2       2.3   1.3e+03   -3.0   0.4   137   190   431   489   401   492 0.68 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/11045at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/11045at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:58:48 2026
# [ok]
