#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1136400|PVP01_1136400.1|unknown -            359 10105at5820          -            265    8e-101  334.8  14.6   1   1  2.3e-101   1.2e-98  327.7  14.6     6   249    24   317    21   320 0.84 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   1  13   2.1e-06    0.0011   16.3   5.0    79   253   341   513   236   524 0.77 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   2  13      0.16        86    0.3   0.9     8    48   551   595   548   621 0.75 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   3  13   1.3e-08   6.8e-06   23.6   0.2   107   177   740   804   723   810 0.89 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   4  13   2.8e-06    0.0015   15.9   0.5    44   113   817   889   813   972 0.74 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   5  13   5.1e-12   2.7e-09   34.7   0.8    92   237  1041  1179   988  1197 0.71 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   6  13       1.3   7.2e+02   -2.7   0.0    23    50  1360  1387  1336  1402 0.66 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   7  13   4.4e-23   2.4e-20   71.0   5.2    49   243  1435  1643  1429  1657 0.80 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   8  13   1.6e-10   8.4e-08   29.8   0.3     8   187  1668  1864  1664  1880 0.72 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8   9  13     0.025        13    3.0   0.1   216   246  1953  1987  1920  1993 0.71 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8  10  13    0.0038         2    5.6   0.1     6    42  2056  2096  2051  2106 0.78 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8  11  13   2.6e-12   1.4e-09   35.7   0.8    49   192  2175  2329  2156  2352 0.75 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8  12  13      0.95     5e+02   -2.2   0.1    89   102  2382  2395  2342  2406 0.67 -
GCA_003402215.1|PVP01_0415800|PVP01_0415800.1|unknown -           2718 10105at5820          -            265   8.4e-75  249.5  85.8  13  13   1.9e-19     1e-16   59.1   5.8    11   206  2434  2638  2425  2675 0.80 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   1  10     6e-06    0.0032   14.8   0.5    73   242   187   354   179   368 0.76 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   2  10   4.5e-07   0.00024   18.5   3.7   111   235   518   642   509   661 0.72 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   3  10      0.67   3.6e+02   -1.7   0.0   156   181   701   726   674   750 0.66 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   4  10   1.5e-08   7.8e-06   23.4   0.3    73   244   832  1005   819  1018 0.76 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   5  10      0.69   3.7e+02   -1.8   0.0   131   177  1060  1101  1053  1105 0.57 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   6  10   2.7e-12   1.4e-09   35.7  10.9    50   245  1158  1369  1148  1376 0.66 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   7  10      0.88   4.7e+02   -2.1   0.1    25    41  1496  1512  1492  1515 0.88 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   8  10   1.8e-10   9.7e-08   29.6   7.6    83   233  1580  1762  1555  1777 0.58 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0   9  10      0.35   1.9e+02   -0.8   0.0    27    66  1894  1937  1880  1941 0.70 -
GCA_003402215.1|PVP01_0415900|PVP01_0415900.1|unknown -           2252 10105at5820          -            265   4.3e-38  129.1  71.0  10  10   7.5e-13     4e-10   37.5   2.7    94   188  2067  2156  2024  2209 0.82 -
GCA_003402215.1|PVP01_1208000|PVP01_1208000.1|unknown -            433 10105at5820          -            265   6.3e-18   63.0  13.4   1   2     4e-14   2.1e-11   41.6   5.9    23   185    53   227    22   242 0.72 -
GCA_003402215.1|PVP01_1208000|PVP01_1208000.1|unknown -            433 10105at5820          -            265   6.3e-18   63.0  13.4   2   2   6.1e-09   3.3e-06   24.6   0.8   119   261   269   426   253   430 0.60 -
GCA_003402215.1|PVP01_1026000|PVP01_1026000.1|unknown -            355 10105at5820          -            265   2.8e-12   44.5   9.5   1   2     8e-15   4.3e-12   43.9   6.9    53   204    80   231    50   254 0.79 -
GCA_003402215.1|PVP01_1026000|PVP01_1026000.1|unknown -            355 10105at5820          -            265   2.8e-12   44.5   9.5   2   2       0.1        55    0.9   0.0   219   243   269   298   261   308 0.64 -
GCA_003402215.1|PVP01_0304300|PVP01_0304300.1|unknown -            379 10105at5820          -            265   7.8e-07   26.7  10.8   1   3   6.6e-06    0.0035   14.7   2.0     8   104    24   122    19   141 0.72 -
GCA_003402215.1|PVP01_0304300|PVP01_0304300.1|unknown -            379 10105at5820          -            265   7.8e-07   26.7  10.8   2   3   3.2e-05     0.017   12.4   0.2   105   137   227   259   222   264 0.85 -
GCA_003402215.1|PVP01_0304300|PVP01_0304300.1|unknown -            379 10105at5820          -            265   7.8e-07   26.7  10.8   3   3     0.011       5.7    4.2   0.1    49    81   293   325   287   365 0.67 -
GCA_003402215.1|PVP01_0303700|PVP01_0303700.1|unknown -            353 10105at5820          -            265   1.1e-06   26.1   5.8   1   4       3.1   1.6e+03   -3.9   1.7   212   232    33    51    25    54 0.74 -
GCA_003402215.1|PVP01_0303700|PVP01_0303700.1|unknown -            353 10105at5820          -            265   1.1e-06   26.1   5.8   2   4     0.067        36    1.6   1.4   204   237   141   178    67   196 0.60 -
GCA_003402215.1|PVP01_0303700|PVP01_0303700.1|unknown -            353 10105at5820          -            265   1.1e-06   26.1   5.8   3   4   2.1e-09   1.1e-06   26.1   5.8    92   187   164   267   121   286 0.74 -
GCA_003402215.1|PVP01_0303700|PVP01_0303700.1|unknown -            353 10105at5820          -            265   1.1e-06   26.1   5.8   4   4     0.025        13    3.0   0.0   219   246   318   345   309   352 0.80 -
GCA_003402215.1|PVP01_0303800|PVP01_0303800.1|unknown -            487 10105at5820          -            265   3.1e-06   24.7   8.5   1   2   1.9e-08     1e-05   23.0   7.5    17   226    39   261    30   265 0.73 -
GCA_003402215.1|PVP01_0303800|PVP01_0303800.1|unknown -            487 10105at5820          -            265   3.1e-06   24.7   8.5   2   2     0.025        14    2.9   0.1    44    64   210   230   204   285 0.73 -
GCA_003402215.1|PVP01_1136300|PVP01_1136300.1|unknown -            432 10105at5820          -            265   1.5e-05   22.5   0.0   1   1   4.3e-08   2.3e-05   21.9   0.0    24   137   103   222    95   229 0.71 -
GCA_003402215.1|PVP01_1107900|PVP01_1107900.1|unknown -            936 10105at5820          -            265     0.042   11.2   1.5   1   3         1   5.4e+02   -2.3   0.0   145   168   428   453   399   492 0.59 -
GCA_003402215.1|PVP01_1107900|PVP01_1107900.1|unknown -            936 10105at5820          -            265     0.042   11.2   1.5   2   3    0.0008      0.42    7.9   0.1   147   194   689   734   673   752 0.76 -
GCA_003402215.1|PVP01_1107900|PVP01_1107900.1|unknown -            936 10105at5820          -            265     0.042   11.2   1.5   3   3     0.095        50    1.1   0.0   220   249   782   811   761   818 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10105at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10105at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10105at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:54:35 2026
# [ok]
