#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1413200|PVP01_1413200.1|unknown -            297 9476at5820           -            246  1.7e-125  415.7  26.4   1   1  2.5e-128  2.2e-125  415.4  26.4     2   246    34   297    33   297 0.95 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 9476at5820           -            246   9.5e-08   30.1  41.0   1   4   7.8e-07   0.00069   17.5   1.2    38   125    96   183    72   192 0.83 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 9476at5820           -            246   9.5e-08   30.1  41.0   2   4   0.00015      0.13   10.0   2.0    62   115   194   247   185   251 0.90 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 9476at5820           -            246   9.5e-08   30.1  41.0   3   4    0.0085       7.5    4.3   5.2    32   137   241   348   236   355 0.74 -
GCA_003402215.1|PVP01_1439800|PVP01_1439800.1|unknown -            840 9476at5820           -            246   9.5e-08   30.1  41.0   4   4   5.9e-05     0.052   11.3  11.3   101   211   377   494   364   505 0.77 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 9476at5820           -            246   3.4e-05   21.7  11.3   1   4       2.2     2e+03   -3.6   0.1    56   110   290   344   266   359 0.54 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 9476at5820           -            246   3.4e-05   21.7  11.3   2   4   1.1e-05    0.0094   13.8   0.4    59   139   435   517   433   533 0.89 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 9476at5820           -            246   3.4e-05   21.7  11.3   3   4   1.6e-05     0.014   13.2   1.7    28   146   678   793   653   810 0.83 -
GCA_003402215.1|PVP01_1444700|PVP01_1444700.1|unknown -           1275 9476at5820           -            246   3.4e-05   21.7  11.3   4   4      0.18   1.6e+02   -0.1   0.1    56   112   780   836   773   839 0.88 -
GCA_003402215.1|PVP01_0822200|PVP01_0822200.1|unknown -            614 9476at5820           -            246    0.0032   15.3   3.3   1   3     0.014        13    3.5   0.1    60   126   155   221   142   230 0.91 -
GCA_003402215.1|PVP01_0822200|PVP01_0822200.1|unknown -            614 9476at5820           -            246    0.0032   15.3   3.3   2   3   5.7e-05      0.05   11.4   0.1   148   213   297   365   287   444 0.65 -
GCA_003402215.1|PVP01_0822200|PVP01_0822200.1|unknown -            614 9476at5820           -            246    0.0032   15.3   3.3   3   3      0.82   7.3e+02   -2.2   0.0   137   169   503   535   495   546 0.79 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 9476at5820           -            246     0.025   12.4  15.1   1   2   3.1e-06    0.0027   15.5   3.6    38   125   262   354   219   406 0.52 -
GCA_003402215.1|PVP01_0828300|PVP01_0828300.1|unknown -            637 9476at5820           -            246     0.025   12.4  15.1   2   2     0.068        61    1.3   3.6    37   111   410   484   385   532 0.70 -
GCA_003402215.1|PVP01_1004200|PVP01_1004200.1|unknown -            962 9476at5820           -            246       1.9    6.2  21.6   1   3     0.028        25    2.6   3.8    86   126   229   268   161   277 0.83 -
GCA_003402215.1|PVP01_1004200|PVP01_1004200.1|unknown -            962 9476at5820           -            246       1.9    6.2  21.6   2   3     6e-06    0.0053   14.6   1.7    43   130   394   481   383   514 0.88 -
GCA_003402215.1|PVP01_1004200|PVP01_1004200.1|unknown -            962 9476at5820           -            246       1.9    6.2  21.6   3   3      0.91   8.1e+02   -2.4   0.3    93   129   906   942   903   958 0.63 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9476at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9476at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:23:13 2026
# [ok]
