#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_0605600|PVP01_0605600.1|unknown -            466 6942at5820           -            402   4.3e-44  149.3   0.0   1   1   4.2e-47   5.6e-44  148.9   0.0   299   402   335   447   333   447 0.93 -
GCA_003402215.1|PVP01_0911800|PVP01_0911800.1|unknown -            484 6942at5820           -            402   1.4e-07   29.0   3.3   1   3         1   1.4e+03   -3.8   0.0   190   231     8    53     6    61 0.59 -
GCA_003402215.1|PVP01_0911800|PVP01_0911800.1|unknown -            484 6942at5820           -            402   1.4e-07   29.0   3.3   2   3    0.0041       5.4    4.0   0.0   149   183   208   242   174   305 0.83 -
GCA_003402215.1|PVP01_0911800|PVP01_0911800.1|unknown -            484 6942at5820           -            402   1.4e-07   29.0   3.3   3   3   1.3e-09   1.8e-06   25.4   0.3   312   368   362   419   338   444 0.83 -
GCA_003402215.1|PVP01_0104400|PVP01_0104400.1|unknown -           1147 6942at5820           -            402   0.00012   19.4   0.2   1   5   0.00085       1.1    6.3   1.9   113   186    95   165    59   184 0.67 -
GCA_003402215.1|PVP01_0104400|PVP01_0104400.1|unknown -           1147 6942at5820           -            402   0.00012   19.4   0.2   2   5   8.7e-08   0.00012   19.4   0.2   320   373   365   418   361   430 0.88 -
GCA_003402215.1|PVP01_0104400|PVP01_0104400.1|unknown -           1147 6942at5820           -            402   0.00012   19.4   0.2   3   5      0.66   8.8e+02   -3.2   1.2    26    43   518   535   457   558 0.67 -
GCA_003402215.1|PVP01_0104400|PVP01_0104400.1|unknown -           1147 6942at5820           -            402   0.00012   19.4   0.2   4   5      0.28   3.8e+02   -2.0   1.5    94   134   633   674   626   680 0.79 -
GCA_003402215.1|PVP01_0104400|PVP01_0104400.1|unknown -           1147 6942at5820           -            402   0.00012   19.4   0.2   5   5     0.012        16    2.5   2.2    87   138   845   895   830   916 0.77 -
GCA_003402215.1|PVP01_1448800|PVP01_1448800.1|unknown -            376 6942at5820           -            402    0.0014   15.9   0.0   1   2     0.023        30    1.6   0.0   144   190   179   225   163   244 0.80 -
GCA_003402215.1|PVP01_1448800|PVP01_1448800.1|unknown -            376 6942at5820           -            402    0.0014   15.9   0.0   2   2   1.9e-05     0.025   11.8   0.0   318   360   299   341   268   348 0.78 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6942at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6942at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6942at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:16:25 2026
# [ok]
