#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GCA_003402215.1|PVP01_1464500|PVP01_1464500.1|unknown -            302 9829at5820           -            272  1.9e-163  540.5  15.7   1   1  5.2e-166    3e-163  539.9  15.7     1   272     9   298     9   298 0.97 -
GCA_003402215.1|PVP01_1220500|PVP01_1220500.1|unknown -            523 9829at5820           -            272   7.2e-17   59.9  19.0   1   3   1.2e-19   7.2e-17   59.9  19.0   117   271    20   188    14   190 0.80 -
GCA_003402215.1|PVP01_1220500|PVP01_1220500.1|unknown -            523 9829at5820           -            272   7.2e-17   59.9  19.0   2   3       6.5   3.8e+03   -4.8   4.3   133   155   309   334   284   381 0.65 -
GCA_003402215.1|PVP01_1220500|PVP01_1220500.1|unknown -            523 9829at5820           -            272   7.2e-17   59.9  19.0   3   3         1   6.1e+02   -2.2   0.9   141   192   354   407   332   428 0.59 -
GCA_003402215.1|PVP01_0912600|PVP01_0912600.1|unknown -            428 9829at5820           -            272   2.8e-11   41.5   8.0   1   2      0.94   5.6e+02   -2.1   0.1    17    54    23    64    13    73 0.63 -
GCA_003402215.1|PVP01_0912600|PVP01_0912600.1|unknown -            428 9829at5820           -            272   2.8e-11   41.5   8.0   2   2   4.8e-14   2.8e-11   41.5   8.0   119   262   105   265    99   274 0.80 -
GCA_003402215.1|PVP01_1459000|PVP01_1459000.1|unknown -            568 9829at5820           -            272   5.3e-09   34.1   9.4   1   1   1.6e-11   9.2e-09   33.3   9.4   132   250   394   511   384   524 0.92 -
GCA_003402215.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   1.5e-07   29.3  47.8   1   4   5.1e-08     3e-05   21.8   0.4   133   253     6   121     2   125 0.87 -
GCA_003402215.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   1.5e-07   29.3  47.8   2   4         2   1.2e+03   -3.1   7.4   155   209   121   174   105   230 0.71 -
GCA_003402215.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   1.5e-07   29.3  47.8   3   4     0.012       6.9    4.2  14.4   130   253   235   359   219   367 0.66 -
GCA_003402215.1|PVP01_1315200|PVP01_1315200.1|unknown -            559 9829at5820           -            272   1.5e-07   29.3  47.8   4   4   1.1e-06   0.00067   17.3  10.5   124   257   366   492   351   506 0.77 -
GCA_003402215.1|PVP01_0107900|PVP01_0107900.1|unknown -           1183 9829at5820           -            272   1.5e-06   26.0   5.6   1   2       3.1   1.8e+03   -3.8   0.6   116   158    23    70    18    82 0.65 -
GCA_003402215.1|PVP01_0107900|PVP01_0107900.1|unknown -           1183 9829at5820           -            272   1.5e-06   26.0   5.6   2   2   2.5e-09   1.5e-06   26.0   5.6   130   248   923  1037   906  1061 0.87 -
GCA_003402215.1|PVP01_0411400|PVP01_0411400.1|unknown -            485 9829at5820           -            272   9.4e-06   23.4   3.4   1   2   1.4e-07   8.3e-05   20.3   0.2   137   218    14    91     2   137 0.80 -
GCA_003402215.1|PVP01_0411400|PVP01_0411400.1|unknown -            485 9829at5820           -            272   9.4e-06   23.4   3.4   2   2     0.015       8.8    3.8   0.3   136   200   310   375   293   383 0.88 -
GCA_003402215.1|PVP01_1116400|PVP01_1116400.1|unknown -            682 9829at5820           -            272    0.0041   14.7   9.1   1   2    0.0086       5.1    4.6   0.5   131   170   155   194   142   206 0.80 -
GCA_003402215.1|PVP01_1116400|PVP01_1116400.1|unknown -            682 9829at5820           -            272    0.0041   14.7   9.1   2   2   1.6e-05    0.0097   13.5   2.8   162   271   239   343   214   344 0.83 -
GCA_003402215.1|PVP01_1229000|PVP01_1229000.1|unknown -            141 9829at5820           -            272     0.011   13.4   1.2   1   1   2.2e-05     0.013   13.1   1.2   147   248     8   106     2   116 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9829at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvSY56_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9829at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9829at5820.hmm /v3/inputs/annotations/plasmodb-68/PvSY56.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:24:33 2026
# [ok]
