#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   1   5  1.4e-196  9.6e-194  644.2  53.4     7   381   180   600   178   606 0.93 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   2   5   4.5e-71     3e-68  229.0  19.6   382   520   719   857   715   889 0.95 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   3   5      0.43   2.9e+02   -2.6   0.0   512   530   874   892   866   899 0.81 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   4   5  7.7e-102   5.2e-99  330.8  26.4   523   713   968  1168   957  1171 0.95 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67094.1           -           1376 1711at5820           -            877         0 1502.5 140.6   5   5   1.4e-95   9.6e-93  310.0  16.9   713   877  1208  1376  1202  1376 0.97 ABC transporter B family member 4, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   1   7       1.1   7.6e+02   -4.0  14.6    43   253    62   274    50   310 0.69 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   2   7   6.8e-41   4.6e-38  129.1  14.7   543   850   337   654   332   681 0.86 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   3   7      0.84   5.6e+02   -3.6   0.0   853   875   704   726   701   727 0.88 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   4   7   5.8e-05     0.039   10.2   9.7    73   174   861   969   821   991 0.76 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   5   7     0.011       7.2    2.7   0.2   582   657  1161  1236  1146  1242 0.83 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   6   7     0.061        41    0.2   0.2   637   685  1270  1317  1254  1327 0.85 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67669.1           -           1464 1711at5820           -            877   2.1e-53  179.9  22.5   7   7   1.3e-21   8.7e-19   65.3   0.9   748   850  1325  1431  1311  1461 0.82 multidrug resistance protein 1, putative [Plasmodium vivax]
SCO67552.1           -            783 1711at5820           -            877   4.6e-35  119.2  53.0   1   3   7.7e-18   5.2e-15   52.8  29.0    34   314   205   497   176   513 0.82 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 1711at5820           -            877   4.6e-35  119.2  53.0   2   3   1.6e-06    0.0011   15.4   8.5   580   704   551   676   541   681 0.87 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO67552.1           -            783 1711at5820           -            877   4.6e-35  119.2  53.0   3   3   5.5e-21   3.7e-18   63.2   2.4   748   854   668   778   662   781 0.92 ABC transporter B family member 3, putative [Plasmodium vivax]
SCO68972.1           -           1546 1711at5820           -            877     2e-32  110.4  34.9   1   3     6e-05     0.041   10.2  27.8    43   323   368   663   361   682 0.76 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO68972.1           -           1546 1711at5820           -            877     2e-32  110.4  34.9   2   3   1.5e-13     1e-10   38.6   0.1   579   685   685   790   675   797 0.95 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO68972.1           -           1546 1711at5820           -            877     2e-32  110.4  34.9   3   3   1.6e-21   1.1e-18   65.0   0.1   748   871   798   922   791   927 0.92 multidrug resistance protein 2, putative [Plasmodium vivax]
SCO69200.1           -            918 1711at5820           -            877   7.4e-31  105.2  39.0   1   2   1.6e-13   1.1e-10   38.5  19.6    28   327   216   530   191   546 0.74 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO69200.1           -            918 1711at5820           -            877   7.4e-31  105.2  39.0   2   2   1.1e-23   7.6e-21   72.1  11.4   601   865   614   904   608   914 0.80 ABC transporter B family member 7, putative [Plasmodium vivax]
SCO68531.1           -            811 1711at5820           -            877   3.6e-21   73.2  14.9   1   3       1.2     8e+02   -4.1   0.2    92   127   189   224   183   256 0.73 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 1711at5820           -            877   3.6e-21   73.2  14.9   2   3   4.9e-11   3.3e-08   30.3   2.0   585   685   476   579   471   588 0.87 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68531.1           -            811 1711at5820           -            877   3.6e-21   73.2  14.9   3   3   1.4e-17   9.6e-15   51.9   1.0   753   864   684   795   664   798 0.92 ABC transporter B family member 5, putative [Plasmodium vivax]
SCO68413.1           -            998 1711at5820           -            877     8e-15   52.2  19.2   1   3         9   6.1e+03  -11.4  42.4    40   243   337   558   299   602 0.67 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO68413.1           -            998 1711at5820           -            877     8e-15   52.2  19.2   2   3   8.9e-15     6e-12   42.7  10.1   599   705   770   871   739   888 0.87 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO68413.1           -            998 1711at5820           -            877     8e-15   52.2  19.2   3   3   3.9e-09   2.6e-06   24.0   1.6   776   849   894   967   863   991 0.82 ABC transporter B family member 6, putative [Plasmodium vivax]
SCO69341.1           -            695 1711at5820           -            877   4.1e-08   30.0   0.0   1   3     0.042        28    0.7   0.2   618   705    68   151    36   163 0.73 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO69341.1           -            695 1711at5820           -            877   4.1e-08   30.0   0.0   2   3   6.1e-11   4.1e-08   30.0   0.0   765   863   162   264   130   272 0.80 ABC transporter G family member 2, putative [Plasmodium vivax]
SCO69341.1           -            695 1711at5820           -            877   4.1e-08   30.0   0.0   3   3       7.6   5.1e+03   -6.7   5.9   158   200   531   573   494   604 0.49 ABC transporter G family member 2, putative [Plasmodium vivax]
