#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   1   8   5.1e-84   5.2e-81  271.3   2.7     3   174     5   189     3   194 0.92 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   2   8     3e-26     3e-23   80.1   0.1   174   239   288   354   272   358 0.94 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   3   8   2.3e-16   2.3e-13   47.4   1.1   239   275   388   425   385   432 0.89 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   4   8   4.1e-69   4.2e-66  222.0   6.1   276   417   555   705   552   710 0.95 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   5   8  4.9e-108    5e-105  350.9   0.6   417   666   729  1026   724  1032 0.87 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   6   8   8.6e-09   8.7e-06   22.3   0.3   667   721  1064  1124  1061  1191 0.68 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   7   8   6.3e-34   6.4e-31  105.5  12.8   739   868  1595  1764  1559  1769 0.73 myosin E, putative [Plasmodium vivax]
SCO68253.1           -           1974 719at5820            -           1037         0 1402.4  82.7   8   8  1.9e-103  1.9e-100  335.7  12.6   868  1037  1804  1974  1799  1974 0.98 myosin E, putative [Plasmodium vivax]
SCO68507.1           -            817 719at5820            -           1037   8.6e-87  290.5  13.7   1   2   4.8e-86   4.8e-83  278.1   6.0    12   560    35   625    26   639 0.79 myosin A, putative [Plasmodium vivax]
SCO68507.1           -            817 719at5820            -           1037   8.6e-87  290.5  13.7   2   2   4.1e-07   0.00041   16.7   0.8   603   703   646   771   635   805 0.65 myosin A, putative [Plasmodium vivax]
SCO67860.1           -            800 719at5820            -           1037   1.8e-72  243.1  63.1   1   1   6.2e-72   6.3e-69  231.3  63.1    12   713    29   758    19   795 0.79 myosin B, putative [Plasmodium vivax]
SCO68633.1           -           1981 719at5820            -           1037   1.4e-46  157.4   1.8   1   2   1.6e-33   1.6e-30  104.1   0.0    32   253    35   275    12   281 0.79 myosin C, putative [Plasmodium vivax]
SCO68633.1           -           1981 719at5820            -           1037   1.4e-46  157.4   1.8   2   2   3.1e-16   3.1e-13   46.9   0.3   325   562   410   680   375   758 0.78 myosin C, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   1   6   1.9e-14     2e-11   41.0   4.6    57   174    91   222    32   235 0.80 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   2   6   1.3e-16   1.4e-13   48.1   0.4   181   277   345   441   334   446 0.84 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   3   6      0.32   3.3e+02   -2.8   0.0   294   321   555   582   542   591 0.71 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   4   6   7.5e-09   7.6e-06   22.5  13.6   418   551   743   912   738   930 0.64 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   5   6   0.00024      0.25    7.5   8.7   566   695   993  1151   987  1343 0.76 myosin F, putative [Plasmodium vivax]
SCO67501.1           -           1716 719at5820            -           1037   9.1e-28   95.1  62.0   6   6       1.7   1.7e+03   -5.1   3.1   767   805  1596  1631  1573  1650 0.48 myosin F, putative [Plasmodium vivax]
SCO70054.1           -           1984 719at5820            -           1037   2.2e-24   83.8  19.2   1   4   2.4e-14   2.4e-11   40.7   0.1    62   177   156   287   141   301 0.81 myosin D, putative [Plasmodium vivax]
SCO70054.1           -           1984 719at5820            -           1037   2.2e-24   83.8  19.2   2   4     5e-16     5e-13   46.2   8.2   182   471   323   667   316   704 0.73 myosin D, putative [Plasmodium vivax]
SCO70054.1           -           1984 719at5820            -           1037   2.2e-24   83.8  19.2   3   4      0.12   1.2e+02   -1.4   0.0   512   556   740   784   703   785 0.90 myosin D, putative [Plasmodium vivax]
SCO70054.1           -           1984 719at5820            -           1037   2.2e-24   83.8  19.2   4   4       0.1     1e+02   -1.1   0.8   608   672   858   929   840   955 0.65 myosin D, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/719at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/719at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/719at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:28 2026
# [ok]
