#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO67563.1           -            800 4394at5820           -            638         0 1124.1  71.0   1   2  2.4e-300  1.8e-297  986.6  60.4     1   520     1   538     1   568 0.97 kinesin-like protein, putative [Plasmodium vivax]
SCO67563.1           -            800 4394at5820           -            638         0 1124.1  71.0   2   2   4.2e-45   3.2e-42  143.4   2.8   526   638   672   791   663   791 0.91 kinesin-like protein, putative [Plasmodium vivax]
SCO66927.1           -           1285 4394at5820           -            638   3.7e-31  106.8  32.4   1   2   3.4e-19   2.6e-16   57.7   5.3     4   155   508   651   505   657 0.78 kinesin-8, putative [Plasmodium vivax]
SCO66927.1           -           1285 4394at5820           -            638   3.7e-31  106.8  32.4   2   2   5.1e-18   3.9e-15   53.9  19.3   189   452   667   933   656   940 0.67 kinesin-8, putative [Plasmodium vivax]
SCO65092.1           -           1458 4394at5820           -            638   3.3e-30  103.7  15.6   1   3       2.8   2.1e+03   -4.7   1.0   395   435   223   263   196   277 0.51 kinesin-8, putative [Plasmodium vivax]
SCO65092.1           -           1458 4394at5820           -            638   3.3e-30  103.7  15.6   2   3   4.4e-33   3.3e-30  103.7  15.6    27   377   788  1114   765  1174 0.79 kinesin-8, putative [Plasmodium vivax]
SCO65092.1           -           1458 4394at5820           -            638   3.3e-30  103.7  15.6   3   3         8   6.1e+03   -9.6  17.4   440   574  1290  1423  1226  1443 0.71 kinesin-8, putative [Plasmodium vivax]
SCO66815.1           -           3257 4394at5820           -            638   1.3e-24   85.2  34.8   1   7   5.2e-21     4e-18   63.8  22.7     3   244   162   412   160   420 0.82 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 4394at5820           -            638   1.3e-24   85.2  34.8   2   7   2.9e-13   2.2e-10   38.2   4.2   245   371   496   607   491   693 0.80 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 4394at5820           -            638   1.3e-24   85.2  34.8   3   7       2.2   1.7e+03   -4.4   2.6   460   572  1025  1057   990  1081 0.55 kinesin-4, putative [Plasmodium vivax]
SCO66815.1           -           3257 4394at5820           -            638   1.3e-24   85.2  34.8   4   7         8   6.1e+03  -12.8  34.1   381   579  1378  1568  1359  1584 0.39 kinesin-4, putative [Plasmodium vivax]
