#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   1   7  9.2e-213  1.4e-209  696.5  20.1     1   301     4   304     4   305 1.00 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   2   7     3e-94   4.6e-91  304.4   7.2   325   469   305   449   303   459 0.95 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   3   7  2.1e-115  3.2e-112  374.4  15.5   459   664   572   784   561   804 0.93 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   4   7     3e-07   0.00046   16.7   6.8   663   697   817   851   797   910 0.74 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   5   7   0.00034      0.51    6.6   3.0   687   740   988  1044   981  1049 0.79 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   6   7   5.7e-11   8.7e-08   29.0   5.4   705   756  1050  1113  1045  1134 0.76 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO66361.1           -           1296 1635at5820           -            845         0 1528.0 113.8   7   7   3.1e-44   4.7e-41  139.0   8.4   750   845  1200  1296  1147  1296 0.92 AP-4 complex subunit epsilon, putative [Plasmodium vivax]
SCO68894.1           -           1038 1635at5820           -            845   6.2e-39  132.0  38.6   1   3   1.5e-22   2.3e-19   67.3   9.4    13   261     5   256     1   262 0.86 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO68894.1           -           1038 1635at5820           -            845   6.2e-39  132.0  38.6   2   3   1.2e-23   1.9e-20   70.9   9.6   270   448   311   488   299   500 0.91 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO68894.1           -           1038 1635at5820           -            845   6.2e-39  132.0  38.6   3   3   0.00057      0.86    5.8   3.7   543   590   635   681   545   689 0.71 AP-1 complex subunit gamma, putative [Plasmodium vivax]
SCO68220.1           -           1290 1635at5820           -            845   2.3e-22   77.2  29.0   1   5   2.8e-19   4.2e-16   56.5  16.8    16   209    12   214     4   223 0.87 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO68220.1           -           1290 1635at5820           -            845   2.3e-22   77.2  29.0   2   5       0.7   1.1e+03   -4.4   0.5   216   257   405   448   391   476 0.56 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO68220.1           -           1290 1635at5820           -            845   2.3e-22   77.2  29.0   3   5     4e-13   6.1e-10   36.1   4.2   288   432   556   703   536   744 0.80 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO68220.1           -           1290 1635at5820           -            845   2.3e-22   77.2  29.0   4   5     0.077   1.2e+02   -1.2   4.0   465   597   770   898   753   925 0.66 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO68220.1           -           1290 1635at5820           -            845   2.3e-22   77.2  29.0   5   5      0.55   8.4e+02   -4.1   3.2   726   794  1024  1097  1006  1123 0.67 AP-2 complex subunit alpha, putative [Plasmodium vivax]
SCO68257.1           -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   1   2   9.7e-09   1.5e-05   21.6   0.6    49   204    56   207    35   218 0.85 AP-3 complex subunit beta, putative [Plasmodium vivax]
SCO68257.1           -           1004 1635at5820           -            845   1.5e-05   21.6   0.6   2   2      0.11   1.6e+02   -1.7   0.1   363   393   459   490   449   510 0.79 AP-3 complex subunit beta, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1635at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1635at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:06 2026
# [ok]
