#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO66236.1           -            441 5959at5820           -            374    4e-225  745.0  16.3   1   1  9.2e-228  9.3e-225  743.8  16.3     1   365     1   401     1   406 0.94 RAP protein, putative [Plasmodium vivax]
SCO68742.1           -            443 5959at5820           -            374   2.4e-11   41.5   0.2   1   1   3.7e-14   3.8e-11   40.8   0.2   308   367   347   406   337   411 0.90 RAP protein, putative [Plasmodium vivax]
SCO66186.1           -            446 5959at5820           -            374   2.3e-07   28.4   0.0   1   1     6e-10   6.1e-07   27.0   0.0   256   356   334   433   320   442 0.92 RAP protein, putative [Plasmodium vivax]
SCO68069.1           -            976 5959at5820           -            374   0.00088   16.6   0.0   1   4     0.034        34    1.5   0.7   132   174    82   123    66   145 0.77 RAP protein, putative [Plasmodium vivax]
SCO68069.1           -            976 5959at5820           -            374   0.00088   16.6   0.0   2   4       1.2   1.2e+03   -3.6   0.2   116   146   200   230   190   266 0.68 RAP protein, putative [Plasmodium vivax]
SCO68069.1           -            976 5959at5820           -            374   0.00088   16.6   0.0   3   4      0.06        61    0.7   0.0   237   301   721   786   680   799 0.76 RAP protein, putative [Plasmodium vivax]
SCO68069.1           -            976 5959at5820           -            374   0.00088   16.6   0.0   4   4   8.7e-07   0.00088   16.6   0.0   309   358   855   904   843   915 0.83 RAP protein, putative [Plasmodium vivax]
SCO68552.1           -            635 5959at5820           -            374    0.0028   15.0   4.9   1   1   4.1e-06    0.0042   14.4   4.9   134   249   439   554   398   573 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70021.1           -           1239 5959at5820           -            374     0.019   12.2  10.5   1   4     0.039        40    1.3   0.6   153   266   450   566   431   575 0.59 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5959at5820           -            374     0.019   12.2  10.5   2   4       1.3   1.3e+03   -3.7   0.0    59   113   644   699   635   703 0.59 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5959at5820           -            374     0.019   12.2  10.5   3   4    0.0013       1.3    6.1   0.0   244   297   900   956   880   960 0.74 RAP protein, putative [Plasmodium vivax]
SCO70021.1           -           1239 5959at5820           -            374     0.019   12.2  10.5   4   4   0.00015      0.15    9.2   0.5   307   356  1036  1085  1025  1103 0.84 RAP protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5959at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvT01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5959at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5959at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvT01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:57:56 2026
# [ok]
